id,_3_4_methylenedioxyethylamphetamine,_3_4_methylene_dioxy_methylamphetamine,_3_4_methylenedioxyphenylacetone,_4f_mdmb_butinaca,_5f_adb,_5f_mdmb_pica,abime,acetylcodeine,acetylthebaol,acide_4_hydroxybutanoique,adb_butinaca,amidon,amphetamine,buprenorphine,cafeine,cbd,cbn,clonazepam,cocaine,codeine,couleur,couleur_exterieur,couleur_exterieur_1,couleur_exterieur_2,couleur_interieur,delta8_tetrahydrocannabinol,delta9_tetrahydrocannabinol,diametre,epaisseur,etiquette,forme,fub_amb,gammabutyrolactone,hauteur,ketamine,lactose,largeur,levamisole,lidocaine,logo,longueur,mannitol,masse,mdmb_4en_pinaca,morphine,n_methyl_tryptamine,nom_de_logo,noscapine,numero_echantillon,o6_monoacetylmorphine,ovule,paracetamol,phenacetine,presentation,procaine,secabilite_recto,secabilite_verso,taux_cbd,taux_cbn,type_drogue,vanilline,visqueux
2993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,Oui,,,,,,,25 soleil lune étoile montagne in memorial of 1906 - 20,,2T-6,,,,,,,,,,,Divers,,
2994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,Oui,,,,,,,25 soleil lune étoile montagne in memorial of 1906 - 20,,2T-7,,,,,,,,,,,Divers,,
2995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,Oui,,,,,,,25 soleil lune étoile montagne in memorial of 1906 - 20,,2T-8,,,,,,,,,,,Divers,,
2996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,Oui,,,,,,,25 soleil lune étoile montagne in memorial of 1906 - 20,,2T-9,,,,,,,,,,,Divers,,
2997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,Oui,,,,,,,25 soleil lune étoile montagne in memorial of 1906 - 20,,2T-10,,,,,,,,,,,Divers,,
2998,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,,7.23,,Autre,,,7.56,,,18.03,,,Non,,,840,,,,,,3-1,,,70.2,,,,Demi,Aucune,,,Divers,,
2999,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,,7.23,,Autre,,,7.56,,,18.03,,,Non,,,840,,,,,,3-2,,,70.2,,,,Demi,Aucune,,,Divers,,
3000,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,,7.23,,Autre,,,7.56,,,18.03,,,Non,,,840,,,,,,3-3,,,70.2,,,,Demi,Aucune,,,Divers,,
3001,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,,7.23,,Autre,,,7.56,,,18.03,,,Non,,,840,,,,,,3-4,,,70.2,,,,Demi,Aucune,,,Divers,,
3002,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,,7.23,,Autre,,,7.56,,,18.03,,,Non,,,840,,,,,,3-5,,,70.2,,,,Demi,Aucune,,,Divers,,
3017,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5506,,0,,,,,,,,,Divers,,0
3024,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,10421,,0,,,,,,,,,Divers,,
3056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2,,,,,Débris végétaux,,,,,,Divers,,
3068,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,SR1A,,0,,,,,,,,,Divers,,
3069,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,SR2A,,0,,,,,,,,,Divers,,
3070,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,SR3A,,0,,,,,,,,,Divers,,
3071,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,DCA,,0,,,,,,,,,Divers,,
3072,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,DA,,0,,,,,,,,,Divers,,
3073,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,DMA,,0,,,,,,,,,Divers,,
3074,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,AA,,0,,,,,,,,,Divers,,
3085,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,DS,,0,,,,,,,,,Divers,,
3094,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,0,,,,,1B,,0,,,,,,,,,Divers,,0
3097,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,Non,,,,,,,,,1-A,,,,,,,,,,,Divers,,
3114,,,,,,,,,,,,,,,,,,,,,Blanc Cassé,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,20_066804,,0,,,,,,,,,Divers,,
3121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5YK-A,,,,,,,,,,,Divers,,
3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,0,,,5/KK-B,,,,,,,,,,,Divers,0,
3125,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,0,64.9,,,,,,,,Divers,,
3126,,,,,,,Non,,,,,,,,,,,,,,,Bleue,,,Bleue,,,,2.82,,Rectangulaire / Carré,,,6.33,,,6.33,,,Oui,,,115,,,,DP,,26B,,,,,,,Aucune,Aucune,,,Divers,,
3127,,,,,,,Non,,,,,,,,,,,,,,,Bleue,,,Bleue,,,,2.82,,Rectangulaire / Carré,,,6.33,,,6.33,,,Oui,,,115,,,,DP,,26J,,,,,,,Aucune,Aucune,,,Divers,,
3162,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Non,,,,,,,,,cigarette electronique,,,,,,,,,,,Divers,,
3163,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,e-liquide,,0,,,,,,,,,Divers,,1
3212,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,0,,,,,,,,,Divers,,0
3213,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2,,0,,,,,,,,,Divers,,0
3214,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,3,,0,,,,,,,,,Divers,,0
3215,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,4,,0,,,,,,,,,Divers,,1
3216,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,6,,0,,,,,,,,,Divers,,0
3217,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,7,,0,,,,,,,,,Divers,,0
3218,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,8,,0,,,,,,,,,Divers,,1
3219,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,9,,0,,,,,,,,,Divers,,1
3220,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,10,,0,,,,,,,,,Divers,,1
3221,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,11,,0,,,,,,,,,Divers,,0
3222,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,12,,0,,,,,,,,,Divers,,1
3223,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,13,,0,,,,,,,,,Divers,,0
3227,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,0,,,,,,,,,Divers,,0
3228,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2,,0,,,,,,,,,Divers,,0
3229,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,3,,0,,,,,,,,,Divers,,0
3230,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,4,,0,,,,,,,,,Divers,,0
3231,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,6,,0,,,,,,,,,Divers,,0
3232,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5,,0,,,,,,,,,Divers,,0
3248,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,19,,0,69.3,,,,,,,,Divers,,
3249,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21,,0,69.3,,,,,,,,Divers,,
3256,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,C,,0,67.6,,,,,,,,Divers,,
3358,,,,,,,,,,,,,,,,1,1,,,,,,,,,,7.5,,,,,,,,,,,,,Non,,,,,,,,,5642,,,,,Sommités,,,,0,0,Divers,,
3401,,,,,,,,,,,,,,,,1,,,,,,,,,,,0.3,,,,,,,,,,,,,Non,,,,,,,,,2/VL,,,,,Débris végétaux,,,,6.2,,Divers,,
3498,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,8,,0,,,,,,,,,Divers,,
3559,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,0,,,,,E1,,0,,,,,,,,,Divers,,1
3607,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,4650,,0,84,,,,,,,,Divers,,
3651,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,100,,Non,,,,,,,,,21_100112,,0,,,,,,,,,Divers,,
3672,0,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5028,,0,,,,,,,,,Divers,,
3730,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Non,,,,,,,,,10404,,,,,Sommités,,,,,,Divers,,
3745,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B1,,0,,,,,,,,,Divers,,
3748,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,6,,0,,,,,,,,,Divers,,0
3794,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100221,,0,,,,,,,,,Divers,,
3831,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100146,,0,,,,,,,,,Divers,,
3934,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5611,,0,,,,,,,,,Divers,,
3935,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,,2.73,,Autre,,,,,,,,,Oui,,,101,,,,,,E1,,,,,,,Aucune,Demi,,,Divers,,
3936,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,,2.73,,Autre,,,,,,,,,Oui,,,101,,,,,,E2,,,,,,,Aucune,Demi,,,Divers,,
3937,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,,2.73,,Autre,,,,,,,,,Oui,,,101,,,,,,E3,,,,,,,Aucune,Demi,,,Divers,,
3989,,,,,,,,,,,,,,,100,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100148,,0,,,,,,,,,Divers,,
3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,Oui,,,,,,,motif coloré,,21_100229,,,,,,,,,,,Divers,,
3991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,Oui,,,,,,,motif coloré,,21_100230,,,,,,,,,,,Divers,,
3992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,Oui,,,,,,,motif coloré,,21_100231,,,,,,,,,,,Divers,,
4002,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100232,,0,,,,,,,,,Divers,,
4019,,,,,,,,,,,,,,,,1,1,,,,,,,,,,9.8,,,,,,,,,,,,,Non,,,,,,,,,5427,,,,,Sommités,,,,10.1,0,Divers,,
4020,,,,,,,,,,,,,,,,1,,,,,,,,,,,0.7,,,,,,,,,,,,,Non,,,,,,,,,5509,,,,,Débris végétaux,,,,16.6,,Divers,,
4053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,8,,,Oui,,,,,,,formes géométriques,,5320,,,,,,,,,,,Divers,,
4088,,,,,,,,,,,,,,,36.4,,,,,,Marron,,Rouge,Rouge,,,,7.4,,,,,,,,,,,,Non,21.34,,,,,,,,1-3,,0,,,,,,,,,Divers,,
4089,,,,,,,Non,,,,,,,,,,,,,,,Blanc Cassé,,,Blanc Cassé,,,,9.58,,Autre,,,9.69,,,22.42,,,Non,,,1854,,,,,,1-4,,,,,,,Aucune,Aucune,,,Divers,,
4105,,,,,,,,,,,,,,,,,,,,,Marron,,Bleue,Bleue,,,,8.23,,,,,,,,,,,,Non,23.69,,,,,,,,1-1,,0,,,,,,,,,Divers,,
4106,,,,,,,,,,,,,,,,,,,,,Marron,,Bleue,Bleue,,,,8.23,,,,,,,,,,,,Non,23.69,,,,,,,,1-2,,0,,,,,,,,,Divers,,
4107,,,,,,,,,,,,,,,,,,,,,Marron,,Bleue,Bleue,,,,8.23,,,,,,,,,,,,Non,23.69,,,,,,,,2,,0,,,,,,,,,Divers,,
4124,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,25,,0,,,,,,,,,Divers,,
4152,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Non,,,,,,,,,1-1,,,,,Débris végétaux,,,,,,Divers,,
4153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1-2,,,,,Débris végétaux,,,,,,Divers,,
4243,,,,,,,,,,,,,,,33.1,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,10,,0,65.3,,,,,,,,Divers,,
4251,,,,,,,,,,,,,,,33.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2D,,0,66,,,,,,,,Divers,,
4331,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100293,,0,66,,,,,,,,Divers,,
4332,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1P,,0,,,,,,,,,Divers,,0
4349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5664,,,,,Débris végétaux,,,,,,Divers,,
4385,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100345,,0,99,,,,,,,,Divers,,
4394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100412,,,,,Débris végétaux,,,,,,Divers,,
4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100405,,,,,Débris végétaux,,,,,,Divers,,
4396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100406,,,,,Débris végétaux,,,,,,Divers,,
4397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100407,,,,,Débris végétaux,,,,,,Divers,,
4428,,,,,,,,,,,,,,,,,1,,,,Orange,,,,,0,57.3,,,,,,,,,,,,,Non,,,,,,,,,92B,,0,,,,,,,,0,Divers,,
4429,,,,,,,,,,,,,,,,,1,,,,Orange,,,,,0,63.5,,,,,,,,,,,,,Non,,,,,,,,,3-1,,0,,,,,,,,0,Divers,,
4430,,,,,,,,,,,,,,,,,1,,,,Orange,,,,,0,63.5,,,,,,,,,,,,,Non,,,,,,,,,3-2,,0,,,,,,,,0,Divers,,
4435,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,76B,,0,,65.9,,,,,,,Divers,,
4479,,,,,,,,,,,,,,,29,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2-5,,0,57.9,,,,,,,,Divers,,
4509,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100377,,0,66,,,,,,,,Divers,,
4554,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,,3.5,,Polygonale,,,6.4,,,6.2,,,Oui,,,119.5,,,,serpent fleche,,21_100432,,,,,,,Aucune,Demi,,,Divers,,
4555,,,,,,,Non,,,,,,,,,,,,,,,Marron,,,Jaune,,,12.3,5.3,,Circulaire,,,,,,,,,Non,,,783,,,,,,21_100433,,,,,,,Aucune,Aucune,,,Divers,,
4556,,,,,,,,,,,,,,,,,,,,,Blanche,,Multicolore,,,,,2.4,,,,,,,,,,,,Non,14.1,,,,,,,,21_100435,,0,,,,,,,,,Divers,,
4572,,,,,,,,,,0,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100403,,0,,,,,,,,,Divers,,0
4573,,,,,,,,,,0,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100404,,0,,,,,,,,,Divers,,0
4576,,,,,,,,,,,,,,,,,,,,,Blanc Cassé,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1B,,0,,,,,,,,,Divers,,
4577,,,,,,,,,,,,,,,,,,,,,Blanc Cassé,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1Q,,0,,,,,,,,,Divers,,
4591,,,,,,,,,,,,,,,49.1,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,0,51.1,,,,,,,,Divers,,
4592,,,,,,,,,,,,,,,49.1,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,3,,0,51.1,,,,,,,,Divers,,
4593,,,,,,,,,,,,,,,49.1,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5,,0,51.1,,,,,,,,Divers,,
4605,,,,,,,,,,,,,,,32.6,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,C1,,0,66.1,,,,,,,,Divers,,
4616,,,,,,,,,,,,,,,,,,,,,Blanc Cassé,,,,,,,,,,,,,,,,,100,,Non,,,,,,,,,1,,0,,,,,,,,,Divers,,
4617,,,,,,,,,,,,,,,,,,,,,Blanc Cassé,,,,,,,,,,,,,,,,,100,,Non,,,,,,,,,6,,0,,,,,,,,,Divers,,
4618,,,,,,,,,,,,,,,,,,,,,Blanc Cassé,,,,,,,,,,,,,,,,,100,,Non,,,,,,,,,11,,0,,,,,,,,,Divers,,
4619,,,,,,,,,,,,,,,,,,,,,Blanc Cassé,,,,,,,,,,,,,,,,,100,,Non,,,,,,,,,16,,0,,,,,,,,,Divers,,
4658,,,,,,,,,,,,,,,,,,,,,Beige,,Translucide,,,,,7.28,,,,,,,,,,,,Non,20.93,,,,,,,,5-3,,0,,,,,,,,,Divers,,
4679,,,,,,,Non,,,,,,,,,,,,,,,Blanche,,,Blanche,,,10.17,5.15,,Circulaire,,,,,,,,,Oui,,,385,,,,o O,,1-1,,,,,,,Aucune,Aucune,,,Divers,,
4680,,,,,,,Non,,,,,,,,,,,,,,,Blanche,,,Blanche,,,10.17,5.15,,Circulaire,,,,,,,,,Oui,,,385,,,,o O,,1-2,,,,,,,Aucune,Aucune,,,Divers,,
4681,,,,,,,Non,,,,,,,,,,,,,,,Blanche,,,Blanche,,,10.17,5.15,,Circulaire,,,,,,,,,Oui,,,385,,,,o O,,1-3,,,,,,,Aucune,Aucune,,,Divers,,
4682,,,,,,,Non,,,,,,,,,,,,,,,Blanche,,,Blanche,,,10.17,5.15,,Circulaire,,,,,,,,,Oui,,,385,,,,o O,,1-4,,,,,,,Aucune,Aucune,,,Divers,,
4683,,,,,,,Non,,,,,,,,,,,,,,,Blanche,,,Blanche,,,10.17,5.15,,Circulaire,,,,,,,,,Oui,,,385,,,,o O,,1-5,,,,,,,Aucune,Aucune,,,Divers,,
4714,,,,,,,,,,,,,,,,,,,,,Blanche,,Rouge,Jaune,,,,7.51,,,,,,,,,,,,Non,21.41,,,,,,,,F18-4-1,,0,99.2,,,,,,,,Divers,,
4715,,,,,,,,,,,,,,,,,,,,,Blanche,,Rouge,Jaune,,,,7.51,,,,,,,,,,,,Non,21.41,,,,,,,,F18-4-2,,0,99.2,,,,,,,,Divers,,
4716,,,,,,,,,,,,,,,,,,,,,Blanche,,Rouge,Jaune,,,,7.51,,,,,,,,,,,,Non,21.41,,,,,,,,F18-4-3,,0,99.2,,,,,,,,Divers,,
4793,,,,,,,,,,,,,,,,,,,,,Blanc Cassé,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100544,,0,,,,,,,,,Divers,,
4810,,,,,,,,,,,,,,,,,,,,,Bleue,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,Flacon liquide gris-bleu,,0,,,,,,,,,Divers,,0
4811,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,Flacon liquide incolore,,0,,,,,,,,,Divers,,0
4882,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5690,,0,,,,,,,,,Divers,,1
4938,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,6,,Non,,,,,,,,,21_100577,,0,,,,85,,,,,Divers,,
4962,,,,,,,Non,,,,,,,,,,,,,,,Marron,,,Marron,,,,10.05,,Autre,,,9.84,,,22.6,,,Non,,,1765,,,,,,1-5,,,,,,,Aucune,Aucune,,,Divers,,
4964,,,,,,,,,,,,,,,44,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100595,,0,66,,,,,,,,Divers,,
4979,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,6,,0,,,,,,,,,Divers,,
4980,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,11,,0,,,,,,,,,Divers,,
5024,,,,,,,Non,,,,,,,,,,,,,,,Blanche,,,Blanche,,,13.21,6.4,,Circulaire,,,,,,,,,Non,,,709,,,,,,E5,,,,,,,Aucune,Aucune,,,Divers,,
5028,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D7,,0,,,,,,,,,Divers,,
5029,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,CO1,,0,,,,,,,,,Divers,,
5030,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,CO5,,0,,,,,,,,,Divers,,
5031,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,CA1,,0,,,,,,,,,Divers,,
5032,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,CP1,,0,,,,,,,,,Divers,,
5033,,,,,,,,,,,,,,,,,,,,,Rose,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D11,,0,,,,,,,,,Divers,,
5036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,vélo devant une montagne,,CA16-1,,,,,,,,,,,Divers,,
5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,vélo devant une montagne,,CA16-2,,,,,,,,,,,Divers,,
5038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,vélo devant une montagne,,CA16-3,,,,,,,,,,,Divers,,
5039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,vélo devant une montagne,,CA16-4,,,,,,,,,,,Divers,,
5040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,vélo devant une montagne,,CA16-5,,,,,,,,,,,Divers,,
5041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,vélo devant une montagne,,CA16-6,,,,,,,,,,,Divers,,
5042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,vélo devant une montagne,,CA16-7,,,,,,,,,,,Divers,,
5043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,vélo devant une montagne,,CA16-8,,,,,,,,,,,Divers,,
5044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,vélo devant une montagne,,CA16-9,,,,,,,,,,,Divers,,
5045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,vélo devant une montagne,,CA16-10,,,,,,,,,,,Divers,,
5046,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,CA20,,0,,,,,,,,,Divers,,
5049,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,LB7,,0,82.3,,,,,,,,Divers,,
5076,,,,,,,,,,,,,,,,,,,,,Blanc Cassé,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,0,,,,,,,,,Divers,,
5090,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B2,,0,,,,,,,,,Divers,,
5093,,,,,,,,,,,,,,,34.2,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,S1-13,,0,66.5,,,,,,,,Divers,,
5094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL1,,,,,,,,,,,Divers,,
5095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL2,,,,,,,,,,,Divers,,
5096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL3,,,,,,,,,,,Divers,,
5097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL4,,,,,,,,,,,Divers,,
5098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL5,,,,,,,,,,,Divers,,
