id,_3_4_methylenedioxyethylamphetamine,_3_4_methylene_dioxy_methylamphetamine,_3_4_methylenedioxyphenylacetone,_4f_mdmb_butinaca,_5f_adb,_5f_mdmb_pica,abime,acetylcodeine,acetylthebaol,acide_4_hydroxybutanoique,adb_butinaca,amidon,amphetamine,buprenorphine,cafeine,cbd,cbn,clonazepam,cocaine,codeine,couleur,couleur_exterieur,couleur_exterieur_1,couleur_exterieur_2,couleur_interieur,delta8_tetrahydrocannabinol,delta9_tetrahydrocannabinol,diametre,epaisseur,etiquette,forme,fub_amb,gammabutyrolactone,hauteur,ketamine,lactose,largeur,levamisole,lidocaine,logo,longueur,mannitol,masse,mdmb_4en_pinaca,morphine,n_methyl_tryptamine,nom_de_logo,noscapine,numero_echantillon,o6_monoacetylmorphine,ovule,paracetamol,phenacetine,presentation,procaine,secabilite_recto,secabilite_verso,taux_cbd,taux_cbn,type_drogue,vanilline,visqueux
1371,,,,,,,Oui,,,,,,,,,,,,,,,Blanche,,,Blanche,,,10,4.3,,Circulaire,,,,,,,,,Non,,,346.86,,,,,,20_066220,,,,,,,Demi,Aucune,,,Divers,,
1372,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,0,,88.9,,,,,,,Divers,,
1428,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1-1,,0,,,,,,,,,Divers,,
1429,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1-2,,0,,,,,,,,,Divers,,
1448,,,,,,,Non,,,,,,,,,,,,,,,Orange,,,Orange,,,5.04,1.89,,Circulaire,,,,,,,,,Non,,,488,,,,,,9-1,,,,,,,Aucune,Aucune,,,Divers,,
1449,,,,,,,Non,,,,,,,,,,,,,,,Orange,,,Orange,,,5.04,1.89,,Circulaire,,,,,,,,,Non,,,488,,,,,,9-2,,,,,,,Aucune,Aucune,,,Divers,,
1450,,,,,,,Non,,,,,,,,,,,,,,,Orange,,,Orange,,,5.04,1.89,,Circulaire,,,,,,,,,Non,,,488,,,,,,9-3,,,,,,,Aucune,Aucune,,,Divers,,
1451,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,5.03,1.89,,Circulaire,,,,,,,,,Non,,,497,,,,,,10-1,,,,,,,Aucune,Aucune,,,Divers,,
1452,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,5.03,1.89,,Circulaire,,,,,,,,,Non,,,497,,,,,,10-2,,,,,,,Aucune,Aucune,,,Divers,,
1453,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,5.03,1.89,,Circulaire,,,,,,,,,Non,,,497,,,,,,10-3,,,,,,,Aucune,Aucune,,,Divers,,
1454,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,5.03,1.89,,Circulaire,,,,,,,,,Non,,,497,,,,,,10-4,,,,,,,Aucune,Aucune,,,Divers,,
1455,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,14-BL,,0,,,,,,,,,Divers,,
1456,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,14-AL,,0,,,,,,,,,Divers,,
1457,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,14-PBA,,0,,,,,,,,,Divers,,
1458,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,14-PB,,0,,,,,,,,,Divers,,
1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,15-1,,,,,,,,,,,Divers,,
1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,15-2,,,,,,,,,,,Divers,,
1462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,15-3,,,,,,,,,,,Divers,,
1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,15-4,,,,,,,,,,,Divers,,
1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,15-5,,,,,,,,,,,Divers,,
1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,15-6,,,,,,,,,,,Divers,,
1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,15-7,,,,,,,,,,,Divers,,
1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,15-8,,,,,,,,,,,Divers,,
1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,15-9,,,,,,,,,,,Divers,,
1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,15-10,,,,,,,,,,,Divers,,
1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,15-T,,,,,,,,,,,Divers,,
1515,,,,,,,,,,,,,,,35.6,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B2,,0,70.5,,,,,,,,Divers,,
1538,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,02,,0,,,,,,,,,Divers,,
1624,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5085,,0,,,,,,,,,Divers,,
1676,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,20_066353,,0,,,,,,,,,Divers,,
1767,,,,,,,Non,,,,,,,,,,,,,,,Blanche,,,,,,12.05,4.99,,Circulaire,,,,,,,,,Non,,,562,,,,,,1A,,,,,,,Aucune,Aucune,,,Divers,,
1795,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,20_066372,,0,,,,,,,,,Divers,,
1799,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,19,,,,,,,,,,0,Divers,,
1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,26-1,,,,,,,,,,,Divers,,
1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,26-2,,,,,,,,,,,Divers,,
1844,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5530,,0,,,,,,,,,Divers,,
1928,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5403,,0,,,,,,,,,Divers,,
1929,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5463,,0,,,,,,,,,Divers,,
1982,53,0,,,,,Non,,,,,,,,,,,,,,,Violet,,,,,,,4.82,,Rectangulaire / Carré,,,6.19,,,12.26,,,Oui,,,404,,,,domino,,S1,,,,,,,Demi,Demi,,,Divers,,
2081,,,,,,,,,,,,,,,35,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,8,,0,61.5,,,,,,,,Divers,,
2082,,,,,,,,,,,,,,,35,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,9,,0,61.5,,,,,,,,Divers,,
2083,,,,,,,,,,,,,,,35,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,10,,0,61.5,,,,,,,,Divers,,
2084,,,,,,,,,,,,,,,35,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,11,,0,61.5,,,,,,,,Divers,,
2096,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,0,,,,,,,,,Divers,,
2097,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2,,0,,,,,,,,,Divers,,
2098,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,3,,0,,,,,,,,,Divers,,
2099,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,4,,0,,,,,,,,,Divers,,
2100,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5,,0,,,,,,,,,Divers,,
2101,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,8,,0,,,,,,,,,Divers,,
2102,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,11,,0,,,,,,,,,Divers,,
2103,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,13,,0,,,,,,,,,Divers,,
2104,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,15,,0,,,,,,,,,Divers,,
2105,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,16,,0,,,,,,,,,Divers,,
2106,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,17,,0,,,,,,,,,Divers,,
2107,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,18,,0,,,,,,,,,Divers,,
2108,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,19,,0,,,,,,,,,Divers,,
2109,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,20,,0,,,,,,,,,Divers,,
2110,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21,,0,,,,,,,,,Divers,,
2111,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,22,,0,,,,,,,,,Divers,,
2112,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,24,,0,,,,,,,,,Divers,,
2113,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,25,,0,,,,,,,,,Divers,,
2114,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,26,,0,,,,,,,,,Divers,,
2115,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,27,,0,,,,,,,,,Divers,,
2116,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,28,,0,,,,,,,,,Divers,,
2117,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,30,,0,,,,,,,,,Divers,,
2118,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,33,,0,,,,,,,,,Divers,,
2119,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,34,,0,,,,,,,,,Divers,,
2120,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,6,,0,,,,,,,,,Divers,,
2121,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,7,,0,,,,,,,,,Divers,,
2122,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,9,,0,,,,,,,,,Divers,,
2123,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,12,,0,,,,,,,,,Divers,,
2124,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,14,,0,,,,,,,,,Divers,,
2125,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,29,,0,,,,,,,,,Divers,,
2156,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,31-12,,0,69.4,,,,,,,,Divers,,
2157,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B1,,0,69.4,,,,,,,,Divers,,
2158,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B3,,0,69.4,,,,,,,,Divers,,
2159,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B4,,0,69.4,,,,,,,,Divers,,
2160,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B5,,0,69.4,,,,,,,,Divers,,
2161,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B6,,0,69.4,,,,,,,,Divers,,
2162,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B7,,0,69.4,,,,,,,,Divers,,
2163,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B8,,0,69.4,,,,,,,,Divers,,
2164,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B9,,0,69.4,,,,,,,,Divers,,
2165,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B10,,0,69.4,,,,,,,,Divers,,
2166,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B11,,0,69.4,,,,,,,,Divers,,
2167,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B12,,0,69.4,,,,,,,,Divers,,
2168,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B13,,0,69.4,,,,,,,,Divers,,
2169,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B14,,0,69.4,,,,,,,,Divers,,
2170,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B18,,0,69.4,,,,,,,,Divers,,
2171,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D8,,0,69.4,,,,,,,,Divers,,
2172,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D9,,0,69.4,,,,,,,,Divers,,
2173,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D10,,0,69.4,,,,,,,,Divers,,
2174,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D11,,0,69.4,,,,,,,,Divers,,
2175,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D12,,0,69.4,,,,,,,,Divers,,
2176,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D13,,0,69.4,,,,,,,,Divers,,
2177,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D14,,0,69.4,,,,,,,,Divers,,
2178,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D15,,0,69.4,,,,,,,,Divers,,
2179,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D16,,0,69.4,,,,,,,,Divers,,
2180,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D17,,0,69.4,,,,,,,,Divers,,
2181,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D19,,0,69.4,,,,,,,,Divers,,
2182,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D20,,0,69.4,,,,,,,,Divers,,
2183,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D21,,0,69.4,,,,,,,,Divers,,
2184,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D22,,0,69.4,,,,,,,,Divers,,
2185,,,,,,,,,,,,,,,34.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,D23,,0,69.4,,,,,,,,Divers,,
2186,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1565,,0,,,,,,,,,Divers,,
2196,,,,,,,Non,,,,,,,,,,,,,,,Bleue,,,,,,,4.7,,Polygonale,,,11.4,,,12.6,,,Non,,,418,,,,,,1576,,,,,,,Aucune,Aucune,,,Divers,,
2197,,,,,,,,,,,,,,,,,,,,,Blanc Cassé,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1577,,0,,,,,,,,,Divers,,
2212,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,P1,,0,,,,,,,,,Divers,,
2230,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,001672,,0,,,,,,,,,Divers,,
2231,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,001673,,0,,,,,,,,,Divers,,
2232,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,001674,,0,,,,,,,,,Divers,,
2233,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,001678,,0,,,,,,,,,Divers,,
2235,,,,,,,,,,,,,,,,,,,,,Violet,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,001675,,0,,,,,,,,,Divers,,
2236,,,,,,,,,,,,,,,,,,,,,Rose,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,001676,,0,,,,,,,,,Divers,,
2237,,,,,,,,,,,,,,,,,,,,,Bleue,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,001677,,0,,,,,,,,,Divers,,
2252,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5072,,0,,,,,,,,,Divers,,0
2302,,,,,,,,,,,,,,,,,,,,,Blanc Cassé,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,4931,,0,,,,,,,,,Divers,,
2362,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,15,,0,,,,,,,,,Divers,,
2363,,,,,,,,,,,,,,,,,,,,,Blanc Cassé,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5529,,0,,,,,,,,,Divers,,
2366,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1619,,0,,,,,,,,,Divers,,
2424,,,,,,,Oui,,,,,,,,,,,,,,,Blanche,,,Blanche,,,,7.26,,Autre,,,10.13,,,,,,Oui,,,639,,,,00,,1,,,91.7,,,,Aucune,Demi,,,Divers,,
2447,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,82.6,,,,,Non,,,,,,,,,P3,,0,,,,,,,,,Divers,,
2449,,,,,,,,,,,,,,,,,,,,,Marron,,,,,,,,,,,,,,,,,,,Oui,,,,,,,Punch cacahuète - Dormoy,,Bouteille de Punch,,0,,,,,,,,,Divers,,1
2469,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0,,18,Oui,,,,,,,51,,,Oui,102,,100.8,,,,MEDICAL MARIJUANA  100% NATURAL,,1-2,,,,,Plaquette,,,,12.4,0,Divers,,
2547,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,0,,,,,,,,,Divers,,
2548,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5,,0,,,,,,,,,Divers,,
2549,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,20_066678,,0,,,,,,,,,Divers,,
2571,,,,,,,,,,,,,,,,,,,,,Marron,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,A,,0,,,,,,,,,Divers,,0
2573,,,,,,,,,,,,,,,,,,,,,Marron,,Grise,,,,,8.01,,,,,,,,,,,,Non,22.7,,,,,,,,D,,0,,,,,,,,,Divers,,
2598,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,20_066546,,0,66,,,,,,,,Divers,,
2599,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,20_066549,,0,66,,,,,,,,Divers,,
2600,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,20_066555,,0,66,,,,,,,,Divers,,
2601,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,20_066559,,0,66,,,,,,,,Divers,,
2602,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,20_066560,,0,66,,,,,,,,Divers,,
2603,,,,,,,,,,,,,,,,,,,,,Blanc Cassé,,,,,,,,,,,,,,,,,97,3,Non,,,,,,,,,20_066548,,0,,,,,,,,,Divers,,
2605,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,F,,0,,,,,,,,,Divers,,
2606,,,,,,,,,,,,,,,,,,,,,Beige,,Jaune,,,,,8.12,,,,,,,,,,,,Non,23.18,,,,,,,,E,,0,,,,,,,,,Divers,,
2613,,,,,,,,,,,,,,,32.6,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,G10,,0,66.9,,,,,,,,Divers,,
2618,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,02/04 carton boîte grise,,0,,,,,,,,,Divers,,
2619,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,04/04 carton boîte rouge,,0,,,,,,,,,Divers,,
2638,,,,,,,,,,,,,,,,,,,,,Blanche,,Blanche,Marron,,,,5.6,,,,,,,,,,,,Oui,15.6,,,,,,40mg,,001773,,0,,,,,,,,,Divers,,
2639,,,,,,,,,,,,,,,,,,,,,Blanche,,Blanche,Marron,,,,5.6,,,,,,,,,,,,Oui,15.6,,,,,,40mg,,001774,,0,,,,,,,,,Divers,,
2640,,,,,,,,,,,,,,,,,,,,,Blanche,,Blanche,Marron,,,,5.6,,,,,,,,,,,,Oui,15.6,,,,,,40mg,,001775,,0,,,,,,,,,Divers,,
2641,,,,,,,,,,,,,,,,,,,,,Blanche,,Blanche,Marron,,,,5.6,,,,,,,,,,,,Oui,15.6,,,,,,40mg,,001776,,0,,,,,,,,,Divers,,
2642,,,,,,,,,,,,,,,,,,,,,Blanche,,Blanche,Marron,,,,5.6,,,,,,,,,,,,Oui,15.6,,,,,,40mg,,001777,,0,,,,,,,,,Divers,,
2643,,,,,,,,,,,,,,,,,,,,,Blanche,,Blanche,Marron,,,,5.6,,,,,,,,,,,,Oui,15.6,,,,,,40mg,,001783,,0,,,,,,,,,Divers,,
2644,,,,,,,,,,,,,,,,,,,,,Blanche,,Blanche,Marron,,,,5.6,,,,,,,,,,,,Oui,15.6,,,,,,40mg,,001784,,0,,,,,,,,,Divers,,
2645,,,,,,,,,,,,,,,,,,,,,Blanche,,Blanche,Marron,,,,5.6,,,,,,,,,,,,Oui,15.6,,,,,,40mg,,001785,,0,,,,,,,,,Divers,,
2646,,,,,,,,,,,,,,,,,,,,,Blanche,,Blanche,Marron,,,,5.6,,,,,,,,,,,,Oui,15.6,,,,,,40mg,,001786,,0,,,,,,,,,Divers,,
2647,,,,,,,,,,,,,,,,,,,,,Blanche,,Blanche,Marron,,,,5.6,,,,,,,,,,,,Oui,15.6,,,,,,40mg,,001787,,0,,,,,,,,,Divers,,
2665,,,,,,,,,,,,,,,,,,,69.7,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2,,0,,0,,,,,,,Divers,,
2726,,,,,,,,,,,,,,,33.1,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2,,0,67.6,,,,,,,,Divers,,
2727,,,,,,,,,,,,,,,33.1,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,15,,0,67.6,,,,,,,,Divers,,
2880,,,,,,,Non,,,,,,,,,,,,,,,Blanche,,,Blanche,,,,4.16,,Autre,,,7.04,,,14,,,Oui,,,394,,,,B8,,DM,,,,,,,Aucune,Aucune,,,Divers,,
2920,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,100,Non,,,,,,,,,20_066704,,0,,,,,,,,,Divers,,
2932,,,,,,,,,,,,,,,34.9,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,BEP1,,0,67.9,,,,,,,,Divers,,
2933,,,,,,,,,,,,,,,34.9,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,BEP6,,0,67.9,,,,,,,,Divers,,
2934,,,,,,,,,,,,,,,34.9,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,BEP7,,0,67.9,,,,,,,,Divers,,
2935,,,,,,,,,,,,,,,34.9,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,BEP8,,0,67.9,,,,,,,,Divers,,
2987,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2B,,0,0,,,,,,,,Divers,,
2988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,Oui,,,,,,,25 soleil lune étoile montagne in memorial of 1906 - 20,,2T-1,,,,,,,,,,,Divers,,
2989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,Oui,,,,,,,25 soleil lune étoile montagne in memorial of 1906 - 20,,2T-2,,,,,,,,,,,Divers,,
2990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,Oui,,,,,,,25 soleil lune étoile montagne in memorial of 1906 - 20,,2T-3,,,,,,,,,,,Divers,,
2991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,Oui,,,,,,,25 soleil lune étoile montagne in memorial of 1906 - 20,,2T-4,,,,,,,,,,,Divers,,
2992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,Oui,,,,,,,25 soleil lune étoile montagne in memorial of 1906 - 20,,2T-5,,,,,,,,,,,Divers,,
