,id,_3_4_methylenedioxyethylamphetamine,_3_4_methylene_dioxy_methylamphetamine,_3_4_methylenedioxyphenylacetone,_4f_mdmb_butinaca,_5f_adb,_5f_mdmb_pica,abime,acetylcodeine,acetylthebaol,acide_4_hydroxybutanoique,acide_benzoique,acide_borique,adb_butinaca,amidon,aminopyrine,amoxycilline,amphetamine,benzocaine,benzoylecgonine,bicarbonate_de_sodium,bicarbonates,buprenorphine,cafeine,cannabidiol,cannabigerol,cannabinol,cbd,cbn,cis_cinnamoylcocaine,clonazepam,clotrimazole,cocaine,codeine,couleur,couleur_exterieur,couleur_exterieur_1,couleur_exterieur_2,couleur_interieur,creatine,delta8_tetrahydrocannabinol,delta9_tetrahydrocannabinol,description_de_l_objet,dextromethorphane,diametre,diltiazem,dimethylterephtalate,diphenydramine,ecgonidine,ecgoninemethylester,epaisseur,etiquette,forme,fub_amb,gammabutyrolactone,glucose,griseofulvine,guaifenesine,hauteur,heroine,hydroxyzine,ibuprofene,inositol,isoleucine,ketamine,lactitol,lactose,largeur,leucine,levamisole,lidocaine,logo,longueur,maltose,mannitol,masse,mdmb_4en_pinaca,meconine,methamphetamine,methylecgonidine,monoacetylmorphine,morphine,nicotine,n_methyl_tryptamine,nom_de_logo,norcocaine,noscapine,numero_echantillon,o3_monoacetylmorphine_,o6_monoacetylmorphine,ovule,oxycodone,papaverine,paracetamol,phenacetine,piracetam,presentation,procaine,pv8,saccharose,secabilite_recto,secabilite_verso,sorbitol,talc,taux_cbd,taux_cbn,terephtalates,tetracaine,tramadol,trans_cinnamoylcocaine,tropacocaine,type_drogue,uree,valine,vanilline,visqueux
12364,12442,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,4/F1 BIS,,,,,,,,,Débris végétaux,,,,,,,,0,0,,,,,,Cannabis,,,,
12365,12443,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,4/F1 TER,,,,,,,,,Débris végétaux,,,,,,,,0,0,,,,,,Cannabis,,,,
12366,12444,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,5/F1 BIS,,,,,,,,,Débris végétaux,,,,,,,,0,0,,,,,,Cannabis,,,,
12367,12445,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,5/F1 TER,,,,,,,,,Débris végétaux,,,,,,,,0,0,,,,,,Cannabis,,,,
12368,12446,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,12B,,,,,,,,,Plantes,,,,,,,,0,0,,,,,,Cannabis,,,,
12369,12447,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,12T,,,,,,,,,Plantes,,,,,,,,0,0,,,,,,Cannabis,,,,
12370,12448,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,01VALLEE,,,,,,,,,Débris végétaux,,,,,,,,0,0,,,,,,Cannabis,,,,
12371,12449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,Non,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12372,12450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12373,12451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,Non,,,,,,,,,,,,,,,,7,,,1,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12374,12452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,Liquide,,,,,,,,,,,,,,,Cocaïne,,,,
12375,12453,,,,,,,,,,,,,,,,,,,,,,,24.5,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,,,,,,,,,,,Non,,,,,,,,,,,,,,,0,HE,,,0,,,47.8,,,,,,,,,,,,,,,,,,Héroïne,,,,
12376,12454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,CO,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12377,12455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12378,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,31,,,,,,,,,26,Oui,,,,,,,,,,,,,,,,51,,,,Oui,99,,,99.9,,,,,,,,,2022 Lemon Kush NEW CBD THC free citrons feuilles cannabis sommités,,,1,,,,,,,,,Plaquette,,,,,,,,1.4,0,,,,,,Cannabis,,,,
12379,12457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,Liquide,,,,,,,,,,,,,,,Cocaïne,,,,
12380,12458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,3,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12381,12459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,6,,,1,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12382,12460,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,Sommités,,,,,,,,,0,,,,,,Cannabis,,,,
12383,12461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
12384,12462,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,Blanche,,,,,,6.08,,,,,,2.89,,Circulaire,,,,,,,,,,,,,,,,,,,Non,,,,98,,,,,,,,,,,,3-1,,,,,,,,,,,,,Aucune,Aucune,,,,,,,,,,Divers,,,,
12385,12463,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,Blanche,,,,,,6.08,,,,,,2.89,,Circulaire,,,,,,,,,,,,,,,,,,,Non,,,,98,,,,,,,,,,,,3-2,,,,,,,,,,,,,Aucune,Aucune,,,,,,,,,,Divers,,,,
12386,12464,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,4,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
12387,12465,37.8,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bleue,,,Bleue,,,,,,,,,,,,4.1,,Polygonale,,,,,,10.08,,,,,,,,,14.06,,,,Oui,,,,414,,,,,,,,,punisher,,,5,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
12388,12466,39.8,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,,,Rose,,,,,,,,,,,,5.51,,Polygonale,,,,,,10.2,,,,,,,,,14.17,,,,Oui,,,,534,,,,,,,,,punisher,,,5-3,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
12389,12467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,Non,,,,,,,,,,,,,,,,6,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12390,12468,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,28,,,,,,,,,27,Oui,,,,,,,,,,,,,,,,55,,,,Oui,,,,34.1,,,,,,,,,scarface www.jpc.de personnage,,,7,,,,,,,,,Plaquette,,,,,,,,1.4,1.2,,,,,,Cannabis,,,,
12391,12469,0,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaune,,,Jaune,,,,,,,,,,,,4.89,,Polygonale,,,,,,8.15,,,,,,,,,12.15,,,,Oui,,,,376,,,,,,,,,singe,,,5-2,,,,,,,,,,,,,Aucune,Aucune,,,,,,,,,,Divers,,,,
12392,12470,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,25.16,Oui,,,,,,,,,,,,,,,,57.06,,,,Oui,99.99,,,97.9,,,,,,,,,Un personnage du dessin animé Les Simpson,,,1/STUP/ANALYSE,,,,,,,,,Plaquette,,,,,,,,0,0,,,,,,Cannabis,,,,
12393,12471,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,23.64,Oui,,,,,,,,,,,,,,,,59.26,,,,Oui,105.96,,,95.7,,,,,,,,,Un taureau,,,2/STUP/ANALYSE,,,,,,,,,Plaquette,,,,,,,,0,0,,,,,,Cannabis,,,,
12394,12472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1-1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12395,12473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1-2,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12396,12474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1-3,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12397,12475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1-4,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12398,12476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1-5,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12399,12477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1-6,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12400,12478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1-7,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12401,12479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1-8,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12402,12480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1-9,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12403,12481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1-10,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12404,12482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1-11,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12405,12483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1-12,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12406,12484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1-13,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12407,12485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1-14,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12408,12486,,,,,,,,,,,,,,,,,,,,,,,21.6,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,,,,,,,,,Non,,,,,,,,,,,,,,,7.8,2-1,,,0,,,45.1,,,,,,,,,,,,,,,,,,Héroïne,,,,
12409,12487,,,,,,,,,,,,,,,,,,,,,,,21.6,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,,,,,,,,,Non,,,,,,,,,,,,,,,7.8,2-2,,,0,,,45.1,,,,,,,,,,,,,,,,,,Héroïne,,,,
12410,12488,,,,,,,,,,,,,,,,,,,,,,,21.6,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,,,,,,,,,Non,,,,,,,,,,,,,,,7.8,2-5,,,0,,,45.1,,,,,,,,,,,,,,,,,,Héroïne,,,,
12411,12489,,,,,,,,,,,,,,,,,,,,,,,21.4,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,Non,,,,,,,,,,,,,,,7.8,2-3,,,0,,,44,,,,,,,,,,,,,,,,,,Héroïne,,,,
12412,12490,,,,,,,,,,,,,,,,,,,,,,,21.4,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,Non,,,,,,,,,,,,,,,7.8,2-6,,,0,,,44,,,,,,,,,,,,,,,,,,Héroïne,,,,
12413,12491,,,,,,,,,,,,,,,,,,,,,,,21.2,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,,,,,,,,Non,,,,,,,,,,,,,,,8,2-4,,,0,,,43.5,,,,,,,,,,,,,,,,,,Héroïne,,,,
12414,12492,,,,,,,,,,,,,,,,,,,,,,,21.2,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,,,,,,,,Non,,,,,,,,,,,,,,,8,2-7,,,0,,,43.5,,,,,,,,,,,,,,,,,,Héroïne,,,,
12415,12493,,,,,,,,,,,,,,,,,,,,,,,21.5,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,Non,,,,,,,,,,,,,,,7.4,2-8,,,0,,,44.1,,,,,,,,,,,,,,,,,,Héroïne,,,,
12416,12494,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,Sommités,,,,,,,,17,,,,,,,Cannabis,,,,
12417,12495,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,3,,,,,,,,,Débris végétaux,,,,,,,,47,,,,,,,Cannabis,,,,
12418,12496,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0,,,,,,,,,21,,,,,,,,,,,,,,,,,51,,,,Non,103,,,102.6,,,,,,,,,,,,4,,,,,,,,,Plaquette,,,,,,,,8.6,0,,,,,,Cannabis,,,,
12419,12497,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,5-1,,,,,,,,,Débris végétaux,,,,,,,,2.7,0,,,,,,Cannabis,,,,
12420,12498,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,Marron,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,5-3,,,0,,,,,,,,,,,,,,14.6,0,,,,,,Cannabis,,,,
12421,12499,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,6,,,,,,,,,Sommités,,,,,,,,2.2,,,,,,,Cannabis,,,,
12422,12500,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,8-1,,,,,,,,,Sommités,,,,,,,,2.2,,,,,,,Cannabis,,,,
12423,12501,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,8-2,,,,,,,,,Sommités,,,,,,,,1.7,0,,,,,,Cannabis,,,,
12424,12502,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,8-3,,,,,,,,,Sommités,,,,,,,,1.7,0,,,,,,Cannabis,,,,
12425,12503,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,5-2,,,,,,,,,,,,,,,,,0,,,,,,,Cannabis,,,,
12426,12504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Oui,,,,,,,,,,,,,888,,,16242,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12427,12505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Oui,,,,,,,,,,,,,888,,,16245,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12428,12506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Croix gammée,,,16236,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12429,12507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,33L,,,16237,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12430,12508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,feuille,,,16239,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12431,12509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,hippocampe,,,16240,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12432,12510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,G8,,,1641,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12433,12511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,009,,,16244,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12434,12512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100257,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12435,12513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,016395,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12436,12514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,016396,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12437,12515,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,Autre,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,Non,,,,,,,,,2.4,,,,,,3.7,016397,,,0,,,56.3,,,,,,,,,,,,,,,,,,Héroïne,,,,
12438,12516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,PBA,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
12439,12517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12440,12518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
12441,12519,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100253,,,,,,,,,Morceaux,,,,,,,,1.2,1.2,,,,,,Cannabis,,,,
12442,12520,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100255,,,,,,,,,Morceaux,,,,,,,,1.3,0.7,,,,,,Cannabis,,,,
12443,12521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100254,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
12444,12522,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100231,,,,,,,,,Morceaux,,,,,,,,1.6,1,,,,,,Cannabis,,,,
12445,12523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100232,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
12446,12524,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,31,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,BOB THC,,,22_100233,,,,,,,,,Morceaux,,,,,,,,0.9,2.2,,,,,,Cannabis,,,,
12447,12525,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,33,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,EASY,,,22_100234,,,,,,,,,Morceaux,,,,,,,,0.7,2.3,,,,,,Cannabis,,,,
12448,12526,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,33,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,EASY,,,22_100237,,,,,,,,,Morceaux,,,,,,,,0.7,2.3,,,,,,Cannabis,,,,
12449,12527,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,35,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,LEMON TREE,,,22_100235,,,,,,,,,Morceaux,,,,,,,,1.3,2,,,,,,Cannabis,,,,
12450,12528,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,35,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,LEMON TREE,,,22_100236,,,,,,,,,Morceaux,,,,,,,,1.3,2,,,,,,Cannabis,,,,
12451,12529,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,35,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,LEMON TREE,,,22_100238,,,,,,,,,Morceaux,,,,,,,,1.3,2,,,,,,Cannabis,,,,
12452,12530,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100241,,,,,,,,,Morceaux,,,,,,,,0.4,0.5,,,,,,Cannabis,,,,
12453,12531,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,22_100242,,,,,,,,,Morceaux,,,,,,,,0.4,0.5,,,,,,Cannabis,,,,
