id,_3_4_methylenedioxyethylamphetamine,abime,acide_benzoique,acide_borique,amidon,aminopyrine,amoxycilline,amphetamine,benzocaine,benzoylecgonine,bicarbonate_de_sodium,bicarbonates,cafeine,cbn,cis_cinnamoylcocaine,cocaine,codeine,couleur,couleur_exterieur,couleur_interieur,creatine,delta9_tetrahydrocannabinol,description_de_l_objet,diltiazem,dimethylterephtalate,diphenydramine,ecgonidine,ecgoninemethylester,epaisseur,forme,glucose,guaifenesine,hauteur,heroine,hydroxyzine,ibuprofene,inositol,isoleucine,lactitol,lactose,largeur,leucine,levamisole,lidocaine,logo,maltose,mannitol,masse,methylecgonidine,nicotine,nom_de_logo,norcocaine,numero_echantillon,ovule,oxycodone,paracetamol,phenacetine,piracetam,presentation,procaine,pv8,saccharose,secabilite_recto,secabilite_verso,sorbitol,talc,taux_cbn,terephtalates,tetracaine,tramadol,trans_cinnamoylcocaine,tropacocaine,type_drogue,uree,valine,visqueux
13468,,,,,,,,,,,,,,,,90.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,2-8,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13478,,,,,,,,,,,,,,,,89.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13484,,,,,,,,,,,,,,,,63.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,28.4,,,,,,,,,,,,,,,,Cocaïne,,,
13500,,,,,,,,,,,,,,,,99.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,8,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13505,,,,,,,,,,,,,,,,94.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,18420,0,,,0,,,,,,,,,,,,,,,,Cocaïne,,,
13508,,,,,,,,,,,,,,,,91,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,16552,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13514,,,,,,,,,,,,,,,,95.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,16536,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13515,,,,,,,,,,,,,,,,48.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,Non,,,,,,,,16537,0,,,12.5,,,,,,,,,,,,,,,,Cocaïne,,,
13516,,,,,,,,,,,,,,,,49.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,Non,,,,,,,,16538,0,,,13.7,,,,,,,,,,,,,,,,Cocaïne,,,
13517,,,,,,,,,,,,,,,,44,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,Non,,,,,,,,16539,0,,,14.8,,,,,,,,,,,,,,,,Cocaïne,,,
13518,,,,,,,,,,,,,,,,90.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,DIAMOND 007 ALF,,16596,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13519,,,,,,,,,,,,,,,,92.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,007 ALF,,16597,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13520,,,,,,,,,,,,,,,,90.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,007 ALF,,16598,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13521,,,,,,,,,,,,,,,,93.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,007 ALF,,16599,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13522,,,,,,,,,,,,,,,,89,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,A F,,16600,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13523,,,,,,,,,,,,,,,,86.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,Oui,,,,,,LOUIS VUITTON LV,,16601,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13537,,,,,,,,,,,,,,,,94.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,6-1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13538,,,,,,,,,,,,,,,,94.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,6-2,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13539,,,,,,,,,,,,,,,,94.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,6-3,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13540,,,,,,,,,,,,,,,,94.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,6-4,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13541,,,,,,,,,,,,,,,,94.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,6-5,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13542,,,,,,,,,,,,,,,,94.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,6-6,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13550,,,,,,,,,,,,,,,,12,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,55.1,,Non,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13551,,,,,,,,,,,,,0,,,56.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,9-1,0,,,31.7,,,,,,,,,,,,,,,,Cocaïne,,,
13552,,,,,,,,,,,,,0,,,56.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,9-2,0,,,31.7,,,,,,,,,,,,,,,,Cocaïne,,,
13553,,,,,,,,,,,,,0,,,56.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,9-3,0,,,31.7,,,,,,,,,,,,,,,,Cocaïne,,,
13566,,,,,,,,,,,,,,,,78.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,A,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13567,,,,,,,,,,,,,,,,88.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13568,,,,,,,,,,,,,,,,84.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13573,,,,,,,,,,,,,,,,87.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13576,,,,,,,,,,,,,4.6,,,48.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13585,,,,,,,,,,,,,,,,95.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13593,,,,,,,,,,,,,,,,73.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,6C,0,,,7,,,,,,,,,,,,,,,,Cocaïne,,,
13594,,,,,,,,,,,,,,,,45.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,FVL2-1,0,,,36.9,,,,,,,,,,,,,,,,Cocaïne,,,
13595,,,,,,,,,,,,,,,,45.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,FVL2-2,0,,,36.9,,,,,,,,,,,,,,,,Cocaïne,,,
13596,,,,,,,,,,,,,,,,45.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,FVL2-3,0,,,36.9,,,,,,,,,,,,,,,,Cocaïne,,,
13597,,,,,,,,,,,,,,,,45.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,FVL2-4,0,,,36.9,,,,,,,,,,,,,,,,Cocaïne,,,
13598,,,,,,,,,,,,,,,,45.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,FVL2-5,0,,,36.9,,,,,,,,,,,,,,,,Cocaïne,,,
13599,,,,,,,,,,,,,,,,45.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,FVL2-6,0,,,36.9,,,,,,,,,,,,,,,,Cocaïne,,,
13600,,,,,,,,,,,,,,,,45.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,FVL2-7,0,,,36.9,,,,,,,,,,,,,,,,Cocaïne,,,
13602,,,,,,,,,,,,,,,,81.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13603,,,,,,,,,,,,,,,,88.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13605,,,,,,,,,,,,,,,,92,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,A,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13606,,,,,,,,,,,,,,,,92,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,B,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13609,,,,,,,,,,,,,,,,58.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13610,,,,,,,,,,,,,,,,89.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13630,,,,,,,,,,,,,,,,90,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,22_100368,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13631,,,,,,,,,,,,,,,,90,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,22_100369,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13632,,,,,,,,,,,,,,,,90,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,22_100370,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13633,,,,,,,,,,,,,,,,90,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,22_100372,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13634,,,,,,,,,,,,,,,,81,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,3,,Non,,,,,,,,22_100371,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13639,,,,,,,,,,,,,,,,88,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,22_100363,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13640,,,,,,,,,,,,,,,,88,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,22_100364,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13641,,,,,,,,,,,,,,,,88,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,22_100365,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13642,,,,,,,,,,,,,,,,72,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,22_100367,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13672,,,,,,,,,,,,,,,,94.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13673,,,,,,,,,,,,,,,,95.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13674,,,,,,,,,,,,,,,,89.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13675,,,,,,,,,,,,,,,,91.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13676,,,,,,,,,,,,,,,,93.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13677,,,,,,,,,,,,,,,,93.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13678,,,,,,,,,,,,,,,,52.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13688,,,,,,,,,,,,,11,,,64.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13689,,,,,,,,,,,,,,,,78.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13690,,,,,,,,,,,,,,,,87.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13691,,,,,,,,,,,,,,,,93.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13699,,,,,,,,,,,,,,,,59.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,10.3,,Non,,,,,,,,12,0,,,4.8,,,,,,,,,,,,,,,,Cocaïne,,,
13700,,,,,,,,,,,,,,,,67.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,Non,,,,,,,,7,0,,,0,,,,,,,,,,,,,,,,Cocaïne,,,
13701,,,,,,,,,,,,,,,,87.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13702,,,,,,,,,,,,,,,,73.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13703,,,,,,,,,,,,,,,,65.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13707,,,,,,,,,,,,,,,,74.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13731,,,,,,,,,,,,,,,,96.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,16748,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13732,,,,,,,,,,,,,,,,96.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,16749,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13747,,,,,,,,,,,,,,,,88.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,CB,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13748,,,,,,,,,,,,,,,,88.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,CT,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13749,,,,,,,,,,,,,,,,84.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13750,,,,,,,,,,,,,,,,89,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13751,,,,,,,,,,,,,,,,92.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13752,,,,,,,,,,,,,,,,90.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13753,,,,,,,,,,,,,,,,89.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13754,,,,,,,,,,,,,,,,81,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13758,,,,,,,,,,,,,,,,85,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13759,,,,,,,,,,,,,,,,81.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13760,,,,,,,,,,,,,,,,82,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13761,,,,,,,,,,,,,,,,92.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13781,,,,,,,,,,,,,,,,90.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13782,,,,,,,,,,,,,,,,94.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13783,,,,,,,,,,,,,,,,94.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13784,,,,,,,,,,,,,,,,95.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13785,,,,,,,,,,,,,,,,95.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13786,,,,,,,,,,,,,,,,92.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13787,,,,,,,,,,,,,,,,80.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13788,,,,,,,,,,,,,,,,76.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,Non,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13789,,,,,,,,,,,,,,,,70.5,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,1,0,,,0,,,,,,,,,,,,,,,,Cocaïne,,,
13790,,,,,,,,,,,,,,,,92.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13791,,,,,,,,,,,,,,,,93.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13792,,,,,,,,,,,,,,,,66.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,34.1,,,,,,,,,,,,,,,,Cocaïne,,,
13793,,,,,,,,,,,,,,,,93.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13796,,,,,,,,,,,,,,,,86.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13797,,,,,,,,,,,,,,,,89.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13819,,,,,,,,,,,,,,,,87.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13820,,,,,,,,,,,,,,,,89.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13821,,,,,,,,,,,,,,,,89.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,23,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13822,,,,,,,,,,,,,,,,89.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,SB3,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13823,,,,,,,,,,,,,,,,90.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13824,,,,,,,,,,,,,,,,90.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,12,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13825,,,,,,,,,,,,,,,,90.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,19,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13826,,,,,,,,,,,,,,,,90.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,22,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13827,,,,,,,,,,,,,,,,88.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13828,,,,,,,,,,,,,,,,88.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,9,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13829,,,,,,,,,,,,,,,,88.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13830,,,,,,,,,,,,,,,,88.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,11,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13831,,,,,,,,,,,,,,,,89.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13832,,,,,,,,,,,,,,,,89.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,7,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13833,,,,,,,,,,,,,,,,89.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,8,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13834,,,,,,,,,,,,,,,,89.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,13,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13835,,,,,,,,,,,,,,,,89.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,14,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13836,,,,,,,,,,,,,,,,89.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,15,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13837,,,,,,,,,,,,,,,,89.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,17,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13838,,,,,,,,,,,,,,,,87.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,10,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13839,,,,,,,,,,,,,,,,87.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13840,,,,,,,,,,,,,,,,87.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,20,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13841,,,,,,,,,,,,,,,,87.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,SB1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13842,,,,,,,,,,,,,,,,86.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,18,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13843,,,,,,,,,,,,,,,,87.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,21,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13844,,,,,,,,,,,,,,,,90.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,24,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13845,,,,,,,,,,,,,,,,90.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13850,,,,,,,,,,,,,,,,92.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,11b-1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13851,,,,,,,,,,,,,,,,92.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,11b-2,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13852,,,,,,,,,,,,,,,,92.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,11b-3,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13853,,,,,,,,,,,,,,,,92.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,11b-4,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13854,,,,,,,,,,,,,,,,92.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,11b-5,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13855,,,,,,,,,,,,,,,,92.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,11b-6,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13856,,,,,,,,,,,,,,,,92.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,11b-7,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13857,,,,,,,,,,,,,,,,92.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,11b-8,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13858,,,,,,,,,,,,,,,,92.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,11b-9,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
13859,,,,,,,,,,,,,,,,92.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,11b-10,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
