id,_3_4_methylenedioxyethylamphetamine,abime,acide_benzoique,acide_borique,amidon,aminopyrine,amoxycilline,amphetamine,benzocaine,benzoylecgonine,bicarbonate_de_sodium,bicarbonates,cafeine,cbn,cis_cinnamoylcocaine,cocaine,codeine,couleur,couleur_exterieur,couleur_interieur,creatine,delta9_tetrahydrocannabinol,description_de_l_objet,diltiazem,dimethylterephtalate,diphenydramine,ecgonidine,ecgoninemethylester,epaisseur,forme,glucose,guaifenesine,hauteur,heroine,hydroxyzine,ibuprofene,inositol,isoleucine,lactitol,lactose,largeur,leucine,levamisole,lidocaine,logo,maltose,mannitol,masse,methylecgonidine,nicotine,nom_de_logo,norcocaine,numero_echantillon,ovule,oxycodone,paracetamol,phenacetine,piracetam,presentation,procaine,pv8,saccharose,secabilite_recto,secabilite_verso,sorbitol,talc,taux_cbn,terephtalates,tetracaine,tramadol,trans_cinnamoylcocaine,tropacocaine,type_drogue,uree,valine,visqueux
7607,,,,,,,,,,,,,,,,85.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,15572,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7608,,,,,,,,,,,,,,,,85.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,15573,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7609,,,,,,,,,,,,,,,,85.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,15574,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7610,,,,,,,,,,,,,,,,85.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,15575,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7611,,,,,,,,,,,,,,,,93,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,15576,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7612,,,,,,,,,,,,,,,,93,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,15477,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7613,,,,,,,,,,,,,,,,93,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,15578,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7627,,,,,,,,,,,,,,,,80,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,8,,Non,,,,,,,,Tube bleu,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7628,,,,,,,,,,,,,,,,80,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,8,,Non,,,,,,,,Tube jaune,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7640,,,,,,,,,,,,,,,,68.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,14.9,,Non,,,,,,,,15596,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7643,,,,,,,,,,,,,,,,69.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,2/TIC-N,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7644,,,,,,,,,,,,,,,,69.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,2/TIC-J,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7645,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,E1,,,,,,Débris végétaux,,,,,,,,,,,,,,Cocaïne,,,
7650,,,,,,,,,,,,,,,,68.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,3,0,,,8.4,,,,,,,,,,,,,,,,Cocaïne,,,
7651,,,,,,,,,,,,,,,,72,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,5,0,,,14.7,,,,,,,,,,,,,,,,Cocaïne,,,
7652,,,,,,,,,,,,,,,,72,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,7,0,,,14.7,,,,,,,,,,,,,,,,Cocaïne,,,
7654,,,,,,,,,,,,,,1,,,,Bleue,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,6030,0,,,,,,,,,,,,,0,,,,,,Cocaïne,,,0
7657,,,,,,,,,,,,,,,,98.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,C,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7685,,,,,,,,,,,,,,,,68.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,10,,Non,,,,,,,,E1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7686,,,,,,,,,,,,,,,,51,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,5,,Non,,,,,,,,21_115199,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7728,,,,,,,,,,,,,3,,,77,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,21_115106,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7729,,,,,,,,,,,,,,,,72,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,18,,Non,,,,,,,,21_115107,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7730,,,,,,,,,,,,,,,,88,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,21_115108,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7731,,,,,,,,,,,,,,,,35,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,38,,Non,,,,,,,,21_115140,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7732,,,,,,,,,,,,,,,,35,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,38,,Non,,,,,,,,21_115141,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7733,,,,,,,,,,,,,,,,35,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,38,,Non,,,,,,,,21_115142,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7734,,,,,,,,,,,,,,,,35,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,38,,Non,,,,,,,,21_115143,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7735,,,,,,,,,,,,,,,,35,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,38,,Non,,,,,,,,21_115144,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7736,,,,,,,,,,,,,,,,35,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,38,,Non,,,,,,,,21_115145,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7737,,,,,,,,,,,,,,,,35,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,38,,Non,,,,,,,,21_115146,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7738,,,,,,,,,,,,,,,,84,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,21_115109,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7739,,,,,,,,,,,,,,,,84,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,21_115110,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7740,,,,,,,,,,,,,,,,84,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,21_115111,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7741,,,,,,,,,,,,,,,,84,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,21_115112,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7742,,,,,,,,,,,,,,,,84,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,21_115113,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7743,,,,,,,,,,,,,,,,84,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,21_115114,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7744,,,,,,,,,,,,,,,,84,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,21_115115,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7754,,,,,,,,,,,,,,,,86.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,LEOK ou LEDK ou LE..,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7758,,,,,,,,,,,,,,,,93.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7759,,,,,,,,,,,,,,,,89.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7760,,,,,,,,,,,,,,,,53.9,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7761,,,,,,,,,,,,,,,,79.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7766,,,,,,,,,,,,,,,,91.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7767,,,,,,,,,,,,,,,,89.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7768,,,,,,,,,,,,,,,,77.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7769,,,,,,,,,,,,,,,,63.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7771,,,,,,,,,,,,,,,,64.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,11,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7810,,,,,,,,,,,,,,,,86.4,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,Sachet n° 4,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7811,,,,,,,,,,,,,,,,85.6,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,Sachet n° 6,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7812,,,,,,,,,,,,,,,,86.1,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,Sachet n° 12,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7813,,,,,,,,,,,,,,,,92.6,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,Sachet n° 13,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7814,,,,,,,,,,,,,,,,84.5,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,Sachet n° 19,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7815,,,,,,,,,,,,,,,,89.2,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,Sachet n° 22,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7816,,,,,,,,,,,,,,,,90.4,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,Sachet n° 29,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7822,,,,,,,,,,,,,,,,51,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,5,0,Non,,,,,,,,3,0,,,13,,,,,,,,,,,,,,,,Cocaïne,,,
7823,,,,,,,,,,,,,,,,33,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,5,,Non,,0,,,,,,4,0,,,22,,,,,,,,,,,,,,,,Cocaïne,,,
7824,,,,,,,,,,,,,0,,,62,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,17,,Non,,,,,,,,5,0,,,0,,,,,,,,,,,,,,,,Cocaïne,,,
7847,,,,,,,,,,,,,,,,31.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,Non,,,,,,,,4-1,0,,,44.3,,,,,,,,,,,,,,,,Cocaïne,,,
7848,,,,,,,,,,,,,,,,31.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,Non,,,,,,,,4-3,0,,,44.3,,,,,,,,,,,,,,,,Cocaïne,,,
7849,,,,,,,,,,,,,,,,31.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,Non,,,,,,,,4-4,0,,,44.3,,,,,,,,,,,,,,,,Cocaïne,,,
7850,,,,,,,,,,,,,,,,31.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,Non,,,,,,,,4-5,0,,,44.3,,,,,,,,,,,,,,,,Cocaïne,,,
7851,0,,,,,,,,,,,,,,,32.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,16.9,,Non,,,,,,,,4-2,0,,,43.8,,,,,,,,,,,,,,,,Cocaïne,,,
7908,,,,,,,,,,,,,4.4,,,81.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,3.7,0,Non,,,,,,,,21L,0,,0,,,,,,,,,,,,,,,,,Cocaïne,,,
7909,,,,,,,,,,,,,4.6,,,83.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,3.8,0,Non,,,,,,,,22L,0,,0,,,,,,,,,,,,,,,,,Cocaïne,,,
7910,,,,,,,,,,,,,,,,92.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,36D,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7911,,,,,,,,,,,,,,,,89.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,37D,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7912,,,,,,,,,,,,,,,,89.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,26MC-1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7913,,,,,,,,,,,,,,,,89.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,27MC-2,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7914,,,,,,,,,,,,,,,,90.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,27MC-1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7953,,,,,,,,,,,,,,,,98.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7975,,,,,,,,,,,,,,,,90,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,ROLLS ROYCE,,15602,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7976,,,,,,,,,,,,,,,,91.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,RAPTOR,,15603,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7978,,,,,,,,,,,,,,,,77.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7979,,,,,,,,,,,,,,,,87.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
7993,,,,,,,,,,,,,,,,85,,Blanche,,,,,,,,,,0,,,,,,,,,,,,,,,,,Non,,,,,,,,21_115236,1,,,,,,,,,,,,,,,,,,0,Cocaïne,,,
8024,,,,,,,,,,,,,,,,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,Oui,,,,,,Punch Guyane,,1-1,,,,,,Liquide,,,,,,,,,,,,,,Cocaïne,,,
8025,,,,,,,,,,,,,,,,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,Oui,,,,,,Punch Guyane,,1-2,,,,,,Liquide,,,,,,,,,,,,,,Cocaïne,,,
8037,,,,,,,,,,,,,29.3,,,0,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,L7,0,,72.4,,,,,,,,,,,,,,,,,Cocaïne,,,
8061,,,,,,,,,,,,,,,,91.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,LA3,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8062,,,,,,,,,,,,,,,,90.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,OS1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8064,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15620,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8065,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15621,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8066,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15622,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8067,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15623,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8068,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15624,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8069,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15625,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8070,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15626,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8071,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15627,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8072,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15628,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8073,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15629,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8074,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15630,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8075,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15631,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8076,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15632,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8077,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15633,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8078,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15634,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8079,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15635,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8080,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15636,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8081,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15637,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8082,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15638,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8083,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15639,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8084,,,,,,,,,,,,,,,,88.8,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,CR 7,,15640,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8085,,,,,,,,,,,,,,,,83.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8086,,,,,,,,,,,,,,,,94,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,21_115242,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8087,,,,,,,,,,,,,,,,89,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,21_115243,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8088,,,,,,,,,,,,,,,,89,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,21_115244,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8120,,,,,,,,,,,,,,,,78.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8121,,,,,,,,,,,,,,,,92.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8122,,,,,,,,,,,,,,,,85.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8123,,,,,,,,,,,,,,,,72.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8124,,,,,,,,,,,,,,,,93.1,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8125,,,,,,,,,,,,,,,,100,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,A1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8126,,,,,,,,,,,,,,,,100,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,D10,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8127,,,,,,,,,,,,,,,,100,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,E5,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8128,,,,,,,,,,,,,,,,100,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,G13,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8129,,,,,,,,,,,,,,,,100,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,L5,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8130,,,,,,,,,,,,,,,,100,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,Q20,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8131,,,,,,,,,,,,,,,,100,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,T4,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8132,,,,,,,,,,,,,,,,83.3,,,,,,,Vêtements,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,DEUX,,,,,,Objet,,,,,,,,,,,,,,Cocaïne,,,
8133,,,,,,,,,,,,,,,,92.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8134,,,,,,,,,,,,,,,,94.7,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8135,,,,,,,,,,,,,,,,96.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8138,,,,,,,,,,,,,,,,86.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8139,,,,,,,,,,,,,,,,0,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,P1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8140,,,,,,,,,,,,,,,,84.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,P2,0,,,4.3,,,,,,,,,,,,,,,,Cocaïne,,,
8170,,,,,,,,,,,,,,,,75.7,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,20,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8171,,,,,,,,,,,,,,,,0,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,80.4,Non,,,,,,,,5,0,,,0,,,,,,,,,,,,,,,,Cocaïne,,,
8172,,,,,,,,,,,,,,,,28.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,13.6,Non,,,,,,,,6,0,,,29.3,,,,,,,,,,,,,,,,Cocaïne,,,
8173,,,,,,,,,,,,,,,,37.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8174,,,,,,,,,,,,,0,,,38.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,2,0,,0,,,,,,,,,,,,,,,,,Cocaïne,,,
8175,,,,,,,,,,,,,,,,37.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,3,0,,,0,,,,,,,,,,,,,,,,Cocaïne,,,
8197,,,,,,,,,,,,,,,,49.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,EIT,0,,43.4,,,,,,,,,,,,,,,,,Cocaïne,,,
8211,,,,,,,,,,,,,,,,53,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,44.1,,Non,,,,,,,,BCT,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8212,,,,,,,,,,,,,,,,60.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,27.6,,Non,,,,,,,,BC1,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8213,,,,,,,,,,,,,,,,98.2,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,BC2,0,,,,,,,,,,,,,,,,,,,Cocaïne,,,
8214,,,,,,,,,,,,,,,,63.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,6,0,Non,,,,,,,,BC3,0,,,8.3,,,,,,,,,,,,,,,,Cocaïne,,,
