id,_3_4_methylenedioxyethylamphetamine,_3_4_methylene_dioxy_methylamphetamine,abime,amphetamine,cafeine,couleur,couleur_exterieur,couleur_interieur,diametre,epaisseur,forme,hauteur,largeur,lidocaine,logo,masse,methamphetamine,nom_de_logo,numero_echantillon,ovule,phenacetine,secabilite_recto,secabilite_verso,type_drogue,visqueux
7947,73.1,,,,,Translucide,,,,,,,,,Non,,,,27MC-5,0,,,,Amphétamine et dérivés,
7948,36,,Non,,,,Rose,Rose,,5.29,Autre,13.3,9.22,,Oui,473,,Tête de singe gorille  DK,26MC-11,,,Aucune,Demi,Amphétamine et dérivés,
7949,36,,Non,,,,Rose,Rose,,5.29,Autre,13.3,9.22,,Oui,473,,Tête de singe gorille  DK,26MC-12,,,Aucune,Demi,Amphétamine et dérivés,
7950,36,,Non,,,,Rose,Rose,,5.29,Autre,13.3,9.22,,Oui,473,,Tête de singe gorille  DK,26MC-13,,,Aucune,Demi,Amphétamine et dérivés,
7951,36,,Non,,,,Rose,Rose,,5.29,Autre,13.3,9.22,,Oui,473,,Tête de singe gorille  DK,26MC-14,,,Aucune,Demi,Amphétamine et dérivés,
7952,36,,Non,,,,Rose,Rose,,5.29,Autre,13.3,9.22,,Oui,473,,Tête de singe gorille  DK,26MC-15,,,Aucune,Demi,Amphétamine et dérivés,
7954,43.4,,Non,,,,Rose,Rose,,5.68,Autre,10.51,12.01,,Oui,525,,JURASSIS,26MC-16,,,Aucune,Aucune,Amphétamine et dérivés,
7955,43.4,,Non,,,,Rose,Rose,,5.68,Autre,10.51,12.01,,Oui,525,,JURASSIS,26MC-17,,,Aucune,Aucune,Amphétamine et dérivés,
7956,43.4,,Non,,,,Rose,Rose,,5.68,Autre,10.51,12.01,,Oui,525,,JURASSIS,26MC-18,,,Aucune,Aucune,Amphétamine et dérivés,
7957,43.4,,Non,,,,Rose,Rose,,5.68,Autre,10.51,12.01,,Oui,525,,JURASSIS,26MC-19,,,Aucune,Aucune,Amphétamine et dérivés,
7958,43.4,,Non,,,,Rose,Rose,,5.68,Autre,10.51,12.01,,Oui,525,,JURASSIS,26MC-20,,,Aucune,Aucune,Amphétamine et dérivés,
7964,37.7,,Non,,,,Violet,Violet,,6.06,Triangulaire,10.43,9,,Oui,393,,TESLA,26MC-21,,,Aucune,Demi,Amphétamine et dérivés,
7965,37.7,,Non,,,,Violet,Violet,,6.06,Triangulaire,10.43,9,,Oui,393,,TESLA,26MC-22,,,Aucune,Demi,Amphétamine et dérivés,
7966,37.7,,Non,,,,Violet,Violet,,6.06,Triangulaire,10.43,9,,Oui,393,,TESLA,26MC-23,,,Aucune,Demi,Amphétamine et dérivés,
7967,37.7,,Non,,,,Violet,Violet,,6.06,Triangulaire,10.43,9,,Oui,393,,TESLA,26MC-24,,,Aucune,Demi,Amphétamine et dérivés,
7968,37.7,,Non,,,,Violet,Violet,,6.06,Triangulaire,10.43,9,,Oui,393,,TESLA,26MC-25,,,Aucune,Demi,Amphétamine et dérivés,
7970,30,,Non,,,,Rose,Rose,,5.52,Autre,14.21,10.15,,Oui,550,,Tête de mort,1-1,,,Aucune,Demi,Amphétamine et dérivés,
7971,30,,Non,,,,Rose,Rose,,5.52,Autre,14.21,10.15,,Oui,550,,Tête de mort,1-2,,,Aucune,Demi,Amphétamine et dérivés,
7972,30,,Non,,,,Rose,Rose,,5.52,Autre,14.21,10.15,,Oui,550,,Tête de mort,1-3,,,Aucune,Demi,Amphétamine et dérivés,
7973,64,,Non,,,,Bleue,Bleue,,3.39,Rectangulaire / Carré,6.16,13.21,,Oui,261,,Domino,5-1,,,Aucune,Demi,Amphétamine et dérivés,
7974,64,,Non,,,,Bleue,Bleue,,3.39,Rectangulaire / Carré,6.16,13.21,,Oui,261,,Domino,5-3,,,Aucune,Demi,Amphétamine et dérivés,
7985,40.5,,Non,,,,Rose,Rose,,5.64,Autre,12.22,10.69,,Oui,551,,visage Tekashi 6ix9ine  69,27MC-9,,,Aucune,Demi,Amphétamine et dérivés,
7986,40.5,,Non,,,,Rose,Rose,,5.64,Autre,12.22,10.69,,Oui,551,,visage Tekashi 6ix9ine  69,27MC-10,,,Aucune,Demi,Amphétamine et dérivés,
7987,40.8,,Non,,,,Violet,Vert,,5.49,Autre,12.18,10.65,,Oui,569,,visage Tekashi 6ix9ine  69,27MC-11,,,Aucune,Demi,Amphétamine et dérivés,
7988,40.8,,Non,,,,Violet,Vert,,5.49,Autre,12.18,10.65,,Oui,569,,visage Tekashi 6ix9ine  69,27MC-12,,,Aucune,Demi,Amphétamine et dérivés,
7989,70.8,,Non,,,,Grise,Grise,,5.26,Autre,12.14,10.16,,Oui,513,,visage Tekashi 6ix9ine  69,27MC-13,,,Aucune,Demi,Amphétamine et dérivés,
7990,33.7,,Non,,,,Grise,Grise,,5.5,Autre,12.22,10.71,,Oui,537,,visage Tekashi 6ix9ine  69,27MC-14,,,Aucune,Demi,Amphétamine et dérivés,
7991,43.7,,Non,,,,Beige,Beige,,5.28,Autre,12.21,10.7,,Oui,499,,visage Tekashi 6ix9ine  69,27MC-15,,,Aucune,Demi,Amphétamine et dérivés,
7992,43.7,,Non,,,,Beige,Beige,,5.28,Autre,12.21,10.7,,Oui,499,,visage Tekashi 6ix9ine  69,27MC-16,,,Aucune,Demi,Amphétamine et dérivés,
8026,26,,Non,,,,Violet,Violet,,5.38,Autre,12.2,10.68,,Oui,577,,Tête rappeur 6ix9ine 69,1-1,,,Aucune,Demi,Amphétamine et dérivés,
8027,26,,Non,,,,Violet,Violet,,5.38,Autre,12.2,10.68,,Oui,577,,Tête rappeur 6ix9ine 69,1-2,,,Aucune,Demi,Amphétamine et dérivés,
8028,26,,Non,,,,Violet,Violet,,5.38,Autre,12.2,10.68,,Oui,577,,Tête rappeur 6ix9ine 69,1-3,,,Aucune,Demi,Amphétamine et dérivés,
8029,26,,Non,,,,Violet,Violet,,5.38,Autre,12.2,10.68,,Oui,577,,Tête rappeur 6ix9ine 69,1-4,,,Aucune,Demi,Amphétamine et dérivés,
8030,26,,Non,,,,Violet,Violet,,5.38,Autre,12.2,10.68,,Oui,577,,Tête rappeur 6ix9ine 69,1-5,,,Aucune,Demi,Amphétamine et dérivés,
8155,,,,,,Translucide,,,,,,,,,Non,,94.8,,5,0,,,,Amphétamine et dérivés,
8156,,,,,,Translucide,,,,,,,,,Non,,94.8,,6,0,,,,Amphétamine et dérivés,
8157,,,,,,Translucide,,,,,,,,,Non,,94.8,,7,0,,,,Amphétamine et dérivés,
8158,,,,,,Translucide,,,,,,,,,Non,,94.8,,8,0,,,,Amphétamine et dérivés,
8159,,,,,,Translucide,,,,,,,,,Non,,94.8,,9,0,,,,Amphétamine et dérivés,
8160,,,,,,Translucide,,,,,,,,,Non,,94.8,,10,0,,,,Amphétamine et dérivés,
8164,22,,Non,,,,Vert,Vert,,5.74,Autre,11.31,11.57,,Oui,592,,Tête grenouille,14,,,Aucune,Aucune,Amphétamine et dérivés,
8167,,,,16.2,80.4,Blanc Cassé,,,,,,,,,Non,,,,17,0,,,,Amphétamine et dérivés,
8168,,,,16.2,80.4,Blanc Cassé,,,,,,,,,Non,,,,18,0,,,,Amphétamine et dérivés,
8169,94.4,,,,,Blanc Cassé,,,,,,,,,Non,,,,19,0,,,,Amphétamine et dérivés,
8230,,,Non,,,,Violet,Violet,,4.5,Rectangulaire / Carré,12.2,6.2,,Oui,389.6,,domino,21_115240,,,Aucune,Demi,Amphétamine et dérivés,
8359,94,,,,,Translucide,,,,,,,,,Non,,,,1D,0,,,,Amphétamine et dérivés,
8370,,,,,,Marron,,,,,,,,,Non,,,,27L-1,0,,,,Amphétamine et dérivés,0
8371,,,,,,Marron,,,,,,,,,Non,,,,27L-2,0,,,,Amphétamine et dérivés,0
8437,39.3,,Non,,,,Grise,Grise,,5.48,Autre,14.39,10.31,,Oui,508,,Tête de mort  MYBRAND MB,10,,,Aucune,Demi,Amphétamine et dérivés,
8493,95,,,,,Beige,,,,,,,,,Non,,,,21_115258,0,,,,Amphétamine et dérivés,
8494,95,,,,,Beige,,,,,,,,,Non,,,,21_115265,0,,,,Amphétamine et dérivés,
8496,,,Non,,,,Beige,Beige,,5.5,Autre,12.1,7.9,,Oui,470,,MASERATI 300 mg NL COURONNE,21_115260,,,Aucune,Demi,Amphétamine et dérivés,
8497,,,Non,,,,Violet,Violet,,5.6,Autre,9.4,9.7,,Non,373,,,21_115254,,,Aucune,Aucune,Amphétamine et dérivés,
8498,,,Non,,,,Violet,Violet,,5.6,Autre,9.4,9.7,,Non,373,,,21_115259,,,Aucune,Aucune,Amphétamine et dérivés,
8499,,,Non,,,,Orange,Orange,,5.3,Triangulaire,10.7,11.9,,Non,400,,,21_115253,,,Aucune,Demi,Amphétamine et dérivés,
8557,96,,,,,Translucide,,,,,,,,,Non,,,,S1,0,,,,Amphétamine et dérivés,
8604,,,,15.1,,Blanche,,,,,,,,,Non,,,,E1,0,,,,Amphétamine et dérivés,
8740,22.6,,Non,,,,Rose,Rose,,5.75,Autre,14.21,10.2,,Oui,562,,tête de mort MB MYBRAND,"ES5-1, ES5-2, ES5-3",,,Aucune,Demi,Amphétamine et dérivés,
8743,24.1,,Non,,,,Rose,Rose,,5.5,Autre,14.2,10.18,,Oui,570,,Tête de mort MB MYBRAND,"ET5-1, ET5-2",,,Aucune,Demi,Amphétamine et dérivés,
8763,37.4,,Non,,,,Vert,Vert,,4.81,Polygonale,7.56,12.09,,Oui,400,,Heineken,5 comprimés,,,Aucune,Demi,Amphétamine et dérivés,
8786,18,,Non,,,,Autre,Autre,,4.18,Rectangulaire / Carré,9.17,9.19,,Oui,440,,Telegram ; NL ; enveloppe ; avion en papier,4-1;4-2,,,Aucune,Demi,Amphétamine et dérivés,
8787,17,,Non,,,,Autre,Autre,,4.18,Rectangulaire / Carré,9.17,9.19,,Oui,443,,Signal ; NL ; bulle ; call secure,4-3,,,Aucune,Demi,Amphétamine et dérivés,
8788,17,,Non,,,,Autre,Autre,,4.18,Rectangulaire / Carré,9.17,9.19,,Oui,443,,Wickr ; 250 mg ; NL,4-4,,,Aucune,Demi,Amphétamine et dérivés,
8789,17,,Non,,,,Autre,Autre,,4.18,Rectangulaire / Carré,9.17,9.19,,Oui,417,,"Wickr ; Givenchy ; 250 mg , NL",4-5,,,Aucune,Demi,Amphétamine et dérivés,
8791,93,,,,,Translucide,,,,,,,,,Non,,,,TREIZE,0,,,,Amphétamine et dérivés,
8822,,,,,,Translucide,,,,,,,,,Non,,100,,03-1,0,,,,Amphétamine et dérivés,
8823,,,,,,Translucide,,,,,,,,,Non,,100,,04-1,0,,,,Amphétamine et dérivés,
8824,,,,0,89.2,Blanche,,,,,,,,,Non,,,,1,0,,,,Amphétamine et dérivés,
8890,,,Non,0,5,,Bleue,Bleue,,4.84,Autre,11.98,9.11,,Oui,449,,"Donald Trump, tête, visage",DN8-1-1,,,Aucune,Demi,Amphétamine et dérivés,
8891,,,Non,0,5,,Bleue,Bleue,,4.84,Autre,11.98,9.11,,Oui,449,,"Donald Trump, tête, visage",DN8-1-4,,,Aucune,Demi,Amphétamine et dérivés,
8892,,,Non,0,,,Bleue,Bleue,,4.84,Autre,11.98,9.11,,Oui,505,,"Donald Trump, tête, visage",DN8-1-2,,,Aucune,Demi,Amphétamine et dérivés,
8893,,,Non,3,,,Bleue,Bleue,,4.84,Autre,11.98,9.11,,Oui,476,,Donald Trump,DN8-1-3,,,Aucune,Demi,Amphétamine et dérivés,
8894,,,Non,3,,,Bleue,Bleue,,4.84,Autre,11.98,9.11,,Oui,476,,Donald Trump,DN8-1-5,,,Aucune,Demi,Amphétamine et dérivés,
8895,,,Non,0,,,Bleue,Bleue,,5.81,Autre,11.99,9.12,,Oui,601,,"Donald Trump, tête, visage",DN8-2,,,Aucune,Demi,Amphétamine et dérivés,
8935,53,,Non,,,,Beige,Beige,,5.45,Autre,11.04,7.31,,Non,344,,,1,,,Aucune,Demi,Amphétamine et dérivés,
9043,,,Non,,,,Violet,Violet,,4.1,Autre,10,10,,Oui,350,,MONCLER,21_115410,,,Aucune,Demi,Amphétamine et dérivés,
9044,,,Non,,,,Violet,Violet,,4.1,Autre,10,10,,Oui,350,,MONCLER,21_115411,,,Aucune,Demi,Amphétamine et dérivés,
9045,,,Non,,,,Violet,Violet,,4.1,Autre,10,10,,Oui,350,,MONCLER,21_115412,,,Aucune,Demi,Amphétamine et dérivés,
9046,,,Non,,,,Violet,Violet,,4.1,Autre,10,10,,Oui,350,,MONCLER,21_115413,,,Aucune,Demi,Amphétamine et dérivés,
9047,,,Non,,,,Violet,Violet,,4.1,Autre,10,10,,Oui,350,,MONCLER,21_115414,,,Aucune,Demi,Amphétamine et dérivés,
9048,,,Non,,,,Violet,Violet,,4.1,Autre,10,10,,Oui,350,,MONCLER,21_115415,,,Aucune,Demi,Amphétamine et dérivés,
9049,,,Non,,,,Violet,Violet,,4.1,Autre,10,10,,Oui,350,,MONCLER,21_115416,,,Aucune,Demi,Amphétamine et dérivés,
9064,38,,Non,,,,Grise,Grise,,5.81,Autre,12.17,8.13,,Oui,463,,"Maserati, 300 mg",2-1,,,Aucune,Demi,Amphétamine et dérivés,
9065,38,,Non,,,,Grise,Grise,,5.81,Autre,12.17,8.13,,Oui,463,,"Maserati, 300 mg",2-2,,,Aucune,Demi,Amphétamine et dérivés,
9066,38,,Non,,,,Grise,Grise,,5.81,Autre,12.17,8.13,,Oui,463,,"Maserati, 300 mg",2-3,,,Aucune,Demi,Amphétamine et dérivés,
9067,,,,26,,Blanche,,,,,,,,,Non,,,,SEPT,0,,,,Amphétamine et dérivés,
9074,57,,,,,Translucide,,,,,,,,,Non,,37,,41,0,,,,Amphétamine et dérivés,
9078,92,,,,,Translucide,,,,,,,,,Non,,,,L3-1,0,,,,Amphétamine et dérivés,
9079,92,,,,,Translucide,,,,,,,,,Non,,,,L3-2,0,,,,Amphétamine et dérivés,
9080,36,,Non,,,,Grise,Grise,,5.81,Autre,12.17,8.13,,Oui,451,,"Maserati, 300 mg",L4-1,,,Aucune,Demi,Amphétamine et dérivés,
9081,36,,Non,,,,Grise,Grise,,5.81,Autre,12.17,8.13,,Oui,451,,"Maserati, 300 mg",L4-2,,,Aucune,Demi,Amphétamine et dérivés,
9208,32,,,,,Rose,,,,,,,,,Non,,,,UN-pun,0,,,,Amphétamine et dérivés,
9209,37,,Non,,,,Rose,Rose,,5.66,Autre,14.18,10.18,,Oui,607,,"Tête de mort, MB, MyBrand",UN-tet1,,,Aucune,Demi,Amphétamine et dérivés,
9210,37,,Non,,,,Rose,Rose,,5.66,Autre,14.18,10.18,,Oui,607,,"Tête de mort, MB, MyBrand",UN-tet2,,,Aucune,Demi,Amphétamine et dérivés,
9211,37,,Non,,,,Rose,Rose,,5.66,Autre,14.18,10.18,,Oui,607,,"Tête de mort, MB, MyBrand",UN-tet3,,,Aucune,Demi,Amphétamine et dérivés,
9212,37,,Non,,,,Rose,Rose,,5.66,Autre,14.18,10.18,,Oui,607,,"Tête de mort, MB, MyBrand",UN-tet4,,,Aucune,Demi,Amphétamine et dérivés,
9213,37,,Non,,,,Rose,Rose,,5.66,Autre,14.18,10.18,,Oui,607,,"Tête de mort, MB, MyBrand",UN-tet5,,,Aucune,Demi,Amphétamine et dérivés,
9214,,,Non,,,,Marron,Marron,,4.7,Rectangulaire / Carré,9.3,9.3,,Oui,460,,GIVENCHY,21_115431,,,Aucune,Demi,Amphétamine et dérivés,
9215,,,Non,,,,Marron,Marron,,4.7,Rectangulaire / Carré,9.3,9.3,,Oui,460,,GIVENCHY,21_115432,,,Aucune,Demi,Amphétamine et dérivés,
9216,,,,,,Jaune,,,,,,,,,Non,,,,21_115428,0,,,,Amphétamine et dérivés,
9227,26,,Non,,,,Rose,Rose,,5.24,Autre,12.17,10.66,,Oui,571,,Visage  69,5,,,Aucune,Demi,Amphétamine et dérivés,
9228,95.5,,,,,Beige,,,,,,,,,Non,,,,12,0,,,,Amphétamine et dérivés,
9229,94.3,,,,,Marron,,,,,,,,,Non,,,,24,0,,,,Amphétamine et dérivés,
9664,0,,Non,,,,Rose,Rose,,11.28,Autre,11.17,4.58,,Oui,557,,KENZO,BE1-3,,,Aucune,Aucune,Amphétamine et dérivés,
9715,,,Non,,,,Beige,Beige,,4.9,Autre,14.1,9.8,,Oui,529,,MB MYBRAND,21_115450,,,Aucune,Demi,Amphétamine et dérivés,
9724,34.6,,,,,Grise,,,,,,,,,Non,,,,16017,0,,,,Amphétamine et dérivés,
9744,,,,,,Translucide,,,,,,,,,Non,,100,,Y2,0,,,,Amphétamine et dérivés,
9808,96.1,,,,,Blanc Cassé,,,,,,,,,Non,,,,MD,0,,,,Amphétamine et dérivés,
9820,35,,Non,,,,Rose,Rose,,4.64,Polygonale,10.08,14.16,,Oui,443,,"Punisher, tête de mort",3-1,,,Aucune,Demi,Amphétamine et dérivés,
9821,35,,Non,,,,Rose,Rose,,4.64,Polygonale,10.08,14.16,,Oui,443,,"Punisher, tête de mort",3-3,,,Aucune,Demi,Amphétamine et dérivés,
9822,35,,Non,,,,Rose,Rose,,4.64,Polygonale,10.08,14.16,,Oui,443,,"Punisher, tête de mort",3-4,,,Aucune,Demi,Amphétamine et dérivés,
9823,35,,Non,,,,Rose,Rose,,4.64,Polygonale,10.08,14.16,,Oui,443,,"Punisher, tête de mort",3-5,,,Aucune,Demi,Amphétamine et dérivés,
9824,36,,Non,,,,Rose,Rose,,4.64,Polygonale,10.08,14.16,,Oui,442,,Punisher; tête de mort,3-2,,,Aucune,Demi,Amphétamine et dérivés,
9826,94,,,,,Translucide,,,,,,,,,Non,,,,5,0,,,,Amphétamine et dérivés,
9860,,,,,,Translucide,,,,,,,,,Non,,100,,1,0,,,,Amphétamine et dérivés,
9865,18.3,,,,,Rose,,,,,,,,,Non,,,,DB46,0,,,,Amphétamine et dérivés,
9889,,,,2,95.6,Blanche,,,,,,,,,Non,,,,16015,0,,,,Amphétamine et dérivés,
9940,23.9,,Oui,,,,Bleue,Bleue,,4.21,Autre,,,,Oui,130,,indéterminé,5742,,,,,Amphétamine et dérivés,
10007,36,,Non,,,,Bleue,Bleue,,4.75,Polygonale,10.16,14.2,,Oui,426,,"The punisher, tête de mort",1-1,,,Aucune,Demi,Amphétamine et dérivés,
10008,36,,Non,,,,Bleue,Bleue,,4.75,Polygonale,10.16,14.2,,Oui,426,,"The punisher, tête de mort",1-2,,,Aucune,Demi,Amphétamine et dérivés,
10009,36,,Non,,,,Bleue,Bleue,,4.75,Polygonale,10.16,14.2,,Oui,426,,"The punisher, tête de mort",1-3,,,Aucune,Demi,Amphétamine et dérivés,
10010,36,,Non,,,,Bleue,Bleue,,4.75,Polygonale,10.16,14.2,,Oui,426,,"The punisher, tête de mort",1-4,,,Aucune,Demi,Amphétamine et dérivés,
10011,36,,Non,,,,Bleue,Bleue,,4.75,Polygonale,10.16,14.2,,Oui,426,,"The punisher, tête de mort",1-5,,,Aucune,Demi,Amphétamine et dérivés,
10012,55,,Non,,,,Orange,Orange,,5.97,Autre,11.03,7.42,,Oui,354,,"Tête singe, Donky Kong",5-1,,,Aucune,Demi,Amphétamine et dérivés,
10013,55,,Non,,,,Orange,Orange,,5.97,Autre,11.03,7.42,,Oui,354,,"Tête singe, Donky Kong",5-2,,,Aucune,Demi,Amphétamine et dérivés,
10014,55,,Non,,,,Orange,Orange,,5.97,Autre,11.03,7.42,,Oui,354,,"Tête singe, Donky Kong",5-3,,,Aucune,Demi,Amphétamine et dérivés,
10015,55,,Non,,,,Orange,Orange,,5.97,Autre,11.03,7.42,,Oui,354,,"Tête singe, Donky Kong",5-4,,,Aucune,Demi,Amphétamine et dérivés,
10016,55,,Non,,,,Orange,Orange,,5.97,Autre,11.03,7.42,,Oui,354,,"Tête singe, Donky Kong",5-5,,,Aucune,Demi,Amphétamine et dérivés,
10017,35,,Non,,,,Bleue,Bleue,,4.75,Polygonale,10.16,14.2,,Oui,426,,"Tête de mort, Punisher",9-1,,,Aucune,Demi,Amphétamine et dérivés,
10018,35,,Non,,,,Bleue,Bleue,,4.75,Polygonale,10.16,14.2,,Oui,426,,"Tête de mort, Punisher",9-2,,,Aucune,Demi,Amphétamine et dérivés,
10019,35,,Non,,,,Bleue,Bleue,,4.75,Polygonale,10.16,14.2,,Oui,426,,"Tête de mort, Punisher",9-3,,,Aucune,Demi,Amphétamine et dérivés,
10020,35,,Non,,,,Bleue,Bleue,,4.75,Polygonale,10.16,14.2,,Oui,426,,"Tête de mort, Punisher",9-4,,,Aucune,Demi,Amphétamine et dérivés,
10021,35,,Non,,,,Bleue,Bleue,,4.75,Polygonale,10.16,14.2,,Oui,426,,"Tête de mort, Punisher",9-5,,,Aucune,Demi,Amphétamine et dérivés,
10050,36,,Non,,,,Bleue,Bleue,,5.64,Polygonale,10.11,14.04,,Oui,600,,"Punisher, tête de mort",13-1,,,Aucune,Demi,Amphétamine et dérivés,
10051,36,,Non,,,,Bleue,Bleue,,5.64,Polygonale,10.11,14.04,,Oui,600,,"Punisher, tête de mort",13-2,,,Aucune,Demi,Amphétamine et dérivés,
10052,36,,Non,,,,Bleue,Bleue,,5.64,Polygonale,10.11,14.04,,Oui,600,,"Punisher, tête de mort",13-3,,,Aucune,Demi,Amphétamine et dérivés,
10053,36,,Non,,,,Bleue,Bleue,,5.64,Polygonale,10.11,14.04,,Oui,600,,"Punisher, tête de mort",13-4,,,Aucune,Demi,Amphétamine et dérivés,
10054,36,,Non,,,,Bleue,Bleue,,5.64,Polygonale,10.11,14.04,,Oui,600,,"Punisher, tête de mort",13-5,,,Aucune,Demi,Amphétamine et dérivés,
10055,36,,Non,,,,Rose,Rose,,4.86,Polygonale,10.16,14.27,,Oui,462,,"Punisher, tête de mort",17,,,Aucune,Demi,Amphétamine et dérivés,
10056,93,,,,,Translucide,,,,,,,,,Non,,,,19,0,,,,Amphétamine et dérivés,
10085,,,Non,,,,Bleue,Bleue,,4.6,Autre,11.9,11.4,,Oui,399,,Y,016046,,,Autre,Autre,Amphétamine et dérivés,
10086,,,Non,,,,Bleue,Bleue,,4.6,Autre,11.9,11.4,,Oui,399,,Y,016047,,,Autre,Autre,Amphétamine et dérivés,
10087,,,Non,,,,Bleue,Bleue,,4.6,Autre,11.9,11.4,,Oui,399,,Y,016048,,,Autre,Autre,Amphétamine et dérivés,
10109,,,,19.2,43.1,Blanche,,,,,,,,,Non,,,,RA,0,,,,Amphétamine et dérivés,
10111,0,,Non,,9.1,,Rose,Rose,,5.2,Polygonale,10.11,14.1,,Oui,588,,The Punisher,5,,,Aucune,Demi,Amphétamine et dérivés,
10158,32.7,,Non,,,,Vert,Vert,,6.18,Autre,12.2,9.12,,Oui,491,,diable visage,S1-1,,,Aucune,Aucune,Amphétamine et dérivés,
10159,36.9,,Non,,,,Violet,Violet,,5.78,Autre,12.13,9.14,,Oui,452,,diable visage,S1-2,,,Aucune,Aucune,Amphétamine et dérivés,
10177,86,,,,,Beige,,,,,,,,,Non,,,,5-1,0,,,,Amphétamine et dérivés,
10178,86,,,,,Beige,,,,,,,,,Non,,,,5-2,0,,,,Amphétamine et dérivés,
10179,15,,Non,,10,,Bleue,Bleue,,3.89,Autre,12.09,11.11,,Oui,382,,"Tête, tigre, Kenzo",ECS1-1,,,Aucune,Aucune,Amphétamine et dérivés,
10180,15,,Non,,10,,Bleue,Bleue,,3.89,Autre,12.09,11.11,,Oui,382,,"Tête, tigre, Kenzo",ECS1-2,,,Aucune,Aucune,Amphétamine et dérivés,
10187,,,,,,Beige,,,,,,,,,Non,,100,,14,0,,,,Amphétamine et dérivés,
10196,,,,,,Grise,,,,,,,,,Non,,,,21_115585,0,,,,Amphétamine et dérivés,
10285,,,,23.5,42.3,Beige,,,,,,,,,Non,,,,4C,0,0,,,Amphétamine et dérivés,
10429,51,,Non,,8,,Grise,Grise,,6.11,Triangulaire,9.7,12.65,,Oui,517,0,Maybach  MM entralcés,I1-1,,,Aucune,Aucune,Amphétamine et dérivés,
10430,51,,Non,,8,,Grise,Grise,,6.11,Triangulaire,9.7,12.65,,Oui,517,0,Maybach  MM entralcés,I1-2,,,Aucune,Aucune,Amphétamine et dérivés,
10431,52,,Non,,7,,Grise,Grise,,5.48,Triangulaire,9.66,12.64,,Oui,498,0,Maybach  MM entrelacés,P1-1,,,Aucune,Aucune,Amphétamine et dérivés,
10432,52,,Non,,7,,Grise,Grise,,5.48,Triangulaire,9.66,12.64,,Oui,498,0,Maybach  MM entrelacés,P1-2,,,Aucune,Aucune,Amphétamine et dérivés,
10444,,,,,,Translucide,,,,,,,,,Non,,100,,23-2,0,,,,Amphétamine et dérivés,
10445,,,,,,Translucide,,,,,,,,,Non,,100,,23-3,0,,,,Amphétamine et dérivés,
10446,,,,,,Translucide,,,,,,,,,Non,,100,,23-4,0,,,,Amphétamine et dérivés,
10497,29,,Non,,3,,Vert,Vert,,4.3,Rectangulaire / Carré,6.64,11.94,,Oui,388,,Heineken,1-1,,,Aucune,Demi,Amphétamine et dérivés,
10498,29,,Non,,3,,Vert,Vert,,4.3,Rectangulaire / Carré,6.64,11.94,,Oui,388,,Heineken,1-2,,,Aucune,Demi,Amphétamine et dérivés,
10499,29,,Non,,3,,Vert,Vert,,4.3,Rectangulaire / Carré,6.64,11.94,,Oui,388,,Heineken,1-3,,,Aucune,Demi,Amphétamine et dérivés,
10501,,,,,,Translucide,,,,,,,,,Non,,100,,11,0,,,,Amphétamine et dérivés,
10600,92,,,,,Beige,,,,,,,,,Non,,,,5-2,0,,,,Amphétamine et dérivés,
10673,36,,Non,,,,Rose,Rose,,5.6,Polygonale,13.76,13.76,,Oui,521.3,,"Punisher, tête de mort",11-1,,,Aucune,Demi,Amphétamine et dérivés,
10674,30,,Non,,,,Rose,Rose,,5.13,Polygonale,13.7,13.7,,Oui,549.1,,"Punisher, tête de mort",11-2,,,Aucune,Demi,Amphétamine et dérivés,
10787,20.1,,Non,,,,Beige,,,4.3,Autre,11.3,11.2,,Oui,405,,MONCLER,15921,,,Aucune,Demi,Amphétamine et dérivés,
10788,27.1,,Non,,,,Jaune,,,5.6,Autre,14.2,10.2,,Oui,647,,MB MYBRAND,15922,,,Aucune,Demi,Amphétamine et dérivés,
10789,37.6,,Non,,,,Vert,,,5.5,Autre,12.2,10.7,,Oui,580,,69 6ix9ine,15923,,,Aucune,Demi,Amphétamine et dérivés,
10790,39,,Non,,,,Beige,,,5.3,Autre,12.2,10.1,,Oui,561,,69 6ix9ine,15924,,,Aucune,Demi,Amphétamine et dérivés,
10791,38.3,,Non,,,,Rose,,,5.3,Autre,12.2,10.7,,Oui,567,,69 6ix9ine,15925,,,Aucune,Demi,Amphétamine et dérivés,
10792,38.4,,Non,,,,Grise,,,5.5,Autre,12.2,10.1,,Oui,593,,69 6ix9ine,15926,,,Aucune,Demi,Amphétamine et dérivés,
10793,29,,Non,,,,Jaune,,,6.1,Autre,14.2,11.2,,Oui,647,,MB MYBRAND,15927,,,Aucune,Demi,Amphétamine et dérivés,
10804,,,,24.2,75.5,Blanche,,,,,,,,,Non,,,,15919,0,,,,Amphétamine et dérivés,
10805,,,,24.2,75.5,Blanche,,,,,,,,,Non,,,,15920,0,,,,Amphétamine et dérivés,
10808,33.7,,Non,,,,Rose,,10.2,5.2,Circulaire,,,,Oui,389,,ROLEX,15928,,,Aucune,Demi,Amphétamine et dérivés,
10839,,,Non,,,,Jaune,Jaune,,6,Polygonale,12,12,,Oui,677,,tête de mort,21_115628,,,Aucune,Aucune,Amphétamine et dérivés,
10840,,,,,,Beige,,,,,,,,,Non,,,,21_115623,0,,,,Amphétamine et dérivés,
10970,54.1,,Non,,,,Violet,Violet,,4.24,Autre,10.05,10.05,,Oui,351,,chupa Chups,8g2-1,,,Aucune,Demi,Amphétamine et dérivés,
