id,_3_4_methylenedioxyethylamphetamine,_3_4_methylene_dioxy_methylamphetamine,abime,amphetamine,cafeine,couleur,couleur_exterieur,couleur_interieur,diametre,epaisseur,forme,hauteur,largeur,lidocaine,logo,masse,methamphetamine,nom_de_logo,numero_echantillon,ovule,phenacetine,secabilite_recto,secabilite_verso,type_drogue,visqueux
13451,0,,Non,0,9.5,,Rose,Rose,,5.46,Polygonale,10.12,14.13,,Oui,580,,punisher tête de mort,1-5,,,Aucune,Demi,Amphétamine et dérivés,
13452,44,,Non,,,,Rose,Rose,,5.29,Autre,12.24,10.81,,Oui,552,,Visage TEKASHI 69,7-2,,,Aucune,Demi,Amphétamine et dérivés,
13453,0,,Non,0,28.5,,Bleue,Bleue,,5.47,Polygonale,7.09,11.61,,Oui,474,,taureau Red Bull,1-6,,,Aucune,Demi,Amphétamine et dérivés,
13454,0,,Non,0,28.5,,Bleue,Bleue,,5.47,Polygonale,7.09,11.61,,Oui,474,,taureau Red Bull,1-7,,,Aucune,Demi,Amphétamine et dérivés,
13455,0,,Non,0,28.5,,Bleue,Bleue,,5.47,Polygonale,7.09,11.61,,Oui,474,,taureau Red Bull,1-8,,,Aucune,Demi,Amphétamine et dérivés,
13456,0,,Non,0,28.5,,Bleue,Bleue,,5.47,Polygonale,7.09,11.61,,Oui,474,,taureau Red Bull,1-9,,,Aucune,Demi,Amphétamine et dérivés,
13457,0,,Non,0,28.5,,Bleue,Bleue,,5.47,Polygonale,7.09,11.61,,Oui,474,,taureau Red Bull,1-10,,,Aucune,Demi,Amphétamine et dérivés,
13458,30.1,,Non,,,,Autre,Autre,,5.05,Autre,11.25,12.28,,Oui,508,,tete tigre KENZO,7-3,,,Aucune,Aucune,Amphétamine et dérivés,
13459,46.1,,Non,,,,Jaune,Jaune,,6.58,Autre,12.08,10.03,,Oui,542,,Chouette,7-4,,,Aucune,Aucune,Amphétamine et dérivés,
13460,43.8,,Non,,,,Vert,Vert,,5.66,Autre,12.35,10.77,,Oui,542,,Visage KETASHI 69,7-5,,,Aucune,Demi,Amphétamine et dérivés,
13461,32.4,,Non,,,,Grise,Grise,,4.5,Autre,11.22,12.24,,Oui,439,,Tigre KENZO,7-6,,,Aucune,Aucune,Amphétamine et dérivés,
13476,60.3,,Non,,,,Violet,Violet,,5.4,Polygonale,9.82,13.73,,Oui,483,,Punisher,7-7,,,Aucune,Demi,Amphétamine et dérivés,
13477,18.1,,Non,,,,Violet,Violet,,4.45,Rectangulaire / Carré,6.13,11.17,,Oui,359,,Supreme  CP,7-8,,,Aucune,Demi,Amphétamine et dérivés,
13479,46.3,,Non,,,,Grise,Grise,,4.22,Polygonale,10.05,14.07,,Oui,432,,punisher,10-1,,,Aucune,Demi,Amphétamine et dérivés,
13480,46.3,,Non,,,,Grise,Grise,,4.22,Polygonale,10.05,14.07,,Oui,432,,punisher,10-2,,,Aucune,Demi,Amphétamine et dérivés,
13481,46.3,,Non,,,,Grise,Grise,,4.22,Polygonale,10.05,14.07,,Oui,432,,punisher,10-3,,,Aucune,Demi,Amphétamine et dérivés,
13482,46.3,,Non,,,,Grise,Grise,,4.22,Polygonale,10.05,14.07,,Oui,432,,punisher,10-4,,,Aucune,Demi,Amphétamine et dérivés,
13483,46.3,,Non,,,,Grise,Grise,,4.22,Polygonale,10.05,14.07,,Oui,432,,punisher,10-5,,,Aucune,Demi,Amphétamine et dérivés,
13485,47.5,,Non,,,,Grise,Grise,,3.91,Polygonale,9.73,13.75,,Oui,428,,punisher,12-1,,,Aucune,Demi,Amphétamine et dérivés,
13486,47.5,,Non,,,,Grise,Grise,,3.91,Polygonale,9.73,13.75,,Oui,428,,punisher,12-2,,,Aucune,Demi,Amphétamine et dérivés,
13487,47.5,,Non,,,,Grise,Grise,,3.91,Polygonale,9.73,13.75,,Oui,428,,punisher,12-3,,,Aucune,Demi,Amphétamine et dérivés,
13488,47.5,,Non,,,,Grise,Grise,,3.91,Polygonale,9.73,13.75,,Oui,428,,punisher,12-4,,,Aucune,Demi,Amphétamine et dérivés,
13489,47.5,,Non,,,,Grise,Grise,,3.91,Polygonale,9.73,13.75,,Oui,428,,punisher,12-5,,,Aucune,Demi,Amphétamine et dérivés,
13491,47.1,,Non,,,,Vert,Vert,,2.91,Autre,9.07,9.07,,Oui,261,,trèfle à 4 feuilles ,1-1,,,Aucune,Aucune,Amphétamine et dérivés,
13492,47.1,,Non,,,,Vert,Vert,,2.91,Autre,9.07,9.07,,Oui,261,,trèfle à 4 feuilles ,1-2,,,Aucune,Aucune,Amphétamine et dérivés,
13509,31.2,,Non,,,,Vert,Vert,,4.6,Autre,15.1,9.7,,Oui,497,,CASA DE PAPEL,16545,,,Aucune,Demi,Amphétamine et dérivés,
13510,31.2,,Non,,,,Vert,Vert,,4.6,Autre,15.1,9.7,,Oui,497,,CASA DE PAPEL,16546,,,Aucune,Demi,Amphétamine et dérivés,
13511,31.2,,Non,,,,Vert,Vert,,4.6,Autre,15.1,9.7,,Oui,497,,CASA DE PAPEL,16547,,,Aucune,Demi,Amphétamine et dérivés,
13512,31.2,,Non,,,,Vert,Vert,,4.6,Autre,15.1,9.7,,Oui,497,,CASA DE PAPEL,16548,,,Aucune,Demi,Amphétamine et dérivés,
13513,31.2,,Non,,,,Vert,Vert,,4.6,Autre,15.1,9.7,,Oui,497,,CASA DE PAPEL,16549,,,Aucune,Demi,Amphétamine et dérivés,
13590,92,,,,,Beige,,,,,,,,,Non,,,,UN MDMA,0,,,,Amphétamine et dérivés,
13615,95,,,,,Beige,,,,,,,,,Non,,,,1-1,0,,,,Amphétamine et dérivés,
13616,96,,,,,Beige,,,,,,,,,Non,,,,1-2,0,,,,Amphétamine et dérivés,
13617,98,,,,,Beige,,,,,,,,,Non,,,,1-3,0,,,,Amphétamine et dérivés,
13618,96,,,,,Beige,,,,,,,,,Non,,,,1-4,0,,,,Amphétamine et dérivés,
13619,97,,,,,Beige,,,,,,,,,Non,,,,1-5,0,,,,Amphétamine et dérivés,
13620,92,,,,,Beige,,,,,,,,,Non,,,,1-6,0,,,,Amphétamine et dérivés,
13638,,,Non,,,,Rose,Rose,,4.1,Rectangulaire / Carré,12,6,,Oui,350,,domino,22_100362,,,Demi,Aucune,Amphétamine et dérivés,
13692,95,,,,,Vert,,,,,,,,,Non,,,,1,0,,,,Amphétamine et dérivés,
13697,100,,,,,Blanche,,,,,,,,,Non,,,,17,0,,,,Amphétamine et dérivés,
13698,100,,,,,Blanche,,,,,,,,,Non,,,,2,0,,,,Amphétamine et dérivés,
13799,100,,,,,Beige,,,,,,,,,Non,,,,2,0,,,,Amphétamine et dérivés,
13800,,,,,,Translucide,,,,,,,,,Non,,100,,7,0,,,,Amphétamine et dérivés,
13801,,,,24.8,74.1,Blanche,,,,,,,,,Non,,,,18,0,,,,Amphétamine et dérivés,
13802,33.2,,Non,,,,Jaune,Jaune,,4.94,Autre,12.06,10.61,,Oui,495,,visage tekashi 69,17-1,,,Aucune,Demi,Amphétamine et dérivés,
13803,36.7,,Non,,,,Rose,Rose,,5.46,Autre,11.85,9.86,,Oui,466,,tête lion,17-2,,,Aucune,Demi,Amphétamine et dérivés,
13804,36.2,,Oui,,,,Bleue,Bleue,,5.02,Autre,10.22,10.57,,Oui,393,,visage tekashi 69,17-3,,,Aucune,Demi,Amphétamine et dérivés,
13805,27.3,,Non,,,,Marron,Marron,,5.59,Autre,11.77,10.21,,Oui,455,,tête lion,17-4,,,Aucune,Demi,Amphétamine et dérivés,
13806,38.8,,Non,,,,Grise,Grise,,5.2,Autre,15.11,9.7,,Oui,585,,masque dali la casa de papel,17-5,,,Aucune,Demi,Amphétamine et dérivés,
14021,,,,,,Beige,,,,,,,,,Non,,,,21_115351,0,,,,Amphétamine et dérivés,
14058,,,,,,Translucide,,,,,,,,,Non,,100,,1,0,,,,Amphétamine et dérivés,
14059,,,,,,Translucide,,,,,,,,,Non,,100,,7,0,,,,Amphétamine et dérivés,
14061,,,,,,Translucide,,,,,,,,,Non,,100,,9-1,0,,,,Amphétamine et dérivés,
14062,,,,,,Translucide,,,,,,,,,Non,,100,,9-2,0,,,,Amphétamine et dérivés,
14115,,,,,,Translucide,,,,,,,,,Non,,100,,P6SD-1,0,,,,Amphétamine et dérivés,
14116,,,,,,Translucide,,,,,,,,,Non,,100,,P6SD-2,0,,,,Amphétamine et dérivés,
14220,,,,16,8.5,Jaune,,,,,,,,,Non,,,,16789,0,,,,Amphétamine et dérivés,
14221,100,,,,,Beige,,,,,,,,,Non,,,,16790,0,,,,Amphétamine et dérivés,
14222,,,,47,49,Blanche,,,,,,,,,Non,,,,16755,0,,,,Amphétamine et dérivés,
14223,,,,49,45,Blanche,,,,,,,,,Non,,,,16756,0,,,,Amphétamine et dérivés,
