id,_3_4_methylene_dioxy_methylamphetamine,acetylcodeine,acetylthebaol,cafeine,clotrimazole,cocaine,couleur,description_de_l_objet,dextromethorphane,griseofulvine,heroine,logo,mannitol,meconine,monoacetylmorphine,morphine,nom_de_logo,noscapine,numero_echantillon,o3_monoacetylmorphine_,o6_monoacetylmorphine,ovule,papaverine,paracetamol,phenacetine,presentation,saccharose,type_drogue
4329,,0,0,22,,,Beige,,,,21,Non,,0,,,,10,21_100295,,0,1,,44,,,,Héroïne
4330,,0,0,22,,,Beige,,,,21,Non,,0,,,,10,21_100296,,0,1,,44,,,,Héroïne
4370,,,,26,,,Beige,,,,15,Non,,,,,,9,21_100342,,,0,,49,,,,Héroïne
4371,,,,24,,,Beige,,,,13,Non,,,,,,8,21_100343,,,0,,46,,,,Héroïne
4372,,,,24,,,Beige,,,,13,Non,,,,,,7,21_100344,,,0,,48,,,,Héroïne
4373,,,,27,,,Beige,,,,7,Non,,,,,,5,21_100356,,,0,,50,,,,Héroïne
4374,,,,27,,,Beige,,,,7,Non,,,,,,5,21_100357,,,0,,50,,,,Héroïne
4388,,0,0,28,,,Beige,,,,8,Non,,,,,,4,21_100376,,0,0,,56,,,,Héroïne
4436,,,,20.5,,,Beige,,,,18,Non,,,,,,9.5,46B,,,0,,39.1,,,,Héroïne
4437,,,,23.4,,,Beige,,,,15.5,Non,,,,,,8.5,85,,,0,,42.4,,,,Héroïne
4477,,,,21,,,Beige,,,,27,Non,,,,,,,21_100411,,,0,,40,,,,Héroïne
4478,,,,,,,Beige,,,,,Non,,,,,,,21_100410,,,0,,,,,,Héroïne
4480,,,,20.5,,,Beige,,,,13.5,Non,,,,,,7.4,3-7,,,0,,39.4,,,,Héroïne
4511,,,,25,,,Beige,,,,13,Non,,,,,,7,21_100378,,,0,,46,,,,Héroïne
4512,,,,22,,,Beige,,,,15,Non,,,,,,10,21_100380,,,0,,44,,,,Héroïne
4589,,,,,,,Marron,,,,55.6,Non,,,,,,26.8,6,,,0,,,,,,Héroïne
4590,,,,,,,Marron,,,,55.6,Non,,,,,,26.8,7,,,0,,,,,,Héroïne
4594,,,,3.7,,,Marron,,,,49.9,Non,,,1,,,24.8,4BBIS,,,0,,7.5,,,,Héroïne
4595,,,,3.7,,,Marron,,,,49.9,Non,,,1,,,24.8,5A,,,0,,7.5,,,,Héroïne
4596,,,,3.7,,,Marron,,,,49.9,Non,,,1,,,24.8,5B,,,0,,7.5,,,,Héroïne
4597,,,,3.7,,,Marron,,,,49.9,Non,,,1,,,24.8,5BBIS,,,0,,7.5,,,,Héroïne
4598,,,,3.7,,,Marron,,,,49.9,Non,,,1,,,24.8,6B,,,0,,7.5,,,,Héroïne
4599,,,,3.7,,,Marron,,,,49.9,Non,,,1,,,24.8,6BBIS,,,0,,7.5,,,,Héroïne
4602,,,,28.3,,,Beige,,,,5.6,Non,,,,,,0,4,,,0,,55.9,,,,Héroïne
4684,,,,24.4,,,Beige,,,,13.2,Non,,,,,,8.5,014548,,,0,,48.1,,,,Héroïne
4685,,,,24.4,,,Beige,,,,13.2,Non,,,,,,8.5,014549,,,0,,48.1,,,,Héroïne
4686,,,,24.4,,,Beige,,,,13.2,Non,,,,,,8.5,014550,,,0,,48.1,,,,Héroïne
4687,,,,18.6,,,Beige,,,,22.7,Non,,,,,,14.35,014551,,,0,,36.5,,,,Héroïne
4688,,,,18.6,,,Beige,,,,22.7,Non,,,,,,14.35,014552,,,0,,36.5,,,,Héroïne
4693,,,,,,,Beige,,,,50.8,Non,,,,,,26.9,S4,,,0,,,,,,Héroïne
4702,,,,21,,,Beige,,,,19.8,Non,,,,,,8.6,F20,,,0,,45.4,,,,Héroïne
4703,,,,21,,,Beige,,,,19.8,Non,,,,,,8.6,S9,,,0,,45.4,,,,Héroïne
4704,,,,21,,,Beige,,,,19.8,Non,,,,,,8.6,S10,,,0,,45.4,,,,Héroïne
4705,,,,21,,,Beige,,,,19.8,Non,,,,,,8.6,S11,,,0,,45.4,,,,Héroïne
4706,,,,21,,,Beige,,,,19.8,Non,,,,,,8.6,S12,,,0,,45.4,,,,Héroïne
4707,,,,21,,,Beige,,,,19.8,Non,,,,,,8.6,S14,,,0,,45.4,,,,Héroïne
4708,,,,21,,,Beige,,,,19.8,Non,,,,,,8.6,S16,,,0,,45.4,,,,Héroïne
4709,,,,21,,,Beige,,,,19.8,Non,,,,,,8.6,S19,,,0,,45.4,,,,Héroïne
4710,,,,28.4,,,Beige,,,,9.6,Non,,,,,,,F21,,,0,,53.1,,,,Héroïne
4711,,,,30,,,Beige,,,,7.8,Non,,,,,,,F18b1,,,0,,57.1,,,,Héroïne
4713,,,,29.6,,,Beige,,,,5.7,Non,,,,,,,S17,,,0,,56.4,,,,Héroïne
4733,,,,10.1,,,Marron,,,,42.4,Non,,,,,,0,2-1,,,0,,,,,,Héroïne
4734,,,,10.2,,,Marron,,,,53.4,Non,,,,,,0,2-2,,,0,,,,,,Héroïne
4735,,,,24.1,,,Marron,,,,15.3,Non,,,,,,7.7,1B,,,0,,44.1,,,,Héroïne
4737,,,,22.4,,,Marron,,,,22.2,Non,,,,,,9.2,3B,,,0,,41.6,,,,Héroïne
4738,,,,22.5,,,Marron,,,,21.4,Non,,,,,,9,4B,,,0,,41.3,,,,Héroïne
4791,,,,23.3,,,Beige,,,,13.1,Non,,,,,,7.4,3,,,0,,47.3,,,,Héroïne
4797,,,,30,,,Beige,,,,10,Non,,,,,,4,21_100534,,,0,,52,,,,Héroïne
4798,,,,28,,,Marron,,,,5,Non,,,,,,5,21_100535,,,0,,54,,,,Héroïne
4836,,,,26.3,,,Beige,,,,11.7,Non,,,0,,,4.3,quatre/A,,,0,,53.8,,,,Héroïne
4840,,,,26.3,,,Beige,,,,10,Non,,,0,,,4.3,SIX/A,,,0,,54.3,,,,Héroïne
4841,,,,26.5,,,Beige,,,,11.5,Non,,,0,,,4.3,DIX/A,,,0,,54.9,,,,Héroïne
4880,,,,31.8,,,Beige,,,,0,Non,,,,,,0,5567,,,0,,61.4,,,,Héroïne
4899,,,,22,,,Beige,,,,17.7,Non,,,,,,10.8,C4-14,,,0,,45,,,,Héroïne
4928,,,,24.4,,,Beige,,,,15.9,Non,,,,,,7.2,S4,,,0,,47,,,,Héroïne
4937,,,,29,,,Beige,,,,8,Non,,,,,,4,21_100578,,,0,,56,,,,Héroïne
4965,,,,44,,,Beige,,,,3,Non,,,,,,2,21_100593,,,0,,49,,,,Héroïne
4966,,,,44,,,Beige,,,,3,Non,,,,,,2,21_100594,,,0,,49,,,,Héroïne
4970,,,,9,,,Beige,,,,33,Non,,,,,,,2-1,,,0,,5,,,,Héroïne
4971,,,,9,,,Beige,,,,33,Non,,,,,,,2-2,,,0,,5,,,,Héroïne
4972,,,,9,,,Beige,,,,33,Non,,,,,,,2-3,,,0,,5,,,,Héroïne
4973,,,,9,,,Beige,,,,33,Non,,,,,,,2-4,,,0,,5,,,,Héroïne
4974,,,,9,,,Beige,,,,33,Non,,,,,,,2-5,,,0,,5,,,,Héroïne
4975,,,,9,,,Beige,,,,33,Non,,,,,,,2-6,,,0,,5,,,,Héroïne
4976,,,,9,,,Beige,,,,33,Non,,,,,,,3,,,0,,5,,,,Héroïne
5057,,,,23,,,Beige,,,,13,Non,,,,,,7,21_100596,,,0,,49,,,,Héroïne
5066,,,,27.1,,,Marron,,,,8.3,Non,,,,,,0,18,,,0,,53.4,,,,Héroïne
5069,,,,30.3,,,Marron,,,,0,Oui,,,,,Feuille cannabis,0,01,,,0,,55.8,,,,Héroïne
5092,,,,,,,Beige,,,,58.3,Non,,,,,,21.4,S1-5,,,0,,,,,,Héroïne
5177,,,,23.9,,,Beige,,,,14.3,Non,,,,,,10.7,14723,,0,0,,48.1,,,,Héroïne
5178,,,,23.9,,,Beige,,,,14.3,Non,,,,,,10.7,14724,,0,0,,48.1,,,,Héroïne
5179,,,,23.9,,,Beige,,,,14.3,Non,,,,,,10.7,14725,,0,0,,48.1,,,,Héroïne
5187,,,,31.8,,,Beige,,,,12.5,Non,,,,,,7.6,3B,,,0,,43.2,,,,Héroïne
5237,,,,25,,,Marron,,,,13.7,Non,,,,,,6.1,2,,,0,,49.7,,,,Héroïne
5300,,,,25.3,,,Marron,,,,14.6,Non,,,,,,6.7,H1,,,0,,48.5,,,,Héroïne
5327,,,,,,,Marron,,,,51,Non,,,,,,20.9,5730,,,0,,,,,,Héroïne
5407,,,,30.2,,,Beige,,,,5.6,Non,,,,,,0,5-1,,,0,,58.3,,,,Héroïne
5408,,,,30.2,,,Beige,,,,5.6,Non,,,,,,0,5-2,,,0,,58.3,,,,Héroïne
5409,,,,30.2,,,Beige,,,,5.6,Non,,,,,,0,5-3,,,0,,58.3,,,,Héroïne
5410,,,,30.2,,,Beige,,,,5.6,Non,,,,,,0,5-4,,,0,,58.3,,,,Héroïne
5411,,,,30.2,,,Beige,,,,5.6,Non,,,,,,0,5-5,,,0,,58.3,,,,Héroïne
5479,,,,14.6,,,Beige,,,,34,Non,,,,,,,1,,,0,,,,,,Héroïne
5480,,,,27,,,Beige,,,,2,Non,,,,,,5,21_100648,,,0,,52,,,,Héroïne
5491,,,,21.1,,,Beige,,,,16.5,Non,,,,,,8.4,2,,,0,,50.1,,,,Héroïne
5521,,,,35.2,,,Beige,,,,11.1,Non,,,,,,6.1,1,,,0,,46.9,,,,Héroïne
5542,,,,31.6,,,Beige,,,,8.7,Non,,,,,,0,5,,,0,,45.4,,,,Héroïne
5606,,,,34.4,,,Beige,,,,0,Non,,,,,,,G2,,,0,,68.3,,,,Héroïne
5610,,,,26.4,,,Marron,,,,8.9,Non,,,,,,0,5492,,,0,,53.9,,,,Héroïne
5622,,,,23.4,,,Marron,,,,14.1,Non,,,,,,7.4,5683,,,0,,45,,,,Héroïne
5634,,,,26,,,Beige,,,,11,Non,,,0,,,4,1 B,,,0,,54,,,,Héroïne
5635,,,,26,,,Beige,,,,11,Non,,,0,,,4,2 B,,,0,,54,,,,Héroïne
5636,,,,26,,,Beige,,,,11,Non,,,0,,,4,3 B,,,0,,54,,,,Héroïne
5637,,,,26,,,Beige,,,,11,Non,,,0,,,4,4 B,,,0,,54,,,,Héroïne
5652,,,,31.9,,,Beige,,,,1.8,Non,,,0,,,0,A/1,,,0,,59.6,,,,Héroïne
5653,,,,32.1,,,Beige,,,,1.5,Non,,,0,,,0,B/1,,,0,,61.3,,,,Héroïne
5654,,,,32.1,,,Beige,,,,1.6,Non,,,0,,,0,C/1,,,0,,62.3,,,,Héroïne
5655,,,,32.2,,,Beige,,,,1.6,Non,,,0,,,0,D/1,,,0,,62.9,,,,Héroïne
5656,,,,32.5,,,Beige,,,,1.5,Non,,,0,,,0,E/1,,,0,,63.9,,,,Héroïne
5661,,,,24.4,,,Beige,,,,11.3,Non,,,0,,,4.8,B1,,,0,,56.1,,,,Héroïne
5662,,,,24.4,,,Beige,,,,11.3,Non,,,0,,,4.8,B10,,,0,,56.1,,,,Héroïne
5663,,,,24.4,,,Beige,,,,11.3,Non,,,0,,,4.8,B20,,,0,,56.1,,,,Héroïne
5664,,,,24.4,,,Beige,,,,11.3,Non,,,0,,,4.8,B30,,,0,,56.1,,,,Héroïne
5665,,,,24.4,,,Beige,,,,11.3,Non,,,0,,,4.8,B31,,,0,,56.1,,,,Héroïne
5666,,,,24.4,,,Beige,,,,11.3,Non,,,0,,,4.8,B35,,,0,,56.1,,,,Héroïne
5667,,,,24.4,,,Beige,,,,11.3,Non,,,0,,,4.8,B36,,,0,,56.1,,,,Héroïne
5668,,,,24.4,,,Beige,,,,11.3,Non,,,0,,,4.8,B50,,,0,,56.1,,,,Héroïne
5669,,,,24.4,,,Beige,,,,11.3,Non,,,0,,,4.8,B60,,,0,,56.1,,,,Héroïne
5670,,,,24.4,,,Beige,,,,11.3,Non,,,0,,,4.8,B65,,,0,,56.1,,,,Héroïne
5675,,,,21,,,Marron,,,,18.6,Non,,,,,,7.6,8,,,0,,47.2,,,,Héroïne
5682,,,,15,,0,Beige,,,,45.3,Non,,,,,,5.2,E1,,,0,,,,,,Héroïne
5705,,,,0,,,Marron,,,,61.2,Non,,,,,,15.8,H1,,,0,,0,,,,Héroïne
5706,,,,23.1,,,Marron,,,,16.6,Non,,,,,,0,H2,,,0,,49.5,,,,Héroïne
5769,,,,9.3,,,Beige,,,,50.4,Non,,,,,,5.2,1,,,1,,,0,,,Héroïne
5770,,,,12.6,,,Beige,,,,37.6,Non,,,,,,7.9,1,,,1,,,,,,Héroïne
5800,,,,10.4,,,Beige,,,,37.4,Non,,,2.3,,,17.5,B5,,,0,,22.5,,,,Héroïne
5801,,,,10.4,,,Beige,,,,37.5,Non,,,2.2,,,17,B6,,,0,,22,,,,Héroïne
5802,,,,10.2,,,Beige,,,,37.3,Non,,,2.2,,,17,B7,,,0,,20.9,,,,Héroïne
5809,,,,8.5,,,Beige,,,,55.8,Non,,,,,,6.3,1,,,0,,,,,,Héroïne
5814,,,,28.6,,,Beige,,,,11.2,Non,,,,,,6.2,16,,,0,,49.6,,,,Héroïne
5824,,,,25.9,,,Beige,,,,3.7,Non,,,,,,5.2,C1,,,0,,49.7,,,,Héroïne
5825,,,,26,,,Beige,,,,0,Non,,,,,,0,C2,,,0,,49.8,,,,Héroïne
5836,,,,34.4,,,Beige,,,,0,Non,,,,,,0,C3,,,0,,65.7,,,,Héroïne
5838,,,,8.4,,,Beige,,,,36.1,Non,,,,,,28.6,C14-1,,,0,,15,,,,Héroïne
5839,,,,0,,,Beige,,,,44.1,Non,,,,,,38.7,C14-2,,,0,,0,,,,Héroïne
5840,,,,23.8,,,Beige,,,,8.1,Non,,,,,,6.2,D20,,,0,,45,,,,Héroïne
5841,,,,23.8,,,Beige,,,,8.1,Non,,,,,,6.2,D21,,,0,,45,,,,Héroïne
5842,,,,23.8,,,Beige,,,,8.1,Non,,,,,,6.2,D22,,,0,,45,,,,Héroïne
5843,,,,0,,,Beige,,,,59.8,Non,,,,,,21.5,CRD4,,,0,,,,,,Héroïne
5844,,,,16,,,Beige,,,,26.1,Non,,,,,,13.7,D23,,,0,,28.8,,,,Héroïne
5878,,,,,,,Marron,,,,56.7,Non,,,,,,27.4,B1,,,0,,,,,,Héroïne
5879,,,,,,,Marron,,,,58.9,Non,,,,,,29.7,B2,,,0,,,,,,Héroïne
5880,,,,,,,Marron,,,,56,Non,,,,,,28,B3,,,0,,,,,,Héroïne
5881,,,,,,,Marron,,,,56.5,Non,,,,,,28.5,B4,,,0,,,,,,Héroïne
5886,,,,29.7,,,Beige,,,,3.8,Non,,,,,,0,1,,,0,,56.2,,,,Héroïne
5887,,,,29.7,,,Beige,,,,3.8,Non,,,,,,0,4,,,0,,56.2,,,,Héroïne
5888,,,,29.7,,,Beige,,,,3.8,Non,,,,,,0,5,,,0,,56.2,,,,Héroïne
5889,,,,28.9,,,Beige,,,,8.5,Non,,,,,,5.2,2,,,0,,51.9,,,,Héroïne
5890,,,,35.2,,,Beige,,,,0,Non,,,,,,,3,,,0,,67.6,,,,Héroïne
5891,,,,13.5,,,Beige,,,,7.1,Non,,,,,,0,7,,,0,,67.1,,,,Héroïne
5892,,,,8,,,Beige,,,,40.9,Non,,,,,,16.7,8,,,0,,16.4,,,,Héroïne
5899,,,,30.2,,,Beige,,,,25.1,Non,,,,,,8.5,10452,,,0,,,,,,Héroïne
5910,,,,22.1,,,Marron,,,,14.6,Non,,,,,,7.8,5079,,,0,,46.7,,,,Héroïne
5930,,,,32.3,,,Beige,,,,2.7,Non,,,0,,,1.3,"B1, B2, B3",,,0,,60.5,,,,Héroïne
5969,,,,,,,Marron,,,,59.5,Non,,,,,,20.3,1,,,0,,,,,,Héroïne
5970,,,,0,,,Marron,,,,53.8,Non,,,,,,24.5,2,,,0,,0,,,,Héroïne
6012,,,,35,,,Beige,,,,10,Non,,,,,,8,21_100761,,,0,,44,,,,Héroïne
6014,,,,27,,,Beige,,,,6,Non,,,,,,4,21_100762,,,0,,59,,,,Héroïne
6071,,,,21.1,,,Marron,,,,18.7,Non,,,,,,9.2,5,,,0,,40.1,,,,Héroïne
6207,,,,24.3,,,Beige,,,,16.4,Non,,,,,,8.3,1-2,,,0,,41.8,,,,Héroïne
6208,,,,23.4,,,Beige,,,,19.3,Non,,,,,,10.4,1-1,,,0,,38.2,,,,Héroïne
6209,,,,23.4,,,Beige,,,,19.3,Non,,,,,,10.4,1-3,,,0,,38.2,,,,Héroïne
6216,,,,3.5,,,Beige,,,,50,Non,,,2.5,,,20,1B,,,0,,6.5,,,,Héroïne
6217,,,,3.5,,,Beige,,,,50,Non,,,2.5,,,20,5B,,,0,,6.5,,,,Héroïne
6218,,,,3.5,,,Beige,,,,50,Non,,,2.5,,,20,8A,,,0,,6.5,,,,Héroïne
6226,,,,26.7,,,Marron,,,,0,Non,,,,,,8.5,9,,,0,,48.4,,,,Héroïne
6228,,,,24.1,,,Beige,,,,15.7,Non,,,,,,6.5,11,,,0,,42.8,,,,Héroïne
6250,,,,15.8,,,Marron,,,,20.8,Non,,,,,,12.3,3830,,,0,,28.5,,,,Héroïne
6251,,,,30.7,,,Marron,,,,4.4,Non,,,,,,0,5719,,,0,,55.3,,,,Héroïne
6271,,,,15,,,Beige,,,,27,Non,,,2,,,11,"""B1"" à ""B5"" et ""P1"" à ""P7""",,,0,,31,,,,Héroïne
6272,,,,0,,,Beige,,,,55.2,Non,,,0,,,29.2,Pb 3,,,0,,0,,,,Héroïne
6273,,,,0,,,Beige,,,,55.2,Non,,,0,,,29.2,Pb 12,,,0,,0,,,,Héroïne
6274,,,,,,,Beige,,,,56.1,Non,,,0,,,29.9,Pb 7,,,0,,,,,,Héroïne
6302,,,,14.2,,,Beige,,,,35,Non,,,0,,,17.6,A/2,,,0,,23.7,,,,Héroïne
6303,,,,14.2,,,Beige,,,,35,Non,,,0,,,17.6,A/3,,,0,,23.7,,,,Héroïne
6307,,,,28,,,Beige,,,,7,Non,,,,,,6,21_100878,,,0,,57,,,,Héroïne
6374,,,,15,,,Beige,,,,27,Non,,,2,,,11,B1,,,0,,31,,,,Héroïne
6375,,,,15,,,Beige,,,,27,Non,,,2,,,11,B2,,,0,,31,,,,Héroïne
6376,,,,15,,,Beige,,,,27,Non,,,2,,,11,B3,,,0,,31,,,,Héroïne
6377,,,,15,,,Beige,,,,27,Non,,,2,,,11,B4,,,0,,31,,,,Héroïne
6378,,,,15,,,Beige,,,,27,Non,,,2,,,11,B5,,,0,,31,,,,Héroïne
6379,,,,15,,,Beige,,,,27,Non,,,2,,,11,B6,,,0,,31,,,,Héroïne
6380,,,,15,,,Beige,,,,27,Non,,,2,,,11,B7,,,0,,31,,,,Héroïne
6381,,,,15,,,Beige,,,,27,Non,,,2,,,11,B8,,,0,,31,,,,Héroïne
6382,,,,15,,,Beige,,,,27,Non,,,2,,,11,B9,,,0,,31,,,,Héroïne
6383,,,,15,,,Beige,,,,27,Non,,,2,,,11,B10,,,0,,31,,,,Héroïne
6384,,,,15,,,Beige,,,,27,Non,,,2,,,11,B11,,,0,,31,,,,Héroïne
6385,,,,15,,,Beige,,,,27,Non,,,2,,,11,B12,,,0,,31,,,,Héroïne
6387,,,,15,,,Beige,,,,27,Non,,,2,,,11,Cailloux en vrac,,,0,,31,,,,Héroïne
6414,,,,16,,,Marron,,,,26.5,Non,,,,,,,poudre,,,0,,32.9,,,,Héroïne
6437,,,,30.9,,,Marron,,,,8.1,Non,,,,,,0,6a,,,0,,50.7,,,,Héroïne
6438,,,,34,,,Marron,,,,4.6,Non,,,,,,0,7a,,,0,,56.1,,,,Héroïne
6442,,,,14,,,Beige,,,,7,Non,,,,,,3,21_100898,,,0,,78,,,,Héroïne
6506,,,,20.6,,,Beige,,,,15.4,Non,,,,,,8.7,25,,,0,,49,,,,Héroïne
6507,,,,20.6,,,Beige,,,,15.4,Non,,,,,,8.7,27,,,0,,49,,,,Héroïne
6519,,,,22,,,Beige,,,,17.5,Non,,,,,,9.9,PS,,,0,,44.3,,,,Héroïne
6520,,,,0,,,Beige,,,,53.3,Non,,,,,,24.1,HP,,,0,,,,,,Héroïne
6521,,,,0,,,Beige,,,,53.3,Non,,,,,,24.1,SBH,,,0,,,,,,Héroïne
6522,,,,0,,,Beige,,,,53.3,Non,,,,,,24.1,SH,,,0,,,,,,Héroïne
6523,,,,22.2,,,Beige,,,,16.1,Non,,,,,,9.8,P,,,0,,44.7,,,,Héroïne
6524,,,,26.2,,,Beige,,,,6.5,Non,,,,,,5.6,PA,,,0,,54.3,,,,Héroïne
6589,,,,26.7,,,Beige,,,,11,Non,,,,,,4.6,ech 1,,0,0,,51.2,,,,Héroïne
6590,,,,29.7,,,Beige,,,,2.2,Non,,,,,,0,ech 2,,0,0,,61,,,,Héroïne
6591,,,,58.1,,,Beige,,,,6.4,Non,,,,,,0,ech 3,,0,0,,58.1,,,,Héroïne
6604,,,,23.5,,,Marron,,,,3.9,Non,,,,,,5.1,AE1,,,0,,52.1,,,,Héroïne
6605,,,,20.6,,,Marron,,,,11,Non,,,,,,10.3,CE1,,,0,,42.1,,,,Héroïne
6606,,,,26.1,,,Beige,,,,0,Non,,,,,,,E1P2,,,0,,56.4,,,,Héroïne
6607,,,,26.1,,,Beige,,,,0,Non,,,,,,,E1P3,,,0,,56.4,,,,Héroïne
6608,,,,26.6,,,Beige,,,,0,Non,,,,,,,E1P1,,,0,,57.3,,,,Héroïne
6609,,,,0,,,Marron,,,,41.9,Non,,,,,,31.9,CE3,,,0,,,,,,Héroïne
6656,,,,20.6,,,Beige,,,,20.9,Non,,,,,,9.4,8,,,0,,43.5,,,,Héroïne
6658,,,,32.6,,,Beige,,,,0,Non,,,,,,0,9,,,0,,69,,,,Héroïne
6659,,,,28,,,Beige,,,,10,Non,,,,,,8,21_100905,,,0,,56,,,,Héroïne
6663,,,,19.3,,,Beige,,,,24.7,Non,,,,,,10.3,1-1,,,0,,39.3,,,,Héroïne
6668,,,,19.3,,,Beige,,,,24.7,Non,,,,,,10.3,1-2,,,0,,39.3,,,,Héroïne
6686,,,,24.2,,,Marron,,,,9.6,Non,,,,,,0,3-1,,,0,,53.1,,,,Héroïne
6687,,,,7.7,,,Marron,,,,45.8,Non,,,,,,18.9,3-2,,,0,,12,,,,Héroïne
6692,,,,25.1,,,Marron,,,,17.2,Non,,,,,,10.7,H,,,0,,36.3,,,,Héroïne
6741,,,,23.8,,,Marron,,,,7.1,Non,,,,,,12.4,2,,,0,,49.4,,,,Héroïne
6742,,,,23.8,,,Marron,,,,7.1,Non,,,,,,12.4,3,,,0,,49.4,,,,Héroïne
6743,,,,7.6,,,Marron,,,,42.3,Non,,,,,,18.4,4,,,0,,13.9,,,,Héroïne
6744,,,,28,,,Marron,,,,0,Non,,,,,,0,5,,,0,,65,,,,Héroïne
6762,,,,26.7,,,Beige,,,,11,Non,,,,,,4.6,1,,0,0,,51.2,,,,Héroïne
6763,,,,29.7,,,Beige,,,,2.2,Non,,,,,,0,2,,0,0,,61,,,,Héroïne
6764,,,,29.6,,,Beige,,,,6.4,Non,,,,,,0,3,,0,0,,58.1,,,,Héroïne
6842,,,,22,,,Marron,,,,17.4,Non,,,,,,9.5,1,,,0,,43.6,,,,Héroïne
6843,,,,21.5,,,Marron,,,,17.2,Non,,,,,,10,4,,,0,,42.8,,,,Héroïne
6848,,,,26.7,,,Beige,,,,9,Non,,,,,,0,2,,,0,,54.9,,,,Héroïne
6856,,,,28.6,,,Marron,,,,0,Non,,,,,,0,3H1 à 3H7,,,0,,58,,,,Héroïne
6857,,,,29.9,,,Beige,,,,0,Non,,,,,,0,4,,,0,,63.1,,,,Héroïne
7000,,,,0,,,Beige,,,,49.1,Non,,,,,,24.8,1,,,0,,3.6,,,,Héroïne
7001,,,,3.9,,,Beige,,,,47.2,Non,,,,,,23.7,1B,,,0,,4.7,,,,Héroïne
7002,,,,22.4,,,Beige,,,,21.7,Non,,,,,,9.9,2,,,0,,40.5,,,,Héroïne
7003,,,,19.4,,,Beige,,,,22.6,Non,,,,,,11.3,1,,,0,,35.1,,,,Héroïne
7009,,,,27.4,,,Marron,,,,0,Non,,,,,,6,2,,,0,,47.8,,,,Héroïne
7012,,,,23.7,,,Beige,,,,21.1,Non,,,,,,9.6,MA4,,,0,,36.7,,,,Héroïne
7014,,,,23.9,,,Beige,,,,18.8,Non,,,,,,9.4,JM5,,,0,,34.5,,,,Héroïne
7072,,,,24.3,,,Beige,,,,8.5,Non,,,,,,6.4,2-1 à 2-10,,,0,,48.7,,,,Héroïne
7075,,,,33.1,,,Beige,,,,0,Non,,,,,,,4-10,,0,0,,68.9,,,,Héroïne
7148,,0,0,7,,,Marron,,,,45,Non,,,,,,15,21_115055,,0,0,0,13,,,,Héroïne
7158,,,,26.7,,,Beige,,,,8.8,Non,,,,,,5.1,4,,,0,,56.2,,,,Héroïne
7159,,,,26.7,,,Beige,,,,8.8,Non,,,,,,5.1,16,,,0,,56.2,,,,Héroïne
7160,,,,21.5,,,Beige,,,,16.4,Non,,,,,,6.7,8,,,0,,43.1,,,,Héroïne
7161,,,,24.5,,,Marron,,,,0,Non,,,,,,0,12,,,0,,56.6,,,,Héroïne
7163,,,,28,,,Beige,,,,0,Non,,,,,,0,1,,,0,,52.9,,,,Héroïne
7164,,,,30.7,,,Beige,,,,5.6,Non,,,,,,0,LPS,,,0,,56.5,,,,Héroïne
7165,,,,30.7,,,Beige,,,,5.6,Non,,,,,,0,S4,,,0,,56.5,,,,Héroïne
7166,,,,28.7,,,Beige,,,,5.2,Non,,,,,,0,H3,,,0,,57.9,,,,Héroïne
7178,,,,32.1,,,Beige,,,,8.9,Non,,,,,,0,ES,,,0,,46.6,,,,Héroïne
7280,,,,26,,,Beige,,,,17.4,Non,,,,,,8.7,1,,,0,,34.4,,,,Héroïne
7337,,,,22.7,,,Beige,,,,16.9,Non,,,,,,10,1,,,0,,45.8,,,,Héroïne
7421,,,,27.3,,,Marron,,,,6.5,Non,,,,,,0,6,,,0,,56.2,,,,Héroïne
7464,,,,,,,Beige,,,,52.4,Non,,,,,,28.7,3,,,0,,,,,,Héroïne
7512,,,,33.4,,,Beige,,,,0,Non,,,,,,,3,,,0,,67.5,,,,Héroïne
7658,,,,22.8,,,Beige,,,,18.2,Non,,,,,,8.3,H,,,0,,46.3,,,,Héroïne
7659,,,,18.8,,,Beige,,,,23.7,Non,,,,,,11.7,5,,,0,,30.8,,,,Héroïne
7660,,,,18.8,,,Beige,,,,23.7,Non,,,,,,11.7,7,,,0,,30.8,,,,Héroïne
8006,,,,19.3,,,Beige,,,,20.1,Non,,,,,,9.6,1,,,0,,45.5,,,,Héroïne
8035,,,,18.1,,,Beige,,,,20.9,Non,,,,,,11.1,L1A,,,0,,42.4,,,,Héroïne
8036,,,,0,,,Beige,,,,51.7,Non,,,,,,23.8,L1B,,,0,,3.9,,,,Héroïne
8038,,,,19.8,,,Beige,,,,23.8,Non,,,,,,7.7,P1,,,0,,41.9,,,,Héroïne
8151,,,,16.9,,,Marron,,,,34.2,Non,,,,,,9.3,1,,,0,,,,,,Héroïne
8152,,,,16.9,,,Marron,,,,34.2,Non,,,,,,9.3,2,,,0,,,,,,Héroïne
8153,,,,17.3,,,Marron,,,,51.4,Non,,,,,,8.8,3,,,0,,,,,,Héroïne
8154,,,,17.3,,,Marron,,,,51.4,Non,,,,,,8.8,4,,,0,,,,,,Héroïne
8194,,,,20.3,,,Beige,,,,21.2,Non,,,,,,10.2,CAM,,,0,,41.8,,,,Héroïne
8195,,,,19.7,,,Beige,,,,21.9,Non,,,,,,11,EIU,,,0,,40.8,,,,Héroïne
8196,,,,20.6,,,Beige,,,,16.6,Non,,,,,,9.4,EID,,,0,,45.3,,,,Héroïne
