id,_3_4_methylene_dioxy_methylamphetamine,acetylcodeine,acetylthebaol,cafeine,clotrimazole,cocaine,couleur,description_de_l_objet,dextromethorphane,griseofulvine,heroine,logo,mannitol,meconine,monoacetylmorphine,morphine,nom_de_logo,noscapine,numero_echantillon,o3_monoacetylmorphine_,o6_monoacetylmorphine,ovule,papaverine,paracetamol,phenacetine,presentation,saccharose,type_drogue
1581,,,,,,,Beige,,,,61,Oui,,,,,,24.2,4-1,,,0,,,,,,Héroïne
1582,,,,,,,Beige,,,,60.8,Oui,,,,,,24.4,4-2,,,0,,,,,,Héroïne
1588,,,,0,,0,Beige,,,,0,Non,,,,,,,23,,,0,,0,,,,Héroïne
1598,,,,,,,Beige,,,,80.2,Non,,,,,,6.4,3-P1,,,0,,,,,,Héroïne
1599,,,,,,,Beige,,,,80.2,Non,,,,,,6.4,4-P1,,,0,,,,,,Héroïne
1600,,,,,,,Beige,,,,80.2,Non,,,,,,6.4,5-P1,,,0,,,,,,Héroïne
1601,,,,,,,Beige,,,,80.2,Non,,,,,,6.4,6-P1,,,0,,,,,,Héroïne
1602,,,,,,,Beige,,,,80.2,Non,,,,,,6.4,7-P1,,,0,,,,,,Héroïne
1603,,,,,,,Beige,,,,80.2,Non,,,,,,6.4,16-P1,,,0,,,,,,Héroïne
1604,,,,,,,Beige,,,,80.2,Non,,,,,,6.4,17-P1,,,0,,,,,,Héroïne
1605,,,,,,,Beige,,,,80.2,Non,,,,,,6.4,20-P1,,,0,,,,,,Héroïne
1606,,,,,,,Beige,,,,80.2,Non,,,,,,6.4,21-P1,,,0,,,,,,Héroïne
1607,,,,,,,Beige,,,,80.2,Non,,,,,,6.4,22-P1,,,0,,,,,,Héroïne
1608,,,,,,,Beige,,,,80.2,Non,,,,,,6.4,23-P1,,,0,,,,,,Héroïne
1724,,,,16,,,Beige,,,,29,Non,,,,,,15,20_066354,,,0,,29,,,,Héroïne
1725,,,,16,,,Beige,,,,29,Non,,,,,,15,20_066355,,,0,,29,,,,Héroïne
1726,,,,16,,,Beige,,,,29,Non,,,,,,15,20_066356,,,0,,29,,,,Héroïne
1727,,,,0,,,Marron,,,,55.9,Non,,,,,,23.7,5156,,,0,,0,,,,Héroïne
1764,,,,26.5,,,Beige,,,,13.2,Non,,,,,,0,1-1,,,0,,51,,,,Héroïne
1765,,,,26.5,,,Beige,,,,13.2,Non,,,,,,0,1-2,,,0,,51,,,,Héroïne
1766,,,,19.5,,,Marron,,,,21.9,Non,,,,,,10.5,1I,,,0,,41.2,,,,Héroïne
1770,,,,17,,,Beige,,,,17,Non,,,,,,13,20_066237,,,0,,27,,,,Héroïne
1771,,,,17,,,Beige,,,,17,Non,,,,,,13,20_066240,,,0,,27,,,,Héroïne
1772,,,,17,,,Beige,,,,17,Non,,,,,,13,20_066243,,,0,,27,,,,Héroïne
1775,,,,,,,Beige,,,,52,Non,,,,,,30,20_066241,,,0,,,,,,Héroïne
1776,,,,,,,Beige,,,,52,Non,,,,,,30,20_066242,,,0,,,,,,Héroïne
1778,,,,30,,,Beige,,,,2,Non,,,,,,3,20_066246,,,0,,58,,,,Héroïne
1780,,,,33,,,Beige,,,,1,Non,,,,,,1,20_066247,,,0,,63,,,,Héroïne
1781,,,,30,,,Beige,,,,2,Non,,,,,,3,20_066246,,,0,,58,,,,Héroïne
1784,,,,25.5,,,Beige,,,,9.4,Non,,,,,,9.1,3-1,,,0,,49.9,,,,Héroïne
1786,,,,24.5,,,Beige,,,,13.9,Non,,,2.5,,,5.2,SA1,,,0,,46.9,,,,Héroïne
1870,,,,21.7,,,Beige,,,,19.2,Non,,,,,,0,3,,,0,,41.8,,,,Héroïne
1874,,,,23.9,,,Beige,,,,15.3,Non,,,,,,5.6,4910,,,0,,45.6,,,,Héroïne
1875,,,,0,,,Marron,,,,37.4,Non,,,,,,40.7,3355,,,0,,0,,,,Héroïne
1898,,,,24.2,,,Beige,,,,13.5,Non,,,,,,5.4,H,,,0,,47.1,,,,Héroïne
1917,,,,6.3,,,Beige,,,,48.7,Non,,,,,,20.7,C-1,,,0,,8.7,,,,Héroïne
1918,,,,6.3,,,Beige,,,,48.7,Non,,,,,,20.7,C-2,,,0,,8.7,,,,Héroïne
1919,,,,23.8,,,Beige,,,,10.5,Non,,,,,,0,H,,,0,,50.6,,,,Héroïne
1992,,,,28,,,Beige,,,,11.7,Non,,,,,,6.1,1,,,0,,52,,,,Héroïne
2025,,,,11,,,Marron,,,,41,Non,,,,,,18,20_066373,,,0,,20,,,,Héroïne
2031,,,,19.6,,,Beige,,,,20.8,Non,,,2.5,,,9.9,001583,,,0,,39.3,,,,Héroïne
2032,,,,19.6,,,Beige,,,,20.8,Non,,,2.5,,,9.9,001584,,,0,,39.3,,,,Héroïne
2033,,,,19.6,,,Beige,,,,20.8,Non,,,2.5,,,9.9,001585,,,0,,39.3,,,,Héroïne
2034,,,,19.6,,,Beige,,,,20.8,Non,,,2.5,,,9.9,001586,,,0,,39.3,,,,Héroïne
2035,,,,19.6,,,Beige,,,,20.8,Non,,,2.5,,,9.9,001587,,,0,,39.3,,,,Héroïne
2036,,,,19.6,,,Beige,,,,20.8,Non,,,2.5,,,9.9,001588,,,0,,39.3,,,,Héroïne
2037,,,,19.6,,,Beige,,,,20.8,Non,,,2.5,,,9.9,001589,,,0,,39.3,,,,Héroïne
2044,,,,27,,,Beige,,,,13,Non,,,,,,6,208066374,,,0,,53,,,,Héroïne
2045,,,,27,,,Beige,,,,13,Non,,,,,,6,20_066375,,,0,,53,,,,Héroïne
2046,,,,27,,,Beige,,,,13,Non,,,,,,6,20_066376,,,0,,53,,,,Héroïne
2047,,,,27,,,Beige,,,,13,Non,,,,,,6,20_066377,,,0,,53,,,,Héroïne
2048,,,,27,,,Beige,,,,13,Non,,,,,,6,20_066378,,,0,,53,,,,Héroïne
2049,,,,27,,,Beige,,,,13,Non,,,,,,6,20_066379,,,0,,53,,,,Héroïne
2050,,,,27,,,Beige,,,,13,Non,,,,,,6,20_066380,,,0,,53,,,,Héroïne
2051,,,,27,,,Beige,,,,13,Non,,,,,,6,20_066381,,,0,,53,,,,Héroïne
2052,,,,27,,,Beige,,,,13,Non,,,,,,6,20_066382,,,0,,53,,,,Héroïne
2063,,,,19.6,,,Beige,,,,18.5,Non,,,,,,13.5,5,,,0,,39.1,,,,Héroïne
2080,,,,,,,Marron,,,,59.1,Non,,,,,,22.7,7,,,0,,,,,,Héroïne
2085,,,,25.9,,,Beige,,,,14.2,Non,,,,,,7.8,2,,,0,,47.8,,,,Héroïne
2288,,,,27.5,,,Marron,,,,9.4,Non,,,,,,,P1-P2,,,0,,53,,,,Héroïne
2289,,,,27.5,,,Marron,,,,9.4,Non,,,,,,,P3,,,0,,53,,,,Héroïne
2290,,,,27.5,,,Marron,,,,9.4,Non,,,,,,,P4,,,0,,53,,,,Héroïne
2291,,,,27.5,,,Marron,,,,9.4,Non,,,,,,,P5,,,0,,53,,,,Héroïne
2303,,,,21.7,,,Beige,,,,16,Non,,,,,,6.3,4,,,0,,46.5,,,,Héroïne
2304,,,,27.2,,,Beige,,,,11.7,Non,,,,,,0,9,,,0,,54.6,,,,Héroïne
2307,,,,28.6,,,Beige,,,,6.6,Non,,,,,,0,14-10,,,0,,59.5,,,,Héroïne
2308,,,,29.1,,,Beige,,,,8.4,Non,,,,,,0,17-10,,,0,,61.4,,,,Héroïne
2309,,,,29.4,,,Beige,,,,7.6,Non,,,,,,0,21-11,,,0,,60.6,,,,Héroïne
2310,,,,27.6,,,Beige,,,,7.8,Non,,,,,,0,11-12,,,0,,54.8,,,,Héroïne
2311,,,,28.1,,,Beige,,,,8.7,Non,,,,,,0,34-12,,,0,,59.8,,,,Héroïne
2312,,,,27.7,,,Beige,,,,9.4,Non,,,,,,0,37-12,,,0,,58.4,,,,Héroïne
2313,,,,19.9,,,Beige,,,,18.5,Non,,,,,,12.8,41-12,,,0,,40.2,,,,Héroïne
2314,,,,,,,Beige,,,,58.1,Non,,,,,,23.9,D3,,,0,,,,,,Héroïne
2315,,,,26.7,,,Beige,,,,11,Non,,,,,,0,E10,,,0,,52.7,,,,Héroïne
2321,,,,21.7,,,Beige,,,,21.1,Non,,,,,,8.5,11-10,,,0,,40.3,,,,Héroïne
2322,,,,21.7,,,Beige,,,,21.1,Non,,,,,,8.5,31-11,,,0,,40.3,,,,Héroïne
2323,,,,21.7,,,Beige,,,,21.1,Non,,,,,,8.5,E2,,,0,,40.3,,,,Héroïne
2324,,,,21.7,,,Beige,,,,21.1,Non,,,,,,8.5,E8,,,0,,40.3,,,,Héroïne
2325,,,,21.7,,,Beige,,,,21.1,Non,,,,,,8.5,E9,,,0,,40.3,,,,Héroïne
2326,,,,21.7,,,Beige,,,,21.1,Non,,,,,,8.5,E13,,,0,,40.3,,,,Héroïne
2327,,,,27,,,Beige,,,,8.7,Non,,,,,,,A1,,,0,,59.9,,,,Héroïne
2328,,,,27,,,Beige,,,,8.7,Non,,,,,,,A2,,,0,,59.9,,,,Héroïne
2329,,,,27,,,Beige,,,,8.7,Non,,,,,,,A3,,,0,,59.9,,,,Héroïne
2330,,,,27,,,Beige,,,,8.7,Non,,,,,,,A4,,,0,,59.9,,,,Héroïne
2331,,,,27,,,Beige,,,,8.7,Non,,,,,,,A5,,,0,,59.9,,,,Héroïne
2332,,,,27,,,Beige,,,,8.7,Non,,,,,,,A6,,,0,,59.9,,,,Héroïne
2333,,,,27,,,Beige,,,,8.7,Non,,,,,,,A7,,,0,,59.9,,,,Héroïne
2334,,,,27,,,Beige,,,,8.7,Non,,,,,,,A8,,,0,,59.9,,,,Héroïne
2335,,,,27,,,Beige,,,,8.7,Non,,,,,,,A9,,,0,,59.9,,,,Héroïne
2336,,,,27,,,Beige,,,,8.7,Non,,,,,,,A10,,,0,,59.9,,,,Héroïne
2337,,,,27,,,Beige,,,,8.7,Non,,,,,,,A11,,,0,,59.9,,,,Héroïne
2338,,,,27,,,Beige,,,,8.7,Non,,,,,,,A12,,,0,,59.9,,,,Héroïne
2339,,,,27,,,Beige,,,,8.7,Non,,,,,,,A14,,,0,,59.9,,,,Héroïne
2340,,,,27,,,Beige,,,,8.7,Non,,,,,,,A15,,,0,,59.9,,,,Héroïne
2341,,,,27,,,Beige,,,,8.7,Non,,,,,,,A16,,,0,,59.9,,,,Héroïne
2342,,,,27,,,Beige,,,,8.7,Non,,,,,,,A17,,,0,,59.9,,,,Héroïne
2343,,,,27,,,Beige,,,,8.7,Non,,,,,,,A18,,,0,,59.9,,,,Héroïne
2344,,,,27,,,Beige,,,,8.7,Non,,,,,,,A19,,,0,,59.9,,,,Héroïne
2345,,,,27,,,Beige,,,,8.7,Non,,,,,,,A20,,,0,,59.9,,,,Héroïne
2346,,,,27,,,Beige,,,,8.7,Non,,,,,,,A21,,,0,,59.9,,,,Héroïne
2347,,,,27,,,Beige,,,,8.7,Non,,,,,,,A22,,,0,,59.9,,,,Héroïne
2348,,,,27,,,Beige,,,,8.7,Non,,,,,,,C1,,,0,,59.9,,,,Héroïne
2349,,,,18.9,,,Beige,,,,21,Non,,,2,,,11.6,001608,,,0,,37,,,,Héroïne
2350,,,,18.9,,,Beige,,,,21,Non,,,2,,,11.6,001611,,,0,,37,,,,Héroïne
2351,,,,18.9,,,Beige,,,,21,Non,,,2,,,11.6,001610,,,0,,37,,,,Héroïne
2353,,,,27,,,Beige,,,,6.9,Non,,,,,,0,2,,,0,,52,,,,Héroïne
2356,,,,21.3,,,Beige,,,,17.3,Non,,,2,,,10,001609,,,0,,42.7,,,,Héroïne
2420,,,,22.2,,,Marron,,,,15.5,Non,,,,,,7.8,H,,,0,,48,,,,Héroïne
2436,,,,26.3,,,Beige,,,,8,Non,,,,,,7,1,,,0,,50.1,,,,Héroïne
2437,,,,7,,,Beige,,,,33.4,Non,,,,,,28.5,2,,,0,,15.1,,,,Héroïne
2478,,,,16,,,Marron,,,,25.6,Non,,,3.2,,,10.5,1724,,,0,,33.7,,,,Héroïne
2479,,,,18.1,,,Marron,,,,24,Non,,,3,,,9,001727,,,0,,37.5,,,,Héroïne
2480,,,,17.86,,,Marron,,,,22.4,Non,,,3.04,,,9.18,001725,,,0,,36.56,,,,Héroïne
2481,,,,17.86,,,Marron,,,,22.4,Non,,,3.04,,,9.18,001726,,,0,,36.56,,,,Héroïne
2482,,,,17.86,,,Marron,,,,22.4,Non,,,3.04,,,9.18,001728,,,0,,36.56,,,,Héroïne
2483,,,,17.86,,,Marron,,,,22.4,Non,,,3.04,,,9.18,001729,,,0,,36.56,,,,Héroïne
2484,,,,17.86,,,Marron,,,,22.4,Non,,,3.04,,,9.18,001730,,,0,,36.56,,,,Héroïne
2529,,,,20,,,Beige,,,,18,Non,,,,,,10,20_066498,,,0,,40,,,,Héroïne
2530,,,,20,,,Beige,,,,18,Non,,,,,,10,20_066500,,,0,,40,,,,Héroïne
2551,,,,20.3,,,Beige,,,,18.2,Non,,,,,,7.2,1,,,0,,44.3,,,,Héroïne
2593,,,,,,,Beige,,,,57,Non,,,,,,24,20_066563,,,0,,,,,,Héroïne
2594,,,,,,,Beige,,,,55,Non,,,,,,28,20_066547,,,0,,,,,,Héroïne
2595,,,,,,,Beige,,,,55,Non,,,,,,29,20_066551,,,0,,,,,,Héroïne
2611,,,,32.4,,,Beige,,,,0,Non,,,,,,0,G1,,,0,,63.9,,,,Héroïne
2612,,,,32.4,,,Beige,,,,0,Non,,,,,,0,G2,,,0,,63.9,,,,Héroïne
2614,,,,14.4,,,Beige,,,,39.5,Non,,,,,,21.3,M1,,,0,,9,,,,Héroïne
2615,,,,,,,Beige,,,,52.2,Non,,,,,,26.7,M3-1,,,0,,,,,,Héroïne
2616,,,,0,,,Beige,,,,51.1,Non,,,,,,24.7,M3-2,,,0,,3.9,,,,Héroïne
2650,,,,60,,,Beige,,,,5.6,Non,,,,,,3.2,20_066692,,,0,,27,,,,Héroïne
2651,,,,29,,,Beige,,,,7.5,Non,,,,,,3,20_066693,,,0,,58,,,,Héroïne
2679,,,,27.2,,,Marron,,,,8,Non,,,,,,0,3-1,,,0,,53.3,,,,Héroïne
2680,,,,27.3,,,Marron,,,,9.1,Non,,,,,,0,3-2,,,0,,52.9,,,,Héroïne
2681,,,,27.3,,,Marron,,,,9.1,Non,,,,,,0,3-5,,,0,,52.9,,,,Héroïne
2682,,,,27.3,,,Marron,,,,7.9,Non,,,,,,0,3-3,,,0,,52.9,,,,Héroïne
2683,,,,27.6,,,Marron,,,,10.3,Non,,,,,,0,3-4,,,0,,53.2,,,,Héroïne
2691,,,,19.1,,,Beige,,,,36.3,Non,,,,,,0,1,,,0,,20.8,,,,Héroïne
2692,,,,21.7,,,Beige,,,,30.8,Non,,,,,,0,2,,,0,,28.8,,,,Héroïne
2694,,,,23.4,,,Beige,,,,18.7,Non,,,,,,6.4,1,,,0,,47.5,,,,Héroïne
2696,,,,23.4,,,Marron,,,,14.6,Non,,,,,,9.6,4,,,0,,45.4,,,,Héroïne
2698,,,,25.3,,,Beige,,,,14.6,Non,,,,,,6.3,3,,,0,,50.4,,,,Héroïne
2699,,,,17.7,,,Blanc Cassé,,,,61.3,Non,,,,,,6.5,2,,,0,,,,,,Héroïne
2700,,,,22.4,,,Beige,,,,27,Non,,,,,,0,5,,,0,,33.2,,,,Héroïne
2701,,,,20.4,,,Marron,,,,32.7,Non,,,,,,0,8,,,0,,30.2,0,,,Héroïne
2752,,,,5.4,,,Beige,,,,48.2,Oui,,,0,,Etiquette verte,21.5,P3 1,,,1,,9.5,,,,Héroïne
2753,,,,5.4,,,Beige,,,,48.2,Oui,,,0,,Etiquette verte,21.5,P3 2,,,1,,9.5,,,,Héroïne
2754,,,,5.4,,,Beige,,,,48.2,Oui,,,0,,Etiquette verte,21.5,P3 3A,,,1,,9.5,,,,Héroïne
2847,,,,0,,,Beige,,,,58.8,Non,,,,,,23.7,D6,,,0,,,,,,Héroïne
2848,,,,0,,,Beige,,,,58.8,Non,,,,,,23.7,D7,,,0,,,,,,Héroïne
2862,,,,,,,Beige,,,,57.2,Non,,,,,,22,C5,,,0,,,,,,Héroïne
2863,,,,,,,Beige,,,,57.2,Non,,,,,,22,D2,,,0,,,,,,Héroïne
2864,,,,,,,Beige,,,,57.2,Non,,,,,,22,D4,,,0,,,,,,Héroïne
2865,,,,,,,Beige,,,,57.2,Non,,,,,,22,D5,,,0,,,,,,Héroïne
2866,,,,,,,Beige,,,,57.2,Non,,,,,,22,D18,,,0,,,,,,Héroïne
2867,,,,29.4,,,Beige,,,,10.3,Non,,,,,,0,E5,,,0,,53.1,,,,Héroïne
2868,,,,29.4,,,Beige,,,,10.3,Non,,,,,,0,E6,,,0,,53.1,,,,Héroïne
2869,,,,29.4,,,Beige,,,,10.3,Non,,,,,,0,E7,,,0,,53.1,,,,Héroïne
2870,,,,30.9,,,Beige,,,,8,Non,,,,,,0,E1,,,0,,55.1,,,,Héroïne
2871,,,,30.9,,,Beige,,,,8,Non,,,,,,0,E3,,,0,,55.1,,,,Héroïne
2872,,,,30.9,,,Beige,,,,8,Non,,,,,,0,E4,,,0,,55.1,,,,Héroïne
2873,,,,25,,,Beige,,,,15,Non,,,,,,10,20_066746,,,0,,47.5,,,,Héroïne
2874,,,,27,,,Beige,,,,14,Non,,,,,,7,20_066747,,,0,,51.5,,,,Héroïne
2875,,,,27,,,Beige,,,,14,Non,,,,,,7,20_066748,,,0,,51.5,,,,Héroïne
2897,,,,,,,Blanc Cassé,,,,85.9,Non,,,,,,,10385,,,0,,,,,,Héroïne
2936,,,,6.8,,,Beige,,,,44,Non,,,,,,23.3,PBE1,,,0,,12.8,,,,Héroïne
2937,,,,6.8,,,Beige,,,,44,Non,,,,,,23.3,PBE2,,,0,,12.8,,,,Héroïne
2938,,,,6.8,,,Beige,,,,44,Non,,,,,,23.3,PBE3,,,0,,12.8,,,,Héroïne
2939,,,,6.8,,,Beige,,,,44,Non,,,,,,23.3,PBE4,,,0,,12.8,,,,Héroïne
3055,,,,19.5,,,Beige,,,,24.7,Non,,,,,,0,1,,,0,,29.6,,,,Héroïne
3060,,,,25.3,,,Beige,,,,3.7,Non,,,,,,0,1,,,0,,49.4,,,,Héroïne
3061,,,,23.4,,,Beige,,,,8.7,Non,,,,,,6,21,,,0,,45.4,,,,Héroïne
3062,,,,23.4,,,Beige,,,,8.7,Non,,,,,,6,22,,,0,,45.4,,,,Héroïne
3101,,,,27.6,,,Beige,,,,7,Non,,,,,,0,R4,,,0,,55.3,,,,Héroïne
3128,,,,19.5,,,Beige,,,,17.3,Non,,,,,,13.8,2,,,0,,39.9,,,,Héroïne
3129,,,,26.9,,,Marron,,,,7.8,Non,,,2.5,,,4.42,001557,,,0,,55.92,,,,Héroïne
3130,,,,26.9,,,Marron,,,,7.8,Non,,,2.5,,,4.42,001558,,,0,,55.92,,,,Héroïne
3131,,,,26.9,,,Marron,,,,7.8,Non,,,2.5,,,4.42,001559,,,0,,55.92,,,,Héroïne
3132,,,,26.9,,,Marron,,,,7.8,Non,,,2.5,,,4.42,001560,,,0,,55.92,,,,Héroïne
3133,,,,26.9,,,Marron,,,,7.8,Non,,,2.5,,,4.42,001561,,,0,,55.92,,,,Héroïne
3241,,,,28,,,Beige,,,,9,Non,,,,,,5,21_100036,,,0,,57,,,,Héroïne
3243,,,,28.4,,,Beige,,,,6.5,Non,,,,,,0,2,,,0,,55.9,,,,Héroïne
3244,,,,13.7,,,Beige,,,,27.2,Non,,,,,,14.5,4,,,0,,26.2,,,,Héroïne
3245,,,,14.1,,,Beige,,,,32,Non,,,,,,15.3,6,,,0,,28.4,,,,Héroïne
3246,,,,28.7,,,Beige,,,,7.6,Non,,,,,,0,15,,,0,,57.3,,,,Héroïne
3247,,,,13.6,,,Beige,,,,28.6,Non,,,,,,14.8,17,,,0,,26.3,,,,Héroïne
3257,,,,27.4,,,Marron,,,,9.3,Non,,,,,,6.5,H1,,,0,,52.8,,,,Héroïne
3258,,,,26.7,,,Marron,,,,9.8,Non,,,,,,7,H2,,,0,,51.7,,,,Héroïne
3308,,,,,,,Marron,,,,56,Non,,,,,,27.9,8,,,0,,,,,,Héroïne
3310,,,,25.7,,,Marron,,,,13.2,Non,,,,,,6.9,9,,,0,,51.4,,,,Héroïne
3311,,,,23.8,,,Marron,,,,16.4,Non,,,,,,8.7,2,,,0,,47.1,,,,Héroïne
3314,,,,31,,,Beige,,,,4,Non,,,,,,3,21_100075,,,0,,60,,,,Héroïne
3315,,,,31,,,Beige,,,,4,Non,,,,,,3,21_100076,,,0,,60,,,,Héroïne
3316,,,,31,,,Beige,,,,4,Non,,,,,,3,21_100077,,,0,,60,,,,Héroïne
3317,,,,31,,,Beige,,,,4,Non,,,,,,3,21_100078,,,0,,60,,,,Héroïne
3364,,,,28.26,,,Marron,,,,7.3,Non,,,,,,3.83,14105,,,0,,56.4,,,,Héroïne
3365,,,,23.3,,,Beige,,,,15.6,Non,,,,,,6.2,14106,,,0,,46.6,,,,Héroïne
3454,,,,25.3,,,Beige,,,,12.9,Non,,,,,,5.4,1,,,0,,44.3,,,,Héroïne
3455,,,,25.5,,,Beige,,,,11.9,Non,,,,,,0,4,,,0,,44.2,,,,Héroïne
3549,,,,30.7,,,Beige,,,,6,Non,,,,,,2.8,001952,,,0,,57.9,,,,Héroïne
3550,,,,30.7,,,Beige,,,,6,Non,,,,,,2.8,001594,,,0,,57.9,,,,Héroïne
3551,,,,28.7,,,Beige,,,,9.1,Non,,,,,,4.3,001953,,,0,,52,,,,Héroïne
3600,,0,,26,,,Beige,,,,12.7,Non,,,,,,5.3,21_1000130,,0,0,0,51,,,,Héroïne
3601,,,,,,,Beige,,,,48.5,Non,,,,,,24.5,1,,,0,,,,,,Héroïne
3622,,,,20.8,,,Beige,,,,10.5,Non,,,,,,5.6,3,,,0,,37.3,,,,Héroïne
3660,,,,18.35,,,Beige,,,,25.6,Non,,,,,,12.05,014201,,,0,,35.8,,,,Héroïne
3661,,,,18.35,,,Beige,,,,25.6,Non,,,,,,12.05,014202,,,0,,35.8,,,,Héroïne
3662,,,,18.35,,,Beige,,,,25.6,Non,,,,,,12.05,014203,,,0,,35.8,,,,Héroïne
3663,,,,18.35,,,Beige,,,,25.6,Non,,,,,,12.05,014204,,,0,,35.8,,,,Héroïne
3693,,,,27.9,,,Beige,,,,6.9,Non,,,,,,0,2,,,0,,53,,,,Héroïne
3694,,,,27.6,,,Beige,,,,7.4,Non,,,,,,0,3,,,0,,53.6,,,,Héroïne
3695,,,,27.6,,,Beige,,,,7.4,Non,,,,,,0,4,,,0,,53.6,,,,Héroïne
3762,,,,25.7,,,Beige,,,,14.9,Non,,,,,,7,4,,,0,,47.5,,,,Héroïne
3840,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-1,,,0,,40.1,,,,Héroïne
3841,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-2,,,0,,40.1,,,,Héroïne
3842,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-3,,,0,,40.1,,,,Héroïne
3843,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-4,,,0,,40.1,,,,Héroïne
3844,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-5,,,0,,40.1,,,,Héroïne
3845,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-6,,,0,,40.1,,,,Héroïne
3846,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-7,,,0,,40.1,,,,Héroïne
3847,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-8,,,0,,40.1,,,,Héroïne
3848,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-9,,,0,,40.1,,,,Héroïne
3849,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-10,,,0,,40.1,,,,Héroïne
3850,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-11,,,0,,40.1,,,,Héroïne
3851,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-12,,,0,,40.1,,,,Héroïne
3852,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-13,,,0,,40.1,,,,Héroïne
3853,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-14,,,0,,40.1,,,,Héroïne
3854,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-15,,,0,,40.1,,,,Héroïne
3855,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-16,,,0,,40.1,,,,Héroïne
3856,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-17,,,0,,40.1,,,,Héroïne
3857,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-18,,,0,,40.1,,,,Héroïne
3858,,,,23.6,,,Beige,,,,16.2,Non,,,,,,10.9,3-19,,,0,,40.1,,,,Héroïne
3885,,,,34,,,Beige,,,,0,Non,,,,,,,2C,,,0,,68.1,,,,Héroïne
3886,,,,18.4,,,Beige,,,,37.3,Non,,,,,,17.6,9C,,,0,,12.5,,,,Héroïne
3887,,,,20.9,,,Beige,,,,19,Non,,,,,,9.9,B3,,,0,,41.6,,,,Héroïne
3888,,,,7.1,,,Beige,,,,43.6,Non,,,,,,21.1,1D,,,0,,13.9,,,,Héroïne
3889,,,,23.8,,,Beige,,,,14.4,Non,,,,,,7,4D,,,0,,48.1,,,,Héroïne
4030,,,,28.6,,,Beige,,,,5.5,Non,,,,,,0,HERO1,,,0,,56.2,,,,Héroïne
4031,,,,29.6,,,Beige,,,,5.6,Non,,,,,,0,HERO2,,,0,,57.9,,,,Héroïne
4032,,,,29.4,,,Beige,,,,5.7,Non,,,,,,0,1B,,,0,,57.5,,,,Héroïne
4033,,,,28.8,,,Beige,,,,5.9,Non,,,,,,0,1T,,,0,,56.6,,,,Héroïne
4087,,,,10.3,,,Beige,,,,38.5,Non,,,,,,14.3,3,,,0,,19.6,,,,Héroïne
4154,,,,26.4,,,Beige,,,,13.1,Non,,,,,,0,5494,,,0,,50.1,,,,Héroïne
4182,,,,27.8,,,Beige,,,,7.7,Non,,,,,,0,5469,,,0,,53.2,,,,Héroïne
4186,,,,29.1,,,Beige,,,,8,Non,,,,,,0,10422,,,0,,53.4,,,,Héroïne
4244,,,,,,,Beige,,,,49.8,Non,,,,,,25.2,14,,,0,,,,,,Héroïne
4245,,,,20.9,,,Beige,,,,17.9,Non,,,,,,9.1,23,,,0,,42.5,,,,Héroïne
4246,,,,20.9,,,Beige,,,,17.9,Non,,,,,,9.1,24,,,0,,42.5,,,,Héroïne
4247,,,,20.9,,,Beige,,,,17.9,Non,,,,,,9.1,26,,,0,,42.5,,,,Héroïne
4248,,,,20.9,,,Beige,,,,17.9,Non,,,,,,9.1,29,,,0,,42.5,,,,Héroïne
4290,,,,19.4,,,Beige,,,,19.3,Non,,,,,,10.4,1-1,,,0,,36,,,,Héroïne
4291,,,,19.4,,,Beige,,,,19.3,Non,,,,,,10.4,1-2,,,0,,36,,,,Héroïne
4292,,,,19.4,,,Beige,,,,19.3,Non,,,,,,10.4,1-3,,,0,,36,,,,Héroïne
4293,,,,19.4,,,Beige,,,,19.3,Non,,,,,,10.4,1-4,,,0,,36,,,,Héroïne
4294,,,,19.4,,,Beige,,,,19.3,Non,,,,,,10.4,1-5,,,0,,36,,,,Héroïne
4295,,,,19.4,,,Beige,,,,19.3,Non,,,,,,10.4,1-6,,,0,,36,,,,Héroïne
4296,,,,19.4,,,Beige,,,,19.3,Non,,,,,,10.4,1-7,,,0,,36,,,,Héroïne
4327,,,,21.7,,,Beige,,,,27.3,Non,,,,,,0,18,,,1,,32.7,,,,Héroïne
4328,,0,0,22,,,Beige,,,,21,Non,,0,,,,10,21_100294,,0,1,,44,,,,Héroïne
