id,_3_4_methylene_dioxy_methylamphetamine,cafeine,couleur,heroine,noscapine,paracetamol
6385,,15,Beige,27,11,31
6387,,15,Beige,27,11,31
6414,,16,Marron,26.5,,32.9
6437,,30.9,Marron,8.1,0,50.7
6438,,34,Marron,4.6,0,56.1
6442,,14,Beige,7,3,78
6506,,20.6,Beige,15.4,8.7,49
6507,,20.6,Beige,15.4,8.7,49
6519,,22,Beige,17.5,9.9,44.3
6520,,0,Beige,53.3,24.1,
6521,,0,Beige,53.3,24.1,
6522,,0,Beige,53.3,24.1,
6523,,22.2,Beige,16.1,9.8,44.7
6524,,26.2,Beige,6.5,5.6,54.3
6589,,26.7,Beige,11,4.6,51.2
6590,,29.7,Beige,2.2,0,61
6591,,58.1,Beige,6.4,0,58.1
6604,,23.5,Marron,3.9,5.1,52.1
6605,,20.6,Marron,11,10.3,42.1
6606,,26.1,Beige,0,,56.4
6607,,26.1,Beige,0,,56.4
6608,,26.6,Beige,0,,57.3
6609,,0,Marron,41.9,31.9,
6656,,20.6,Beige,20.9,9.4,43.5
6658,,32.6,Beige,0,0,69
6659,,28,Beige,10,8,56
6663,,19.3,Beige,24.7,10.3,39.3
6668,,19.3,Beige,24.7,10.3,39.3
6686,,24.2,Marron,9.6,0,53.1
6687,,7.7,Marron,45.8,18.9,12
6692,,25.1,Marron,17.2,10.7,36.3
6741,,23.8,Marron,7.1,12.4,49.4
6742,,23.8,Marron,7.1,12.4,49.4
6743,,7.6,Marron,42.3,18.4,13.9
6744,,28,Marron,0,0,65
6762,,26.7,Beige,11,4.6,51.2
6763,,29.7,Beige,2.2,0,61
6764,,29.6,Beige,6.4,0,58.1
6842,,22,Marron,17.4,9.5,43.6
6843,,21.5,Marron,17.2,10,42.8
6848,,26.7,Beige,9,0,54.9
6856,,28.6,Marron,0,0,58
6857,,29.9,Beige,0,0,63.1
7000,,0,Beige,49.1,24.8,3.6
7001,,3.9,Beige,47.2,23.7,4.7
7002,,22.4,Beige,21.7,9.9,40.5
7003,,19.4,Beige,22.6,11.3,35.1
7009,,27.4,Marron,0,6,47.8
7012,,23.7,Beige,21.1,9.6,36.7
7014,,23.9,Beige,18.8,9.4,34.5
7072,,24.3,Beige,8.5,6.4,48.7
7075,,33.1,Beige,0,,68.9
7148,,7,Marron,45,15,13
7158,,26.7,Beige,8.8,5.1,56.2
7159,,26.7,Beige,8.8,5.1,56.2
7160,,21.5,Beige,16.4,6.7,43.1
7161,,24.5,Marron,0,0,56.6
7163,,28,Beige,0,0,52.9
7164,,30.7,Beige,5.6,0,56.5
7165,,30.7,Beige,5.6,0,56.5
7166,,28.7,Beige,5.2,0,57.9
7178,,32.1,Beige,8.9,0,46.6
7280,,26,Beige,17.4,8.7,34.4
7337,,22.7,Beige,16.9,10,45.8
7421,,27.3,Marron,6.5,0,56.2
7464,,,Beige,52.4,28.7,
7512,,33.4,Beige,0,,67.5
7658,,22.8,Beige,18.2,8.3,46.3
7659,,18.8,Beige,23.7,11.7,30.8
7660,,18.8,Beige,23.7,11.7,30.8
8006,,19.3,Beige,20.1,9.6,45.5
8035,,18.1,Beige,20.9,11.1,42.4
8036,,0,Beige,51.7,23.8,3.9
8038,,19.8,Beige,23.8,7.7,41.9
8151,,16.9,Marron,34.2,9.3,
8152,,16.9,Marron,34.2,9.3,
8153,,17.3,Marron,51.4,8.8,
8154,,17.3,Marron,51.4,8.8,
8194,,20.3,Beige,21.2,10.2,41.8
8195,,19.7,Beige,21.9,11,40.8
8196,,20.6,Beige,16.6,9.4,45.3
8198,,,Beige,59.5,26.3,
8202,,13.4,Beige,23.3,18.9,36.1
8203,,13.4,Beige,23.3,18.9,36.1
8204,,13.4,Beige,23.3,18.9,36.1
8205,,13.4,Beige,23.3,18.9,36.1
8206,,13.4,Beige,23.3,18.9,36.1
8207,,13.4,Beige,23.3,18.9,36.1
8208,,13.4,Beige,23.3,18.9,36.1
8222,,22.3,Beige,17.5,8.9,46.1
8223,,23.1,Beige,11.9,6.4,52.4
8252,,27.91,Marron,8.1,,55.84
8253,,27.91,Marron,8.1,,55.84
8254,,30.36,Marron,4.8,,60.65
8255,,30.36,Marron,4.8,,60.65
8256,,30.36,Marron,4.8,,60.65
8257,,30.36,Marron,4.8,,60.65
8310,,22.9,Beige,17.3,9.3,40.4
8311,,29.2,Beige,0,,66.6
8354,,33.8,Beige,0,,70.7
8358,,19.4,Beige,18.9,10.3,38.9
8365,,22.1,Beige,14,8,51.4
8417,,22.8,Beige,16.9,11.6,46
8436,,,Beige,52.4,32.2,
8439,,24.3,Beige,16.1,7.2,47.6
8445,,11.3,Beige,43.7,20.6,11.1
8446,,22.1,Beige,17.7,8.3,47.4
8448,,,Beige,,,
8514,,19,Beige,22.6,10.5,39.6
8515,,19,Beige,22.6,10.5,39.6
8616,,,Beige,0,,
8622,,22.3,Beige,19.4,11.9,35.5
8630,,21.8,Beige,19.5,11.7,34.3
8634,,19.1,Beige,23,13.2,37
8635,,18.4,Beige,25.6,13.6,36
8636,,19.4,Beige,21.7,13.9,36.8
8637,,18.2,Beige,24.4,13.5,35.3
8639,,18.2,Beige,24.4,13.5,35.3
8640,,18.2,Beige,24.4,13.5,35.3
8641,,21.8,Beige,19.5,11.7,34.3
8642,,21.8,Beige,19.5,11.7,34.3
8643,,21.8,Beige,19.5,11.7,34.3
8644,,22.3,Beige,19.4,11.9,35.5
8703,,23.52,Marron,17,9.86,40.34
8704,,23.52,Marron,17,9.86,40.34
8705,,23.52,Marron,17,9.86,40.34
8706,,23.52,Marron,17,9.86,40.34
8707,,23.52,Marron,17,9.86,40.34
8713,,25.5,Marron,11.6,11.6,50.3
8816,,12,Beige,48,,
8817,,12,Beige,48,,
8841,,26.3,Beige,10.2,8.1,53.6
8842,,,Blanche,0,,
8853,,26.4,Marron,7.2,5.2,53.1
8854,,24.3,Marron,8.3,6.9,51.9
8855,,4.2,Marron,43.4,24.9,11.9
8896,,19.8,Marron,10.9,,39.1
8897,,19.8,Marron,10.9,,39.1
8898,,19.8,Marron,10.9,,39.1
8899,,19.8,Marron,10.9,,39.1
8900,,19.8,Marron,10.9,,39.1
8901,,19.8,Marron,10.9,,39.1
8962,,33,Beige,0,,69.1
8963,,33,Beige,0,,69.1
8964,,33,Beige,0,,69.1
8965,,33,Beige,0,,69.1
8966,,33,Beige,0,,69.1
8967,,33,Beige,0,,69.1
8968,,25.8,Beige,10.2,7.5,51.9
8969,,25.8,Beige,10.2,7.5,51.9
8970,,25.8,Beige,10.2,7.5,51.9
8971,,25.8,Beige,10.2,7.5,51.9
8972,,25.8,Beige,10.2,7.5,51.9
8973,,25.8,Beige,10.2,7.5,51.9
8974,,25.8,Beige,10.2,7.5,51.9
8975,,25.8,Beige,10.2,7.5,51.9
8976,,25.8,Beige,10.2,7.5,51.9
8977,,0,Beige,40.9,26.4,6.3
8978,,18.9,Beige,20.4,15.7,36.6
8979,,22.2,Beige,14.6,10.9,45.8
8980,,22.2,Beige,14.6,10.9,45.8
8981,,22.2,Beige,14.6,10.9,45.8
8982,,25.2,Beige,10.8,7.6,50.8
8983,,25.2,Beige,10.8,7.6,50.8
8984,,25.2,Beige,10.8,7.6,50.8
8985,,25.2,Beige,10.8,7.6,50.8
8986,,0,Beige,41.3,26.8,0
8987,,22.1,Beige,13.3,9.8,46.6
8988,,27,Beige,9.2,6.4,54
8989,,26.9,Beige,10.1,6.9,54.5
8990,,31.8,Beige,0,0,65.4
9001,,29,Beige,3,3,57
9002,,29,Beige,3,3,57
9003,,29,Beige,3,3,57
9050,,25,Beige,24,13,38
9051,,25,Beige,24,13,38
9052,,25,Beige,24,13,38
9053,,25,Beige,24,13,38
9054,,25,Beige,24,13,38
9055,,28,Beige,18,8,43
9056,,28,Beige,18,8,43
9095,,26,Beige,23,11,37
9122,,,Marron,0.9,,
9123,,,Marron,0.9,,
9124,,,Marron,0.9,,
9125,,,Marron,0.9,,
9126,,,Marron,0.9,,
9127,,,Marron,0.9,,
9128,,,Marron,0.9,,
9129,,,Marron,0.9,,
9130,,,Marron,0.8,,
9131,,,Marron,0.8,,
9132,,,Marron,0.8,,
9133,,,Marron,1,,
9134,,,Marron,2.5,,
9135,,,Marron,2.5,,
9136,,,Marron,2.5,,
9137,,,Marron,2.5,,
9138,,,Marron,2.5,,
9139,,,Marron,2.5,,
9140,,,Marron,2.5,,
9141,,,Marron,2.5,,
9142,,,Marron,2.5,,
9143,,,Marron,2.5,,
9144,,,Marron,2.5,,
9145,,,Marron,2.5,,
9146,,,Marron,2.5,,
9147,,,Marron,2.5,,
9148,,,Marron,2.5,,
9149,,,Marron,2.5,,
9150,,,Marron,2.5,,
9151,,,Marron,2.5,,
9152,,,Marron,2.5,,
9153,,,Marron,2.5,,
9154,,,Marron,2,,
9155,,,Marron,2,,
9156,,,Marron,2,,
9157,,,Marron,2,,
9158,,,Marron,2,,
9159,,,Marron,2.3,,
9160,,,Marron,2.3,,
9161,,,Marron,2.3,,
9162,,,Marron,2.3,,
9163,,,Marron,2.3,,
9164,,,Marron,2.3,,
9165,,,Marron,2.3,,
9166,,,Marron,2.3,,
9167,,,Marron,2.3,,
9168,,,Marron,2.3,,
9169,,,Marron,2.3,,
9170,,,Marron,2.3,,
9171,,,Marron,2.3,,
9172,,,Marron,2.3,,
9173,,,Marron,2.3,,
9174,,,Marron,2.3,,
9175,,,Marron,2.3,,
9176,,,Marron,2.3,,
9177,,,Marron,2.3,,
9178,,,Marron,2.3,,
9179,,,Marron,2.3,,
9180,,,Marron,2.7,,
9181,,,Marron,2.7,,
9182,,,Marron,4.9,,
9183,,,Marron,4.9,,
9184,,,Marron,4.9,,
9185,,,Marron,4.9,,
9285,,28.5,Beige,7.8,3.9,56.4
9346,,33.6,Beige,0,,67.8
9347,,33.6,Beige,0,,67.8
9384,,26.4,Beige,10.2,6.6,54.3
9385,,26.6,Beige,10.3,7,55.3
9386,,26.6,Beige,10.3,7,55.3
9387,,24.8,Beige,12.1,7.9,51.6
9433,,28.5,Beige,7.3,3.8,52.1
9434,,6.7,Marron,38.4,18,16.3
9435,,6,Marron,26,24,9.3
9436,,8.1,Marron,34.5,22.4,13.6
9438,,6.8,Marron,40.7,23,12.4
9439,,29.5,Beige,1.9,1.9,61.4
9440,,32.8,Beige,0.4,0.6,66.1
9441,,33.5,Beige,0.4,0,66
9442,,30.4,Beige,2.8,2.6,62.3
9443,,30.2,Beige,2.9,3,62.6
9444,,29.3,Beige,1.8,1.6,62.1
9445,,34.2,Beige,1.6,2.3,58.7
9446,,34.7,Beige,1.2,2.1,58.7
9447,,29.5,Beige,9.1,5.9,49.8
9448,,35,Beige,2.8,2.4,59.1
9449,,30.6,Beige,6.1,3.9,51.8
9450,,29.3,Beige,9.1,6.1,49.6
9451,,29.3,Beige,8.7,6.4,49.3
9452,,29,Beige,9.3,6.1,49.1
9453,,30.9,Beige,5,4.1,53.6
9454,,34.9,Beige,1.7,2.1,59.1
9455,,30.7,Beige,5.4,3.6,52.8
9456,,29.8,Beige,8.7,5.7,50
9457,,29.6,Beige,8.2,5.9,50.4
9458,,34.7,Beige,2.6,2.8,58.8
9459,,30.6,Beige,7.3,5.3,51.5
9460,,36.2,Beige,2.5,2.1,60.8
9485,,18.8,Beige,24,10.5,38.8
9488,,22.3,Beige,11.8,6.5,51
9521,,23.3,Beige,15.5,6.9,48.8
9574,,35.3,Beige,0,,72.5
9575,,,Beige,60.9,22.9,
9576,,20.8,Beige,25.7,12,33.7
9577,,23.8,Beige,6,7.6,51.4
9578,,8.5,Beige,16.3,15.9,34.7
9579,,25.4,Beige,0,7.1,54.1
9581,,3.9,Beige,54.8,23.5,7.4
9672,,30.1,Beige,0,4.8,60.2
9673,,30.1,Beige,0,4.8,60.2
9674,,30.1,Beige,0,4.8,60.2
9675,,30.1,Beige,0,4.8,60.2
9676,,30.1,Beige,0,4.8,60.2
9677,,30.1,Beige,0,4.8,60.2
9678,,30.1,Beige,0,4.8,60.2
9681,,10.4,Beige,53.1,5.7,
9697,,22.6,Beige,10.4,9.6,48
9771,,35.9,Marron,6.2,0,54.6
9772,,33.6,Marron,5.1,0,50.7
9774,,35.2,Marron,6.3,0,53.8
9775,,30.2,Marron,9.9,6.9,49.9
9782,,22.6,Marron,15.8,8.4,46.8
9783,,22.6,Marron,15.8,8.4,46.8
9785,,20.9,Marron,16.8,7.7,48.4
9786,,31.3,Beige,7.9,5.2,54.5
9787,,9.4,Beige,37.9,19.8,18.5
9843,,0,Beige,0,,2.8
9852,,,Marron,12,,
9926,,15.2,,23.2,5.6,
9930,,18.5,Beige,21.4,11.8,38.1
9941,,25.8,Beige,10.2,7.5,51.9
9942,,25.8,Beige,10.2,7.5,51.9
9961,,25.2,Beige,10.8,7.6,50.8
10002,,29.4,Beige,4.4,2.4,58.8
10003,,29.4,Beige,4.4,2.4,58.8
10004,,29.4,Beige,4.4,2.4,58.8
10005,,29.4,Beige,4.4,2.4,58.8
10006,,29.4,Beige,4.4,2.4,58.8
10099,,49.5,Beige,12.4,,
10100,,29.2,Beige,11.5,,47.3
10107,,25.7,Beige,0,5.3,56.4
10134,,6.9,Beige,58,4,
10135,,6.9,Beige,58,4,
10136,,6.9,Beige,58,4,
10137,,6.9,Beige,58,4,
10138,,6.9,Beige,58,4,
10148,,28.5,Marron,15.9,8.8,38
10149,,28.5,Marron,15.9,8.8,38
10150,,28.5,Marron,15.9,8.8,38
10151,,28.5,Marron,15.9,8.8,38
10152,,26.1,Marron,14.5,9,43
10153,,26.1,Marron,14.5,9,43
10154,,26.1,Marron,14.5,9,43
10155,,26.1,Marron,14.5,9,43
10156,,26.1,Marron,14.5,9,43
10157,,20.5,Marron,19.7,12,39.1
10167,,19.7,Marron,10.8,,38.8
10168,,19.7,Marron,10.9,,38.9
10169,,20,Marron,10.6,,39.4
10170,,20.2,Marron,10,,39.9
10171,,20,Marron,11.1,,39.7
10308,,30.6,Beige,0,0,60.4
10309,,30.6,Beige,0,0,60.4
10310,,30.6,Beige,0,0,60.4
10311,,30.6,Beige,0,0,60.4
10312,,30.6,Beige,0,0,60.4
10313,,30.6,Beige,0,0,60.4
10314,,30.6,Beige,0,0,60.4
10315,,30.6,Beige,0,0,60.4
10316,,30.6,Beige,0,0,60.4
10318,,30.5,Beige,3.4,0,61.1
10319,,30.5,Beige,3.4,0,61.1
10320,,30.5,Beige,3.4,0,61.1
10438,,20,Marron,11.1,,39.7
10439,,20,Marron,11.1,,39.7
10440,,20,Marron,11.1,,39.7
10441,,20,Marron,11.1,,39.7
10442,,20,Marron,11.1,,39.7
10537,,24.9,Marron,10,7.2,53
10538,,24.9,Marron,10,7.2,53
10539,,24.9,Marron,10,7.2,53
10540,,24.9,Marron,10,7.2,53
10541,,24.9,Marron,10,7.2,53
10542,,24.9,Marron,10,7.2,53
10543,,24.9,Marron,10,7.2,53
10692,,27.6,Marron,5.9,6.1,57.5
10694,,28.8,Beige,5.5,6.7,59
10695,,28.8,Beige,5.5,6.7,59
10696,,28.8,Beige,5.5,6.7,59
10697,,28.8,Beige,5.5,6.7,59
10698,,29.5,Beige,5.3,6.8,60.4
10699,,29.5,Beige,5.3,6.8,60.4
10700,,29.5,Beige,5.3,6.8,60.4
10701,,29.8,Beige,10.6,6.4,48
10702,,26.2,Beige,8.8,6.2,54
10799,,8.6,Marron,28.7,22.2,16.5
10802,,26.9,Marron,6.9,5.2,51.5
10803,,26.9,Marron,6.9,5.2,51.5
10883,,22.7,Multicolore,16.2,8.8,45.7
10897,,17.3,Beige,23.1,13.8,33.5
10898,,20.1,Beige,18.3,10.8,39.3
10933,,27.7,Beige,8.3,4.7,56.3
10934,,27.7,Beige,8.3,4.7,56.3
10935,,27.7,Beige,8.3,4.7,56.3
10936,,27.7,Beige,8.3,4.7,56.3
10937,,,Beige,56.5,29.4,
10977,,33,Marron,7.1,0,41.6
10978,,33,Marron,7.1,0,41.6
10999,,36.6,Beige,3.6,0,49.9
11000,,36.6,Beige,3.6,0,49.9
11001,,36.6,Beige,3.6,0,49.9
11002,,36.6,Beige,3.6,0,49.9
11003,,36.6,Beige,3.6,0,49.9
11004,,36.7,Beige,0,0,49.7
11005,,36.7,Beige,0,0,49.7
11066,,26.6,Beige,8.6,0,53.5
11067,,26.6,Beige,8.6,0,53.5
11068,,26.6,Beige,8.6,0,53.5
11069,,26.6,Beige,8.6,0,53.5
11070,,26.2,Beige,8,0,53.1
11071,,30,Beige,4.3,0,58.9
11081,,34.7,Marron,3.1,,59.6
11082,,34.7,Marron,3.1,,59.6
11083,,31.4,Marron,2.2,,62.2
11158,,22.6,Beige,18.4,8.5,40.6
11159,,22.6,Beige,18.4,8.5,40.6
11233,,28,Marron,5,4,53
11236,,30,Blanc Cassé,6,4,54
11301,,36.2,Beige,5.6,3.1,50.3
11302,,25.8,Beige,14.1,7.6,50.6
11313,,17.8,Beige,22.5,10.1,44.1
11326,,24.2,Beige,11.7,5.7,56.4
11327,,24.4,Beige,10.7,5.3,56.1
11328,,29.4,Beige,3.9,0,60.4
11340,,5.7,Beige,85.6,11.7,
11342,,11.7,Beige,54.7,6.4,
11343,,12,Beige,50.9,6.3,
11346,,27.7,Beige,12.5,16.3,
11347,,27.6,Beige,12.4,15.6,
11350,,12,Beige,60.1,5.2,
11351,,11.7,Beige,68.8,5.4,
11352,,5.4,Beige,79.9,11.2,
11358,,18,Beige,24.9,0,
11369,,23.5,Beige,45.2,0,
11376,,4.1,Beige,48.2,25.8,7.5
11377,,28.1,Beige,8.2,0,55.2
11378,,12,Beige,35,19.1,23.1
11379,,29.8,Beige,6.4,0,59
11414,,28.3,Beige,4.6,6,57.8
11415,,28.3,Beige,4.6,6,57.8
11416,,28.3,Beige,4.6,6,57.8
11417,,28.3,Beige,4.6,6,57.8
11418,,28.3,Beige,4.6,6,57.8
11435,,31.1,Beige,0,4.4,62.6
11436,,31.1,Beige,0,4.4,62.6
11437,,31.1,Beige,0,4.4,62.6
11438,,31.1,Beige,0,4.4,62.6
11439,,31.1,Beige,0,4.4,62.6
11440,,28.1,Beige,4.4,6.4,57.1
11444,,27.4,Beige,3.7,7.1,56.9
11445,,27.4,Beige,3.7,7.1,56.9
11446,,27.4,Beige,3.7,7.1,56.9
11447,,27.4,Beige,3.7,7.1,56.9
11494,,28.8,Marron,6.6,0,58.1
11495,,28.8,Marron,6.6,0,58.1
11496,,28,Marron,7.1,0,57.4
11497,,28,Marron,7.1,0,57.4
11498,,28,Marron,7.1,0,57.4
11499,,28,Marron,5.8,0,57.2
11500,,28.4,Marron,6,0,57.7
11501,,28.8,Marron,5.6,0,58.5
11502,,28.8,Marron,5.6,0,58.5
11503,,29.6,Marron,6,0,60.7
11504,,28.7,Marron,7.6,0,58.6
11505,,28.7,Marron,7.6,0,58.6
11506,,28.7,Marron,7.6,0,58.6
11507,,28.7,Marron,7.6,0,58.6
11508,,28.6,Marron,5.8,0,58.2
11509,,28.6,Marron,5.4,0,58.4
11510,,28.7,Marron,4.9,0,58.9
11557,,30.6,Beige,0,0,60.4
11558,,30.6,Beige,0,0,60.4
11677,,17.9,Beige,25.1,11.9,33.4
11678,,17.9,Beige,25.1,11.9,33.4
11679,,16.6,Beige,21.3,12.6,37.8
11680,,18.1,Beige,25,11.8,33.7
11712,,28.1,Marron,5.8,0,59.8
11743,,19.5,Beige,21.3,10.3,39.7
11744,,20,Beige,22,10.6,40
11773,,25.1,Beige,9.1,5.5,52.3
11774,,25.3,Beige,14.7,8,42.5
11779,,15.5,Beige,49.7,0,
11780,,15.5,Beige,49.7,0,
11781,,15.5,Beige,49.7,0,
11782,,15.5,Beige,49.7,0,
11783,,6,Beige,79.9,10.8,
11784,,6,Beige,79.9,10.8,
11785,,6,Beige,79.9,10.8,
11786,,6,Beige,79.9,10.8,
11857,,23,Beige,4,2,70
11859,,,Beige,53.3,28.3,
11860,,,Beige,53.3,28.3,
11861,,,Beige,53.3,28.3,
11862,,17.7,Beige,17.8,0,
11863,,24.3,Beige,46.5,0,
11887,,30.9,Beige,0,0,63.3
11888,,30.9,Beige,0,0,63.3
11889,,30.9,Beige,0,0,63.3
11890,,26.8,Beige,5.6,5.3,61.3
11891,,30.7,Beige,3.3,0,63.7
11892,,25.9,Beige,4.5,5.6,59.5
11893,,25.9,Beige,4.5,5.6,59.5
11894,,25.9,Beige,4.5,5.6,59.5
11895,,25.9,Beige,4.5,5.6,59.5
11896,,25.9,Beige,4.5,5.6,59.5
11897,,25.9,Beige,4.5,5.6,59.5
11926,,22.7,Beige,17.9,7.8,46.6
11928,,,Beige,,,
11992,,26.9,Beige,4.7,5.3,61.5
11993,,25.9,Beige,4.5,5.6,59.5
11994,,25.9,Beige,4.5,5.6,59.5
11995,,30.4,Beige,3.3,0,61.6
11996,,27.4,Beige,0,4.6,58.2
12031,,25.6,Beige,8.1,0,62.3
12032,,25.6,Beige,8.1,0,62.3
12034,,25.8,Beige,6,0,63.4
12083,,29.5,Beige,3.8,0,62.5
12084,,29.2,Beige,12.1,6.1,57.9
12085,,31.3,Beige,4.4,0,65.2
12086,,22.6,Beige,26.6,13.2,32.2
12101,,26,Beige,11,6,49
12119,,29.4,Autre,3.4,2.5,61.7
12120,,8.3,Beige,31.9,4.5,
12224,,23.1,Beige,16.7,7.1,47
12225,,23.1,Beige,16.7,7.1,47
12226,,23.1,Beige,16.7,7.1,47
12227,,23.1,Beige,16.7,7.1,47
12229,,,Beige,58.3,23.1,
12296,,21.1,Beige,18.6,10.1,42.6
12331,,26,Beige,13,8,51
12332,,26,Beige,13,8,51
12374,,24.3,Beige,11.4,5.2,49.8
12403,,28.7,Beige,13.2,5.8,47.3
12441,,17.5,Beige,34.1,0,11.7
12453,,24.5,Beige,10.1,0,47.8
12486,,21.6,Beige,13.6,7.8,45.1
12487,,21.6,Beige,13.6,7.8,45.1
12488,,21.6,Beige,13.6,7.8,45.1
12489,,21.4,Beige,10.8,7.8,44
12490,,21.4,Beige,10.8,7.8,44
12491,,21.2,Beige,13.2,8,43.5
12492,,21.2,Beige,13.2,8,43.5
12493,,21.5,Beige,10.8,7.4,44.1
12515,,28,Autre,5.8,3.7,56.3
12559,,,Autre,54.2,30.3,
12560,,,Autre,53.1,31.2,
12561,,,Autre,54.1,31.3,
12562,,,Autre,51.7,28,
12564,,34.3,Autre,7.1,2.8,49.3
12574,,20.2,Beige,23.4,11.2,41.2
12590,,0,Blanche,0,,0
12591,,24.6,Marron,0,0,48.5
12594,,33.9,Beige,0,,67.7
12595,,0,Blanc Cassé,0,,
12597,,26.6,Beige,7.7,0,55
12598,,26.6,Beige,7.7,0,55
12599,,26.6,Beige,7.7,0,55
12600,,26.6,Beige,7.7,0,55
12601,,26.6,Beige,7.7,0,55
12602,,26.6,Beige,7.7,0,55
12616,,20.5,Marron,1.2,1,62.7
12756,,6.8,Beige,51.2,4.1,
12757,,5.2,Beige,39.7,3.7,
12758,,9.8,Beige,54,4.3,
12759,,15.5,Beige,19.6,0,
12790,,15.2,Beige,42.9,4.5,
12844,,21.6,Beige,17.3,9.2,44.5
12845,,22.7,Beige,17.2,9.6,45.8
12894,,26.6,Beige,9.5,4.6,53.2
12895,,26.6,Beige,9.5,4.6,53.2
12896,,26.6,Beige,9.5,4.6,53.2
12944,,26.8,Beige,6.2,0,54.5
12945,,26.6,Beige,8.1,0,54
12946,,33.1,Beige,6.7,0,51.5
12947,,27.1,Beige,7.3,0,54.1
12948,,29.3,Beige,4.2,0,58.1
12949,,,Beige,45.8,26.6,
13058,,33.2,Marron,7.3,0,42.9
13098,,22.8,Beige,17.2,9.5,42.2
13099,,22.8,Beige,17.2,9.5,42.2
13100,,22.8,Beige,17.2,9.5,42.2
13101,,22.8,Beige,17.2,9.5,42.2
13126,,16.7,Beige,48.8,6.2,
13128,,27.9,Beige,16.7,8.1,35.7
13129,,27.9,Beige,16.7,8.1,35.7
13130,,27.9,Beige,16.7,8.1,35.7
13131,,22.4,Beige,15.6,9.5,39.9
13132,,25,Beige,15.1,9.9,36.7
13133,,25,Beige,15.1,9.9,36.7
13134,,21.7,Beige,18.2,8.6,37
13135,,24.2,Beige,16.9,8.7,35.8
13194,,29.3,Beige,3.4,3.2,52.7
13195,,29.3,Beige,3.4,3.2,52.7
13196,,29.3,Beige,3.4,3.2,52.7
13197,,29.3,Beige,3.4,3.2,52.7
13198,,29.3,Beige,3.4,3.2,52.7
13199,,29.3,Beige,3.4,3.2,52.7
13200,,29.3,Beige,3.4,3.2,52.7
13201,,29.3,Beige,3.4,3.2,52.7
13202,,29.3,Beige,3.4,3.2,52.7
13203,,29.3,Beige,3.4,3.2,52.7
13204,,29.3,Beige,3.4,3.2,52.7
13205,,29.3,Beige,3.4,3.2,52.7
13206,,29.3,Beige,3.4,3.2,52.7
13207,,29.3,Beige,3.4,3.2,52.7
13323,,22.6,Beige,15.8,,44.3
13324,,22.6,Beige,15.8,,44.3
13336,,29,Beige,4,3,62
13350,,25,Marron,22,10,33
13351,,26.8,Beige,7.3,0,57.2
13353,,4.8,Marron,49.1,19.4,5.9
13405,,42.8,Beige,10.7,0,39.9
13469,,19.5,Beige,20.6,9.7,40.4
13470,,19.5,Beige,20.6,9.7,40.4
13471,,19.5,Beige,20.6,9.7,40.4
13472,,19.5,Beige,20.6,9.7,40.4
13473,,19.5,Beige,20.6,9.7,40.4
13474,,19.5,Beige,20.6,9.7,40.4
13475,,18.1,Beige,23.2,10.4,38
13501,,24.9,Marron,11.8,5.7,53
13506,,23.9,Beige,10.7,5.6,52.1
13543,,26.3,Beige,13.6,6,49.9
13544,,26.3,Beige,13.6,6,49.9
13545,,26.3,Beige,13.6,6,49.9
13546,,26.3,Beige,13.6,6,49.9
13547,,26.3,Beige,13.6,6,49.9
13548,,26.3,Beige,13.6,6,49.9
13554,,51.9,Beige,0,0,46.1
13555,,51.9,Beige,0,0,46.1
13556,,51.9,Beige,0,0,46.1
13557,,51.9,Beige,0,0,46.1
13558,,51.9,Beige,0,0,46.1
13559,,51.9,Beige,0,0,46.1
13560,,51.9,Beige,0,0,46.1
13561,,51.9,Beige,0,0,46.1
13562,,51.9,Beige,0,0,46.1
13586,,13.5,Beige,32.4,15.2,27.8
13713,,22.9,Beige,0,0,44.9
13714,,4.5,Marron,0,0,8
13738,,6.7,Blanc Cassé,19,0.9,3.9
13798,,13.1,Beige,51,6.4,30.2
13848,,23.4,Beige,13.8,6.6,47.8
14019,,23,Beige,15,8,47
14020,,23,Beige,15,8,47
14044,,,Beige,10.2,,
14045,,,Beige,5,,
14046,,,Beige,5,,
14073,,0,Beige,58.3,26.4,0
14080,,25,Beige,9.6,0,54.4
14159,,21.7,Beige,12.3,7.4,45
14178,,,Beige,53.5,29,
14179,,,Beige,53.5,29,
14180,,,Beige,53.5,29,
14219,,29.1,Beige,3.7,2.5,56.9
14259,,18.8,Beige,10,8.2,35.3
20561,,26,Beige,11,5,51
20562,,26,Beige,11,5,51
20579,,29,Beige,4,3,54
20580,,29,Beige,4,3,54
20581,,32,Beige,10,4,48
20582,,32,Beige,10,4,48
20583,,24,Beige,14,4,51
20584,,24,Beige,14,4,51
20585,,32,Beige,10,4,48
20586,,32,Beige,10,4,48
20587,,32,Beige,10,4,48
20588,,32,Beige,10,4,48
20589,,32,Beige,10,4,48
20590,,32,Beige,10,4,48
20630,,27,Beige,11,6,53
20631,,27,Beige,11,6,53
20632,,30,Beige,9,3,55
20633,,30,Beige,9,3,55
20634,,24,Beige,16,5,45
20635,,24,Beige,16,5,45
20636,,27,Beige,12,5,51
20637,,27,Beige,12,5,51
20638,,26,Beige,12,7,50
20639,,26,Beige,12,7,50
20642,,29,Beige,9,5,35
20643,,29,Beige,9,5,35
20644,,26,Beige,12,7,49
20645,,26,Beige,12,7,49
20646,,29,Beige,11,4,55
20647,,29,Beige,11,4,55
