id,_3_4_methylene_dioxy_methylamphetamine,cafeine,cocaine,couleur,levamisole,lidocaine,n_methyl_tryptamine
1098,,0,88.2,Blanche,0,0,
1099,,0,88.2,Blanche,0,0,
1103,,0,90.6,Blanche,0,0,
1104,,0,90.6,Blanche,0,0,
1105,,0,90.6,Blanche,0,0,
1106,,0,90.6,Blanche,0,0,
1107,,0,90.6,Blanche,0,0,
1108,,0,90.6,Blanche,0,0,
1109,,0,90.6,Blanche,0,0,
1126,,0,93.5,Blanche,0,0,
1127,,0,93.5,Blanche,0,0,
1128,,0,93.5,Blanche,0,0,
1129,,0,93.5,Blanche,0,0,
1130,,0,93.5,Blanche,0,0,
1131,,0,95.9,Blanche,0,0,
1132,,0,95.9,Blanche,0,0,
1133,,0,95.9,Blanche,0,0,
1134,,0,95.9,Blanche,0,0,
1135,,0,95.9,Blanche,0,0,
1146,,0,85.3,Blanche,0,0,
1147,,0,85.3,Blanche,0,0,
1148,,0,69.4,Blanche,0,0,
1149,,0,72.3,Blanche,0,0,
1150,,0,72.3,Blanche,0,0,
1151,,0,66.2,Blanche,0,0,
1152,,0,66.2,Blanche,0,0,
1153,,0,66.2,Blanche,0,0,
1154,,0,66.2,Blanche,0,0,
1156,,0,92,Blanche,0,0,
1157,,0,92,Blanche,0,0,
1158,,0,92,Blanche,0,0,
1159,,0,92,Blanche,0,0,
1160,,0,92,Blanche,0,0,
1161,,0,92,Blanche,0,0,
1173,,0,93.9,Blanche,0,0,
1174,,0,93.9,Blanche,0,0,
1175,,0,93.9,Blanche,0,0,
1176,,0,93.9,Blanche,0,0,
1177,,0,93.9,Blanche,0,0,
1200,,0,23,Blanche,0,0,
1201,,0,60,Blanche,12,0,
1209,,6,46.9,Blanche,35.4,0,
1240,,0,85.2,Blanche,0,0,
1241,,0,85.2,Blanche,0,0,
1242,,0,85.2,Blanche,0,0,
1243,,0,85.2,Blanche,0,0,
1244,,0,85.2,Blanche,0,0,
1245,,0,85.2,Blanche,0,0,
1246,,0,89.6,Blanche,0,0,
1247,,0,70.2,Blanche,0,0,
1248,,0,68.4,Blanche,0,0,
1251,,0,0,Translucide,0,0,
1252,,0,59.5,Blanche,7.3,0,
1271,,0,90.7,Blanche,0,0,
1272,,0,90.7,Blanche,0,0,
1273,,0,90.7,Blanche,0,0,
1274,,0,53.1,Blanche,0,0,
1275,,0,71.4,Blanche,0,0,
1276,,0,62.6,Blanche,0,0,
1277,,0,68.3,Blanche,0,0,
1302,,0,96.4,Blanche,0,0,
1303,,0,96.4,Blanche,0,0,
1308,,0,59.2,Blanche,0,0,
1361,,0,65.2,Blanche,11.6,0,
1362,,0,65.3,Blanche,12.7,0,
1376,,15.65,71.1,Blanche,0,0,
1377,,15.65,71.1,Blanche,0,0,
1378,,15.65,71.1,Blanche,0,0,
1379,,15.65,71.1,Blanche,0,0,
1380,,15.65,71.1,Blanche,0,0,
1381,,15.65,71.1,Blanche,0,0,
1382,,15.65,71.1,Blanche,0,0,
1383,,15.65,71.1,Blanche,0,0,
1384,,15.65,71.1,Blanche,0,0,
1385,,15.65,71.1,Blanche,0,0,
1386,,15.65,71.1,Blanche,0,0,
1387,,15.65,71.1,Blanche,0,0,
1388,,15.65,71.1,Blanche,0,0,
1389,,15.65,71.1,Blanche,0,0,
1390,,15.65,71.1,Blanche,0,0,
1391,,15.65,71.1,Blanche,0,0,
1392,,15.65,71.1,Blanche,0,0,
1393,,15.65,71.1,Blanche,0,0,
1394,,15.65,71.1,Blanche,0,0,
1395,,15.65,71.1,Blanche,0,0,
1396,,15.65,71.1,Blanche,0,0,
1397,,15.65,71.1,Blanche,0,0,
1398,,15.65,71.1,Blanche,0,0,
1399,,15.65,71.1,Blanche,0,0,
1400,,15.65,71.1,Blanche,0,0,
1401,,15.65,71.1,Blanche,0,0,
1402,,15.65,71.1,Blanche,0,0,
1403,,15.65,71.1,Blanche,0,0,
1472,,0,92.6,Blanche,0,0,
1473,,0,92.6,Blanche,0,0,
1516,,0,68.6,Blanche,28.4,0,
1529,,0,35.1,Blanche,40,0,
1535,,0,77.9,Blanche,9,0,
1536,,0,77.9,Blanche,9,0,
1539,,0,0,Blanche,0,15.4,
1540,,0,51,Blanche,20.6,0,
1557,,0,62.7,Blanche,37.6,0,
1558,,0,77.3,Blanche,24.2,0,
1570,,0,60.7,Blanc Cassé,4.2,0,
1571,,0,81,Blanche,0,0,
1572,,0,72.7,Blanc Cassé,14.1,0,
1573,,0,72.7,Blanc Cassé,14.1,0,
1583,,0,28.3,Blanche,0,0,
1584,,0,32.4,Blanche,0,0,
1585,,0,30.9,Blanche,0,0,
1586,,0,35.2,Blanche,0,0,
1593,,0,87.5,Blanche,0,0,
1594,,0,87.5,Blanche,0,0,
1595,,0,71.7,Blanc Cassé,13.9,0,
1596,,0,71.7,Blanc Cassé,13.9,0,
1597,,0,76.5,Blanche,18,0,
1610,,0,55.7,Blanche,0,0,
1611,,0,35.3,Blanche,0,0,
1612,,0,95,Blanche,0,0,
1613,,0,74,Blanche,15,0,
1614,,0,74,Blanche,15,0,
1615,,0,74,Blanche,15,0,
1616,,0,74,Blanche,15,0,
1617,,0,74,Blanche,15,0,
1618,,0,74,Blanche,15,0,
1619,,0,56,Blanche,29,0,
1620,,0,56,Blanche,29,0,
1621,,0,56,Blanche,29,0,
1622,,0,56,Blanche,29,0,
1623,,0,56,Blanche,29,0,
1625,,0,95,Blanche,0,0,
1626,,0,73.3,Blanche,15.1,0,
1627,,0,67,Blanche,22,0,
1628,,0,67,Blanche,22,0,
1629,,0,67,Blanche,22,0,
1630,,0,70.9,Blanche,12.25,0,
1631,,0,70.9,Blanche,12.25,0,
1632,,0,59.1,Blanche,23.1,0,
1633,,0,64.3,Blanche,16.9,0,
1634,,0,79.4,Blanche,7.8,0,
1635,,0,79.4,Blanche,7.8,0,
1636,,0,79.4,Blanche,7.8,0,
1637,,0,79.4,Blanche,7.8,0,
1638,,0,79.4,Blanche,7.8,0,
1639,,0,81.8,Blanche,3.3,0,
1640,,0,77.4,Blanche,11.5,0,
1641,,0,73,Blanche,12,0,
1642,,0,73,Blanche,12,0,
1643,,0,90,Blanche,0,0,
1644,,0,90,Blanche,0,0,
1645,,0,85,Blanche,0,0,
1646,,0,85,Blanche,0,0,
1647,,0,85,Blanche,0,0,
1666,,0,21,Blanche,14,3,
1667,,0,21,Blanche,14,3,
1668,,0,21,Blanche,14,3,
1669,,0,21,Blanche,14,3,
1670,,0,25,Blanche,14,2,
1671,,0,25,Blanche,14,2,
1672,,0,25,Blanche,14,2,
1728,,0,79.3,Blanche,4.4,0,
1729,,0,65.9,Blanche,19,0,
1730,,0,71.5,Blanche,17.1,0,
1731,,0,87.8,Blanche,0,0,
1732,,0,87.8,Blanche,0,0,
1733,,0,63.4,Blanche,21.7,0,
1734,,0,84.4,Blanche,0,0,
1735,,0,84.4,Blanche,0,0,
1736,,0,68.7,Blanche,16,0,
1737,,0,68.5,Blanche,17.2,0,
1738,,0,79.6,Blanche,4.7,0,
1739,,0,49.1,Blanche,5.3,0,
1741,,0,83.5,Blanc Cassé,0,0,
1742,,0,83.5,Blanc Cassé,0,0,
1757,,5.8,66.5,Blanche,0,0,
1758,,4.1,80.5,Blanche,0,0,
1759,,21.2,46.6,Blanche,0,0,
1760,,4.5,21.5,Blanche,44,0,
1761,,6.5,81.6,Blanche,0,0,
1762,,0,29.9,Blanche,0,7.1,
1768,,0,33,Blanche,0,0,
1773,,0,89,Blanche,0,0,
1774,,0,89,Blanche,0,0,
1777,,0,89,Blanche,0,0,
1783,,0,32,Blanche,40,0,
1785,,0,72,Blanche,0,0,
1787,,0,84.2,Blanche,0,0,
1788,,0,59.9,Blanche,0,0,
1789,,0,59.9,Blanche,0,0,
1790,,0,71.2,Blanche,0,0,
1791,,0,64.7,Blanche,0,0,
1792,,0,72.3,Blanche,0,0,
1793,,0,85,Blanche,0,0,
1794,,0,81,Blanche,0,0,
1803,,0,74.9,Blanc Cassé,12,0,
1845,,0,66,Blanche,0,0,
1846,,0,65,Blanche,25,0,
1847,,0,65,Blanche,25,0,
1848,,0,65,Blanche,25,0,
1849,,0,65,Blanche,25,0,
1850,,0,65,Blanche,25,0,
1851,,0,54,Blanche,35,0,
1852,,0,54,Blanche,35,0,
1853,,0,64,Blanche,30,0,
1854,,0,64,Blanche,30,0,
1855,,0,64,Blanche,30,0,
1856,,0,64,Blanche,30,0,
1857,,0,64,Blanche,30,0,
1858,,0,64,Blanche,30,0,
1859,,0,64,Blanche,30,0,
1860,,0,70,Blanche,23,0,
1861,,0,70,Blanche,23,0,
1862,,0,70,Blanche,23,0,
1863,,0,70,Blanche,23,0,
1864,,0,70,Blanche,23,0,
1865,,0,70,Blanche,23,0,
1866,,0,72,Blanche,30,0,
1867,,0,72,Blanche,30,0,
1868,,0,72,Blanche,30,0,
1869,,0,72,Blanche,30,0,
1871,,0,84,Blanche,0,0,
1872,,0,84,Blanche,0,0,
1873,,0,67,Blanche,0,0,
1876,,0,40,Blanche,0,0,
1877,,0,76,Blanche,0,0,
1878,,0,84,Blanche,0,0,
1879,,0,76.4,Blanche,10.4,0,
1880,,0,83.4,Blanche,0,0,
1881,,0,83.4,Blanche,0,0,
1882,,0,65,Blanche,17.4,0,
1883,,0,65,Blanche,17.4,0,
1884,,0,65,Blanche,17.4,0,
1885,,0,76.5,Blanche,8.4,0,
1886,,0,76.5,Blanche,8.4,0,
1910,,0,90,Jaune,0,0,
1911,,0,90,Jaune,0,0,
1912,,0,90,Jaune,0,0,
1913,,0,90,Jaune,0,0,
1914,,0,90,Jaune,0,0,
1915,,0,84.5,Jaune,0,0,
1916,,0,84.5,Jaune,0,0,
1920,,0,31.7,Blanche,36.5,0,
1921,,0,31.7,Blanche,36.5,0,
1922,,0,31.7,Blanche,36.5,0,
1923,,0,31.7,Blanche,36.5,0,
1924,,0,31.7,Blanche,36.5,0,
1925,,0,31.7,Blanche,36.5,0,
1926,,0,31.7,Blanche,36.5,0,
1927,,0,31.7,Blanche,36.5,0,
1931,,0,95.1,Blanche,0,0,
1935,,7.7,79.9,Blanche,0,0,
1936,,7.7,79.9,Blanche,0,0,
1937,,7.7,79.9,Blanche,0,0,
1938,,7.7,79.9,Blanche,0,0,
1940,,0,40,Blanche,0,0,
1941,,0,0,Blanche,0,0,
1942,,0,0,Blanche,0,0,
1943,,0,25.9,Blanc Cassé,11.9,0,
1944,,0,0,Blanche,0,0,
1945,,0,41.6,Blanche,46.8,0,
1946,,0,0,Translucide,0,0,
1974,,0,73.9,Blanche,17.7,0,
1975,,0,74.6,Blanche,14.1,0,
1976,,0,90.5,Blanche,0,0,
1977,,0,77,Blanche,13,0,
1978,,0,74,Blanche,0,0,
1993,,0,81.3,Blanche,0,0,
1994,,0,86,Blanche,0,0,
1995,,0,70.8,Blanche,0,0,
1996,,0,70.8,Blanche,0,0,
1997,,0,68.1,Blanche,0,0,
1998,,0,82.5,Blanche,6.5,0,
1999,,0,85.6,Blanche,5.7,0,
2000,,0,90.6,Blanche,0,0,
2001,,0,33,Blanche,37,0,
2002,,0,33,Blanche,37,0,
2003,,0,33,Blanche,37,0,
2004,,0,33,Blanche,37,0,
2005,,0,77,Blanche,0,0,
2006,,0,77,Blanche,0,0,
2007,,0,77,Blanche,0,0,
2008,,0,77,Blanche,0,0,
2009,,0,77,Blanche,0,0,
2010,,0,77,Blanche,0,0,
2011,,0,77,Blanche,0,0,
2015,,0,49,Blanche,0,0,
2016,,0,56,Blanche,0,0,
2017,,0,56,Blanche,0,0,
2026,,0,49.7,Blanche,11.5,0,
2027,,0,72.6,Blanche,15.7,0,
2028,,0,78.8,Blanche,14.9,0,
2029,,0,76.3,Blanche,10.75,0,
2030,,0,77.1,Blanche,11.7,0,
2061,,0,44.5,Blanche,6.8,0,
2062,,0,44.5,Blanche,6.8,0,
2070,,9,36,Blanche,0,0,
2074,,0,69.8,Blanche,0,0,
2078,,0,76.7,Blanche,0,0,
2079,,0,61.7,Blanche,0,0,
2087,,0,95.6,Blanche,0,0,
2088,,0,95.6,Blanche,0,0,
2095,,0,84,Blanche,4.1,0,
2151,,0,78.1,Blanche,0,0,
2152,,0,70.8,Blanche,0,0,
2153,,0,66.3,Blanche,11.2,0,
2154,,0,66.3,Blanche,11.2,0,
2155,,0,66.3,Blanche,11.2,0,
2199,,0,0,Blanche,0,0,
2200,,0,0,Blanche,0,0,
2213,,0,27,Blanche,0,0,
2214,,0,24,Blanche,2,33,
2215,,0,24,Blanche,2,33,
2216,,0,24,Blanche,2,33,
2217,,0,24,Blanche,2,33,
2218,,0,24,Blanche,2,33,
2219,,0,24,Blanche,2,33,
2220,,0,24,Blanche,2,33,
2238,,0,70,Jaune,0,0,
2239,,0,70,Jaune,0,0,
2240,,0,70,Jaune,0,0,
2255,,0,29,Blanche,0,6,
2256,,0,68,Blanche,0,0,
2257,,0,78,Blanche,0,0,
2293,,0,84.6,Blanche,0,0,
2294,,10.9,31.5,Blanche,53.7,0,
2295,,34.6,0,Blanche,0,67.7,
2297,,0,86,Jaune,0,0,
2298,,0,86,Jaune,0,0,
2299,,0,86,Jaune,0,0,
2300,,0,86,Jaune,0,0,
2301,,0,86,Jaune,0,0,
2305,,0,75.2,Blanche,0,0,
2306,,29.7,27.4,Blanche,31.5,0,
2317,,0,79,Orange,0,0,
2318,,0,79,Orange,0,0,
2319,,0,79,Orange,0,0,
2320,,0,79,Orange,0,0,
2357,,0,79,Orange,0,0,
2358,,0,79,Vert,0,0,
2359,,0,79,Vert,0,0,
2360,,0,79,Vert,0,0,
2361,,0,79,Vert,0,0,
2373,,5.6,58.5,Blanche,0,0,
2384,,0,29,Blanche,0,0,
2388,,0,31,Blanche,45,0,
2389,,0,31,Blanche,45,0,
2392,,0,56,Blanche,0,0,
2393,,0,56,Blanche,0,0,
2413,,0,79.3,Blanche,5.1,0,
2414,,0,79.4,Blanche,5.4,0,
2418,,0,79.7,Blanche,0,0,
2423,,0,80.1,Blanc Cassé,7.5,0,
2429,,0,39,Blanche,5,0,
2430,,0,44,Blanche,6,0,
2438,,18.4,67.2,Blanche,4.7,0,
2448,,0,85,Jaune,0,0,
2450,,0,71.3,Blanche,3.2,0,
2457,,8.9,78.6,Blanche,3.2,0,
2458,,43.9,47.6,Blanche,5.3,0,
2459,,28.7,61.4,Blanche,5,0,
2463,,0,80.2,Blanche,6,0,
2471,,0,93.3,Blanche,0,0,
2472,,0,93.3,Blanche,0,0,
2473,,0,93.3,Blanche,0,0,
2474,,0,93.3,Blanche,0,0,
2475,,0,93.3,Blanche,0,0,
2476,,0,93.3,Blanche,0,0,
2477,,0,93.3,Blanche,0,0,
2499,,0,67.3,Blanche,24.8,0,
2506,,0,58.5,Blanche,0,0,
2508,,0,88.1,Blanche,0,0,
2509,,0,28.6,Blanche,7.1,0,
2516,,13.4,52.2,Blanche,23.3,0,
2520,,0,95.7,Blanche,0,0,
2521,,0,93,Blanche,0,0,
2528,,0,56,Blanche,0,0,
2531,,0,29.4,Blanche,48.2,0,
2545,,0,62,Blanche,0,0,
2552,,0,47.8,Blanche,49.3,0,
2553,,0,47.8,Blanche,49.3,0,
2556,,0,74.2,Blanc Cassé,9.6,0,
2557,,0,86.9,Blanche,0,0,
2558,,0,86.9,Blanche,0,0,
2561,,0,15.2,Blanche,22.5,0,
2562,,0,15.2,Blanche,22.5,0,
2570,,0,41.9,Blanche,0,0,
2597,,0,80,Blanche,6,0,
2617,,0,75,Blanche,0,0,
2621,,0,495,Jaune,0,0,
2622,,0,571,Jaune,0,0,
2623,,0,288,Jaune,0,0,
2624,,0,714,Jaune,0,0,
2625,,0,0,Jaune,0,0,
2649,,0,48,Blanche,9,0,
2653,,4,22,Blanche,71,0,
2684,,0,80,Blanche,7,0,
2685,,0,80,Blanche,7,0,
2693,,0,63.1,Blanche,0,0,
2695,,0,94.3,Blanche,0,0,
2732,,0,75,Blanche,0,0,
2733,,0,75,Blanche,0,0,
2747,,0,84,Blanche,0,0,
2750,,0,77.4,Blanche,0,0,
2751,,0,97.5,Blanche,0,0,
2769,,0,42,Blanche,0,0,
2770,,0,85.2,Blanche,0,0,
2771,,0,87.4,Blanche,0,0,
2772,,0,87.1,Blanche,0,0,
2773,,0,87.4,Blanche,0,0,
2774,,0,86.2,Blanche,0,0,
2806,,0,40,Blanc Cassé,0,0,
2807,,0,40,Blanc Cassé,0,0,
2808,,0,40,Blanc Cassé,0,0,
2809,,0,40,Blanc Cassé,0,0,
2810,,0,40,Blanc Cassé,0,0,
2811,,0,40,Blanc Cassé,0,0,
2851,,0,74,Blanche,0,0,
2852,,0,94.5,Blanche,0,0,
2858,,0,73.2,Blanc Cassé,0,0,
2859,,0,88.2,Blanche,0,0,
2860,,0,75.2,Blanc Cassé,11.8,0,
2861,,0,75.2,Blanc Cassé,11.8,0,
