id,_3_4_methylene_dioxy_methylamphetamine,cafeine,cocaine,couleur,levamisole,lidocaine,n_methyl_tryptamine
7026,,0,33.1,Beige,0,0,
7027,,0,42.6,Jaune,0,0,
7028,,0,41.2,Vert,0,0,
7029,,0,43.1,Rose,0,0,
7030,,0,42.4,Orange,0,0,
7031,,0,42.4,Orange,0,0,
7032,,0,38.7,Beige,0,0,
7033,,0,38.7,Beige,0,0,
7034,,0,38.7,Beige,0,0,
7035,,0,38.7,Beige,0,0,
7036,,0,35.9,Marron,0,0,
7037,,0,35.9,Marron,0,0,
7038,,0,35.9,Marron,0,0,
7039,,0,35.9,Marron,0,0,
7040,,0,43.4,Vert,0,0,
7041,,0,43.4,Vert,0,0,
7042,,0,43.4,Vert,0,0,
7047,,0,92.1,Blanche,0,0,
7060,,0,92,Blanche,0,0,
7061,,0,776,,0,0,
7073,,0,45.4,Blanche,8.2,0,
7085,,0,86.5,Jaune,0,0,
7086,,0,84.7,Jaune,0,0,
7087,,0,86.7,Jaune,0,0,
7162,,0,60.8,Blanche,0,0,
7167,,0,61.6,Blanche,20.5,0,
7209,,0,91.4,Blanche,0,0,
7210,,0,94.9,Blanche,0,0,
7211,,0,93.7,Blanche,0,0,
7212,,0,94,Blanche,0,0,
7213,,0,92.9,Blanche,0,0,
7214,,0,93.6,Blanche,0,0,
7230,,0,93.4,Blanche,0,0,
7231,,0,93.4,Blanche,0,0,
7232,,0,93.4,Blanche,0,0,
7233,,0,93.4,Blanche,0,0,
7234,,0,93.4,Blanche,0,0,
7235,,0,93.4,Blanche,0,0,
7236,,0,83.9,Blanche,0,0,
7237,,0,83.9,Blanche,0,0,
7238,,0,84.5,Blanche,0,0,
7239,,0,34.6,Blanche,0,0,
7253,,100,0,Blanche,0,0,
7263,,0,94.9,Blanche,0,0,
7266,,0,78.3,Blanche,13.8,0,
7267,,0,90.1,Blanche,0,0,
7268,,0,96.7,Blanche,0,0,
7269,,0,91.5,Blanche,0,0,
7281,,0,98.8,Blanche,0,0,
7284,,0,86.3,Blanche,0,0,
7285,,0,88.9,Blanche,0,0,
7323,,0,42,Blanche,0,0,
7324,,0,83,Blanche,0,0,
7325,,0,69,Blanche,0,0,
7332,,0,93.8,Blanche,0,0,
7333,,0,91.5,Blanche,0,0,
7334,,0,83.9,Blanche,0,0,
7335,,0,97.1,Blanche,0,0,
7336,,0,0,,0,0,
7338,,0,95.4,Blanche,0,0,
7339,,0,73.7,Blanche,0,0,
7340,,0,73.7,Blanche,0,0,
7341,,0,73.7,Blanche,0,0,
7342,,0,73.7,Blanche,0,0,
7343,,0,73.7,Blanche,0,0,
7344,,0,73.7,Blanche,0,0,
7345,,0,73.7,Blanche,0,0,
7346,,0,95.6,Blanche,0,0,
7347,,0,97.9,Blanche,0,0,
7349,,0,94.1,Blanche,0,0,
7350,,0,93.1,Blanche,0,0,
7365,,0,43.5,Blanche,0,0,
7366,,0,62.5,Blanche,0,0,
7367,,0,46.9,Blanche,0,0,
7368,,0,20.8,Blanche,0,0,
7369,,0,28.7,Blanche,0,0,
7370,,0,65.1,Blanche,0,0,
7371,,0,69.1,Blanche,0,0,
7372,,0,42.5,Blanche,0,0,
7389,,0,81.8,Blanche,0,0,
7390,,24.1,33.3,Blanche,31.9,0,
7401,,0,75.4,Blanche,0,0,
7404,,0,75.7,Blanche,0,0,
7405,,0,91.1,Blanche,0,0,
7413,,0,714,,0,0,
7417,,0,685,,0,0,
7418,,0,41.9,Blanche,49.8,0,
7419,,0,44.8,Blanche,0,0,
7420,,0,44.8,Blanche,0,0,
7438,,0,87.3,Blanche,0,0,
7439,,0,88.3,Blanche,0,0,
7440,,0,81.4,Blanche,8.5,0,
7442,,0,49.4,Blanche,39.8,0,
7443,,0,49.4,Blanche,39.8,0,
7444,,0,49.4,Blanche,39.8,0,
7445,,0,49.4,Blanche,39.8,0,
7446,,0,49.4,Blanche,39.8,0,
7447,,0,49.4,Blanche,39.8,0,
7448,,0,49.4,Blanche,39.8,0,
7450,,0,52,Blanche,37.3,0,
7451,,0,52,Blanche,37.3,0,
7452,,0,52,Blanche,37.3,0,
7453,,0,52,Blanche,37.3,0,
7454,,0,52,Blanche,37.3,0,
7455,,0,52,Blanche,37.3,0,
7462,,0,89.6,Blanche,0,0,
7463,,0,89.6,Blanche,0,0,
7467,,0,25,Blanche,65,0,
7468,,0,87.4,Blanche,0,0,
7481,,0,0,,0,0,
7488,,0,34.4,Blanche,0,0,
7489,,0,34.4,Blanche,0,0,
7490,,0,34.4,Blanche,0,0,
7491,,0,35,Blanche,24.1,0,
7492,,0,35,Blanche,24.1,0,
7493,,0,35,Blanche,24.1,0,
7494,,0,35,Blanche,24.1,0,
7496,,15,34,Blanche,1,0,
7500,,15,34,Blanche,1,0,
7513,,0,385,,0,0,
7514,,0,96.2,Blanche,0,0,
7515,,0,96.2,Blanche,0,0,
7516,,0,96.2,Blanche,0,0,
7517,,0,96.2,Blanche,0,0,
7518,,0,96.2,Blanche,0,0,
7519,,0,96.2,Blanche,0,0,
7520,,0,96.2,Blanche,0,0,
7521,,0,96.2,Blanche,0,0,
7522,,0,96.2,Blanche,0,0,
7523,,0,95.6,Blanche,0,0,
7524,,0,95.6,Blanche,0,0,
7525,,0,95.6,Blanche,0,0,
7526,,0,95.6,Blanche,0,0,
7527,,0,95.6,Blanche,0,0,
7528,,0,95.6,Blanche,0,0,
7529,,0,95.6,Blanche,0,0,
7530,,0,95.6,Blanche,0,0,
7531,,0,95.6,Blanche,0,0,
7532,,0,95.6,Blanche,0,0,
7533,,0,95.6,Blanche,0,0,
7534,,0,95.6,Blanche,0,0,
7537,,0,83.7,Blanche,0,0,
7538,,0,75.6,Blanche,11.5,0,
7539,,0,75.6,Blanche,11.5,0,
7540,,0,75.6,Blanche,11.5,0,
7541,,0,75.6,Blanche,11.5,0,
7543,,0,30,Blanc Cassé,0,0,
7549,,0,93.9,Blanche,0,0,
7550,,0,87.5,Blanche,0,0,
7551,,0,84.5,Blanche,0,0,
7557,,0,63.6,Blanc Cassé,8.7,0,
7558,,0,74.8,Blanc Cassé,0,0,
7567,,0,75,Blanche,8.3,0,
7568,,0,75,Blanche,8.3,0,
7569,,0,75,Blanche,8.3,0,
7570,,0,75,Blanche,8.3,0,
7571,,0,75,Blanche,8.3,0,
7572,,0,75,Blanche,8.3,0,
7573,,0,75,Blanche,8.3,0,
7574,,0,75,Blanche,8.3,0,
7575,,0,75,Blanche,8.3,0,
7576,,0,75,Blanche,8.3,0,
7577,,0,75,Blanche,8.3,0,
7578,,0,75,Blanche,8.3,0,
7579,,0,75,Blanche,8.3,0,
7580,,0,75,Blanche,8.3,0,
7581,,0,90.8,Blanche,0,0,
7582,,0,90.8,Blanche,0,0,
7583,,0,90.8,Blanche,0,0,
7584,,0,90.8,Blanche,0,0,
7585,,0,90.8,Blanche,0,0,
7586,,0,90.8,Blanche,0,0,
7587,,0,90.8,Blanche,0,0,
7588,,0,90.8,Blanche,0,0,
7589,,0,90.8,Blanche,0,0,
7590,,0,90.8,Blanche,0,0,
7591,,0,90.8,Blanche,0,0,
7597,,0,77.4,Blanche,7,0,
7598,,0,77.4,Blanche,7,0,
7599,,0,77.4,Blanche,7,0,
7600,,0,77.4,Blanche,7,0,
7601,,0,77.4,Blanche,7,0,
7602,,0,77.4,Blanche,7,0,
7603,,0,75.8,Blanche,2.4,0,
7604,,0,86.4,Blanche,0,0,
7605,,4.9,76.1,Blanche,0,0,
7606,,0,85.2,Blanche,0,0,
7607,,0,85.2,Blanche,0,0,
7608,,0,85.2,Blanche,0,0,
7609,,0,85.2,Blanche,0,0,
7610,,0,85.2,Blanche,0,0,
7611,,0,93,Blanche,0,0,
7612,,0,93,Blanche,0,0,
7613,,0,93,Blanche,0,0,
7627,,0,80,Blanche,8,0,
7628,,0,80,Blanche,8,0,
7640,,0,68.4,Blanche,14.9,0,
7643,,0,69.7,Blanche,0,0,
7644,,0,69.7,Blanche,0,0,
7645,,0,0,,0,0,
7650,,0,68.4,Blanche,0,0,
7651,,0,72,Blanc Cassé,0,0,
7652,,0,72,Blanc Cassé,0,0,
7654,,0,0,Bleue,0,0,
7657,,0,98.4,Blanche,0,0,
7685,,0,68.1,Blanche,10,0,
7686,,0,51,Blanche,5,0,
7728,,3,77,Blanche,0,0,
7729,,0,72,Blanche,18,0,
7730,,0,88,Blanche,0,0,
7731,,0,35,Blanche,38,0,
7732,,0,35,Blanche,38,0,
7733,,0,35,Blanche,38,0,
7734,,0,35,Blanche,38,0,
7735,,0,35,Blanche,38,0,
7736,,0,35,Blanche,38,0,
7737,,0,35,Blanche,38,0,
7738,,0,84,Blanche,0,0,
7739,,0,84,Blanche,0,0,
7740,,0,84,Blanche,0,0,
7741,,0,84,Blanche,0,0,
7742,,0,84,Blanche,0,0,
7743,,0,84,Blanche,0,0,
7744,,0,84,Blanche,0,0,
7754,,0,86.7,Blanche,0,0,
7758,,0,93.1,Blanche,0,0,
7759,,0,89.9,Blanche,0,0,
7760,,0,53.9,Blanc Cassé,0,0,
7761,,0,79.4,Blanche,0,0,
7766,,0,91.3,Blanche,0,0,
7767,,0,89.7,Blanche,0,0,
7768,,0,77.7,Blanche,0,0,
7769,,0,63.6,Blanche,0,0,
7771,,0,64.4,Blanche,0,0,
7810,,0,86.4,Blanc Cassé,0,0,
7811,,0,85.6,Blanc Cassé,0,0,
7812,,0,86.1,Blanc Cassé,0,0,
7813,,0,92.6,Blanc Cassé,0,0,
7814,,0,84.5,Blanc Cassé,0,0,
7815,,0,89.2,Blanc Cassé,0,0,
7816,,0,90.4,Blanc Cassé,0,0,
7822,,0,51,Blanche,5,0,
7823,,0,33,Blanche,5,0,
7824,,0,62,Blanche,17,0,
7847,,0,31.6,Blanche,18.5,0,
7848,,0,31.6,Blanche,18.5,0,
7849,,0,31.6,Blanche,18.5,0,
7850,,0,31.6,Blanche,18.5,0,
7851,0,0,32.7,Blanche,16.9,0,
7908,,4.4,81.7,Blanche,3.7,0,
7909,,4.6,83.1,Blanche,3.8,0,
7910,,0,92.4,Blanche,0,0,
7911,,0,89.5,Blanche,0,0,
7912,,0,89.5,Blanche,0,0,
7913,,0,89.5,Blanche,0,0,
7914,,0,90.4,Blanche,0,0,
7953,,0,98.3,Blanche,0,0,
7975,,0,90,Blanche,0,0,
7976,,0,91.2,Blanche,0,0,
7978,,0,77.4,Blanche,0,0,
7979,,0,87.7,Blanche,0,0,
7993,,0,85,Blanche,0,0,
8024,,0,82.8,,3.3,0,
8025,,0,82.8,,3.3,0,
8037,,29.3,0,Beige,0,0,
8061,,0,91.9,Blanche,0,0,
8062,,0,90.2,Blanche,0,0,
8064,,0,88.8,Blanche,0,0,
8065,,0,88.8,Blanche,0,0,
8066,,0,88.8,Blanche,0,0,
8067,,0,88.8,Blanche,0,0,
8068,,0,88.8,Blanche,0,0,
8069,,0,88.8,Blanche,0,0,
8070,,0,88.8,Blanche,0,0,
8071,,0,88.8,Blanche,0,0,
8072,,0,88.8,Blanche,0,0,
8073,,0,88.8,Blanche,0,0,
8074,,0,88.8,Blanche,0,0,
8075,,0,88.8,Blanche,0,0,
8076,,0,88.8,Blanche,0,0,
8077,,0,88.8,Blanche,0,0,
8078,,0,88.8,Blanche,0,0,
8079,,0,88.8,Blanche,0,0,
8080,,0,88.8,Blanche,0,0,
8081,,0,88.8,Blanche,0,0,
8082,,0,88.8,Blanche,0,0,
8083,,0,88.8,Blanche,0,0,
8084,,0,88.8,Blanche,0,0,
8085,,0,83.6,Blanche,0,0,
8086,,0,94,Blanche,0,0,
8087,,0,89,Blanche,0,0,
8088,,0,89,Blanche,0,0,
8120,,0,78.1,Blanche,0,0,
8121,,0,92.2,Blanche,0,0,
8122,,0,85.6,Blanche,10.6,0,
8123,,0,72.4,Blanche,0,0,
8124,,0,93.1,Blanche,0,0,
8125,,0,100,Blanche,0,0,
8126,,0,100,Blanche,0,0,
8127,,0,100,Blanche,0,0,
8128,,0,100,Blanche,0,0,
8129,,0,100,Blanche,0,0,
8130,,0,100,Blanche,0,0,
8131,,0,100,Blanche,0,0,
8132,,0,83.3,,0,0,
8133,,0,92.9,Blanche,0,0,
8134,,0,94.7,Blanche,0,0,
8135,,0,96.3,Blanche,0,0,
8138,,0,86.4,Blanche,0,0,
8139,,0,0,Blanche,0,0,
8140,,0,84.9,Blanche,0,0,
8170,,0,75.7,Blanc Cassé,0,0,
8171,,0,0,Blanche,0,80.4,
8172,,0,28.9,Blanche,0,13.6,
8173,,0,37.9,Blanche,0,0,
8174,,0,38.2,Blanche,0,0,
8175,,0,37.9,Blanche,0,0,
8197,,0,49.4,Blanche,0,0,
8211,,0,53,Blanche,44.1,0,
8212,,0,60.5,Blanche,27.6,0,
8213,,0,98.2,Blanche,0,0,
8214,,0,63.9,Blanche,6,0,
8215,,0,79.3,Blanche,16.2,0,
8216,,0,78.6,Blanche,13.4,0,
8217,,0,81.8,Blanche,10.5,0,
8218,,0,75.3,Blanche,18.3,0,
8219,,0,78.7,Blanche,16.4,0,
8220,,0,73.4,Blanche,16.2,0,
8228,,0,61,Blanche,5,0,
8229,,0,77,Blanche,3,0,
8248,,0,98,Blanche,0,0,
8249,,0,98,Blanche,0,0,
8258,,0,51.1,Blanche,0,0,
8259,,0,51,Blanc Cassé,0,0,
8260,,0,0,Blanche,0,0,
8266,,0,66,Blanche,0,0,
8268,,0,77.6,Blanche,0,0,
8279,,0,99,Blanche,0,0,
8280,,0,99,Blanche,0,0,
8281,,0,99,Blanche,0,0,
8282,,0,99,Blanche,0,0,
8283,,0,99,Blanche,0,0,
8284,,0,99,Blanche,0,0,
8285,,0,89,Blanche,0,0,
8286,,0,89,Blanche,0,0,
8302,,0,55,Blanche,0,0,
8303,,0,55,Blanche,0,0,
8308,,0,90,Blanche,0,0,
8309,,0,50,Blanche,0,0,
8313,,0,58.7,Blanche,0,0,
8314,,0,90.6,Blanche,0,0,
8315,,0,84.4,Blanche,0,0,
8316,,0,93.1,Blanche,0,0,
8317,,0,92.8,Blanche,0,0,
8318,,0,78.2,Blanche,0,0,
8319,,0,88.8,Blanche,0,0,
8320,,0,0,Blanche,0,0,
8321,,0,93,Blanche,0,0,
8325,,0,79.4,Blanche,0,0,
8326,,0,79.4,Blanche,0,0,
8327,,0,80,Blanche,0,0,
8328,,0,80,Blanche,0,0,
8329,,0,80,Blanche,0,0,
8330,,0,80,Blanche,0,0,
8331,,0,80,Blanche,0,0,
8334,,0,77,Blanche,0,0,
8335,,0,77,Blanche,0,0,
8336,,0,80,Blanche,0,0,
8337,,0,80,Blanche,0,0,
8338,,0,80,Blanche,0,0,
8355,,0,94,Blanche,0,0,
8356,,0,94.8,Blanche,0,0,
8357,,0,87,Blanche,0,0,
8361,,0,89.3,Blanche,0,0,
8366,,0,93,Blanche,0,0,
8367,,0,85.1,Blanche,0,0,
8368,,0,90.4,Blanche,0,0,
8383,,0,65.2,Blanche,0,0,
8384,,0,82.2,Blanche,0,0,
8385,,0,81.5,Blanche,3.1,0,
8389,,0,61.2,Blanche,5.2,0,
8390,,0,59.1,Blanche,4.5,0,
8391,,0,59.1,Blanche,5.4,0,
8392,,0,18.3,Blanche,67.9,0,
8393,,0,17.8,Blanche,68.5,0,
8394,,0,18.1,Blanche,68.4,0,
8395,,0,75.5,Blanche,0,0,
8396,,0,20.8,Blanche,50.7,0,
8397,,0,68.6,Blanche,10.8,0,
8398,,0,57,Blanche,4.3,0,
8399,,0,78.6,Blanche,0,0,
8400,,0,77.5,Blanche,0,0,
8418,,0,71.8,Blanche,0,0,
8425,,0,93.3,Blanche,0,0,
8435,,0,63.3,Blanche,0,0,
8438,,0,80.4,Blanche,0,0,
8440,,0,92.3,Blanche,0,0,
8441,,0,92.3,Blanche,0,0,
8442,,0,92.3,Blanche,0,0,
8443,,0,96.8,Blanche,0,0,
8444,,0,57.6,Blanche,0,0,
8447,,0,68.9,Blanche,0,0,
8455,,0,74.8,Blanche,11.2,0,
8458,,0,76.3,Blanche,0,0,
8459,,0,65.3,Blanche,0,0,
8460,,0,86.3,Blanche,0,0,
8500,,0,91,Blanche,0,0,
8501,,0,91,Blanche,0,0,
8502,,0,91,Blanche,0,0,
8503,,0,83,Blanche,0,0,
8504,,0,83,Blanche,0,0,
8505,,0,83,Blanche,0,0,
8506,,13,8,Blanche,0,54,
8507,,13,8,Blanche,0,54,
8508,,0,83,Blanche,0,0,
8512,,2,69,Blanche,7,0,
8513,,0,91,Blanche,0,0,
8532,,0,74.7,Blanche,0,0,
8533,,0,57.8,Blanche,0,0,
8534,,0,0,Blanche,0,0,
8535,,0,87.8,Blanche,0,0,
8536,,0,70.7,Blanche,0,0,
8537,,4.5,74.6,Blanche,0,0,
8538,,0,74.1,Blanche,19.5,0,
8539,,0,74.1,Blanche,19.5,0,
8540,,0,87.8,Blanche,0,0,
8541,,0,87.8,Blanche,0,0,
8543,,0,69.9,Blanche,8,0,
8544,,0,64.8,Blanche,11.4,0,
8546,,0,71,Blanche,0,0,
8547,,0,71,Blanche,0,0,
8548,,0,71,Blanche,0,0,
8549,,0,71,Blanche,0,0,
8550,,0,71,Blanche,0,0,
8551,,0,90.8,Blanche,0,0,
8554,,0,86.8,Blanche,0,0,
8555,,0,61.8,,0,0,
8558,,0,93.5,Blanche,0,0,
8559,,0,51.4,Blanche,10.4,0,
8560,,0,81.5,Blanche,6.1,0,
8561,,0,70.7,Blanche,13.7,0,
8590,,0,44.1,Blanche,41.7,0,
8591,,0,44.1,Blanche,41.7,0,
8592,,0,44.9,Blanche,42.9,0,
8593,,0,88.8,Blanche,0,0,
8594,,0,88.8,Blanche,0,0,
8606,,0,51.1,Blanche,0,0,
8607,,0,51.1,Blanche,0,0,
8608,,0,51.1,Blanche,0,0,
8609,,0,51.1,Blanche,0,0,
8610,,0,51.1,Blanche,0,0,
8611,,0,51.1,Blanche,0,0,
8612,,0,51.1,Blanche,0,0,
8613,,0,51.1,Blanche,0,0,
8614,,7.3,24.3,Blanche,58.2,0,
8615,,7.3,24.3,Blanche,58.2,0,
8617,,0,0,Blanche,0,0,
8619,,4.2,53.4,Blanche,0,0,
8620,,4.7,59.5,Blanche,0,0,
8623,,25.9,36.3,Blanche,14.8,20.1,
8624,,25.9,36.3,Blanche,14.8,20.1,
8625,,25.9,36.3,Blanche,14.8,20.1,
8626,,24.5,32.9,Blanche,21.1,18.2,
8627,,24.5,32.9,Blanche,21.1,18.2,
8628,,24.5,32.9,Blanche,21.1,18.2,
8629,,24.5,32.9,Blanche,21.1,18.2,
8652,,0,89.4,Blanche,0,0,
8664,,0,13.6,Blanche,65.3,0,
8675,,0,17.9,Blanc Cassé,57.4,0,
8710,,0,84.9,Blanche,6.9,0,
8711,,0,84.9,Blanche,6.9,0,
8736,,0,89,Blanche,0,0,
8737,,0,45,Blanche,0,0,
8738,,0,90.5,Blanche,0,0,
8739,,0,86.5,Blanche,0,0,
8741,,0,80.8,Blanche,0,0,
8742,,0,82.6,Blanche,0,0,
8744,,0,40.8,Blanche,0,0,
8745,,0,93,Blanche,0,0,
8746,,0,93,Blanche,0,0,
8747,,0,93,Blanche,0,0,
8752,,0,93.2,Blanche,0,0,
8753,,0,59.2,Blanche,0,0,
8758,,0,92.8,Blanche,0,0,
8759,,0,88.6,Blanche,0,0,
8760,,0,92.9,Blanche,0,0,
8761,,0,86.6,Blanche,0,0,
8762,,0,86.5,Blanche,0,0,
8766,,0,94.9,Blanche,0,0,
8768,,0,93.5,Blanche,0,0,
8769,,0,82.2,Blanche,0,0,
8770,,0,92.5,Blanche,0,0,
8771,,0,89.2,Blanche,0,0,
8775,,0,88.6,Blanche,0,0,
8776,,0,73,Jaune,0,0,
8777,,0,73,Jaune,0,0,
8778,,0,73,Jaune,0,0,
8779,,0,73,Jaune,0,0,
8780,,0,82.2,Jaune,0,0,
8781,,0,82.2,Jaune,0,0,
8782,,0,82.2,Jaune,0,0,
8783,,0,78.3,Jaune,0,0,
8784,,0,78.3,Jaune,0,0,
8785,,0,78.3,Jaune,0,0,
8790,,13.9,57.6,Blanche,9.9,0,
8793,,0,87.7,Blanche,0,0,
8794,,0,0,Blanche,0,0,
8799,,25,40,Blanche,0,0,
8809,,0,66.9,Blanche,0,0,
8810,,0,70.4,Blanche,0,0,
8814,,0,87.3,Blanche,0,0,
8835,,0,87.6,Blanche,0,0,
8836,,0,73.3,Blanche,7.4,0,
8837,,0,36,Blanche,0,7.2,
8838,,0,36,Noir,0,7.2,
8839,,0,35.4,Blanche,0,7.7,
8840,,0,35,Blanche,0,8.5,
8849,,0,77.6,Noir,13.3,0,
8850,,0,79.3,Noir,0,0,
8851,,0,81.1,Noir,0,0,
8852,,0,56.1,Blanche,24.9,0,
8856,,0,80.3,Noir,0,0,
8857,,0,78,Blanche,10.4,0,
8858,,0,78,Blanche,10.4,0,
8859,,0,86.1,Blanche,0,0,
8860,,0,86.1,Blanche,0,0,
8861,,0,86.1,Blanche,0,0,
8862,,0,86.1,Blanche,0,0,
8863,,0,86.1,Blanche,0,0,
8864,,0,86.1,Blanche,0,0,
8865,,0,86.1,Blanche,0,0,
8866,,0,86.1,Blanche,0,0,
8867,,0,86.7,Blanche,0,0,
8868,,0,86.7,Blanche,0,0,
8869,,0,86.7,Blanche,0,0,
8870,,0,86.7,Blanche,0,0,
8871,,0,86.7,Blanche,0,0,
8872,,0,86.7,Blanche,0,0,
8873,,0,86.7,Blanche,0,0,
8874,,0,86.7,Blanche,0,0,
8875,,0,86.7,Blanche,0,0,
8876,,0,86.7,Blanche,0,0,
8877,,0,86.7,Blanche,0,0,
8878,,0,86.7,Blanche,0,0,
8879,,0,86.7,Blanche,0,0,
8880,,0,69,Blanche,15,0,
8881,,0,69,Blanche,15,0,
8882,,0,83.2,Blanche,0,0,
8883,,0,82.4,Blanche,0,0,
8884,,0,82.4,Blanche,0,0,
8885,,0,82.4,Blanche,0,0,
8886,,0,88.9,Blanche,0,0,
8887,,0,79.6,Blanche,5.3,0,
8889,,0,44.5,Blanche,11.6,0,
8925,,0,682,,0,0,
8926,,0,572,,0,0,
8930,,0,64.6,Blanche,25.5,0,
8931,,0,64.6,Blanche,25.5,0,
8932,,0,71.6,Blanche,18.2,0,
8933,,0,71.6,Blanche,18.2,0,
8934,,0,31.7,Blanche,0,0,
8937,,0,672,,0,0,
8938,,0,84.7,Blanche,0,0,
8939,,0,0,,0,0,
8940,,0,89.3,Blanche,0,0,
8942,,0,91.6,Blanche,0,0,
8991,,0,370,,0,0,
8992,,0,717,,0,0,
8993,,0,47.9,Blanche,0,0,
8994,,0,543,,0,0,
8995,,0,86,Blanche,0,0,
8996,,0,76.8,Blanche,0,0,
8998,,0,737,,0,0,
8999,,0,596,,0,0,
9000,,0,596,,0,0,
9004,,0,60.7,Blanche,17.9,0,
9005,,0,66.5,Blanche,0,0,
9006,,0,78.1,Blanche,0,0,
9007,,0,78.1,Blanche,0,0,
9008,,0,66.3,Blanche,0,0,
9057,,0,89,Blanche,0,0,
9058,,0,89,Blanche,0,0,
9059,,0,75,Blanche,0,0,
9060,,0,75,Blanche,0,0,
9061,,0,89,Blanche,0,0,
9062,,0,89,Blanche,0,0,
9063,,0,89,Blanche,0,0,
9084,,0,85.3,Blanche,0,0,
9085,,0,86,Blanche,0,0,
9086,,0,89.9,Blanche,0,0,
9088,,0,78,Blanche,0,0,
9093,,0,0,Jaune,0,0,
9106,,0,39,Blanche,50,0,
9107,,0,50.3,Blanche,0,0,
9108,,0,68.9,Blanche,0,0,
9109,,0,70.4,Blanche,4,0,
9110,,0,86.2,Blanche,0,0,
9111,,0,87.4,Blanche,0,0,
9112,,0,96.3,Blanche,0,0,
9114,,0,39,Blanche,50,0,
9115,,0,39,Blanche,50,0,
9116,,0,39,Blanche,50,0,
9117,,0,39,Blanche,50,0,
9118,,0,39,Blanche,50,0,
9119,,0,39,Blanche,50,0,
9120,,0,39,Blanche,50,0,
9121,,0,39,Blanche,50,0,
9198,,0,16,Blanche,0,0,
9199,,0,16,Blanche,0,0,
9200,,0,51,Blanche,0,0,
9201,,0,42,Blanche,0,0,
9202,,0,76,Blanche,16,0,
9203,,0,76,Blanche,16,0,
9204,,0,76,Blanche,16,0,
9205,,0,76,Blanche,16,0,
9206,,0,76,Blanche,16,0,
9207,,0,76,Blanche,16,0,
9221,,0,70.5,Blanche,11.1,0,
9226,,0,95.3,Blanche,0,0,
9235,,0,94,Blanche,0,0,
9238,,0,86.2,,0,0,
9239,,0,86.2,,0,0,
9240,,0,86.2,,0,0,
9241,,0,86.2,,0,0,
9242,,0,86.2,,0,0,
9243,,0,86.2,,0,0,
9244,,0,86.2,,0,0,
9245,,0,86.2,,0,0,
9249,,0,77.5,Blanche,12.6,0,
9250,,0,77.5,Blanche,12.6,0,
9251,,0,77.5,Blanche,12.6,0,
9252,,0,77.5,Blanche,12.6,0,
9301,,0,75.6,Blanche,6.7,0,
9302,,0,73.6,Blanche,10.2,0,
9303,,0,90.1,Blanche,0,0,
9304,,0,82.7,Blanche,0,0,
9305,,0,83.9,Blanche,0,0,
9306,,0,81.9,Blanche,0,0,
9307,,0,80,Blanche,0,0,
9308,,0,83.1,Blanche,0,0,
9309,,0,79.8,Blanche,0,0,
9310,,0,87.3,Blanche,0,0,
9311,,0,72.4,Blanche,0,0,
9312,,0,59,Blanche,0,0,
9348,,0,81.7,Blanche,0,0,
9349,,0,84.4,Blanche,5.4,0,
9357,,0,84.3,Blanche,0,0,
9358,,0,84.3,Blanche,0,0,
9359,,0,91.3,Blanche,0,0,
9367,,0,74.9,Blanche,5.2,0,
9368,,0,77.6,Blanche,6.1,0,
9370,,0,90.9,Blanche,0,0,
9371,,0,86.7,Blanche,0,0,
9372,,0,91.2,Blanche,0,0,
9376,,0,0,Blanche,29,0,
9377,,0,0,Blanche,31.6,0,
9378,,0,78.5,Blanc Cassé,6.8,0,
9379,,0,77.6,Blanche,0,0,
9380,,0,81.3,Blanche,0,0,
9381,,0,81.6,Blanche,0,0,
9382,,0,70.1,Blanche,10.5,0,
9383,,0,73.6,Blanche,7.8,0,
9391,,0,81,Blanche,0,0,
9392,,0,85,Blanche,0,0,
9393,,0,67,Blanche,0,0,
9394,,0,81,Blanche,0,0,
9395,,0,81,Blanche,0,0,
9396,,0,81,Blanche,0,0,
9397,,0,81,Blanche,0,0,
9398,,0,82.8,,0,0,
9399,,0,82.8,,0,0,
9400,,0,82.8,,0,0,
9401,,0,82.8,,0,0,
9402,,0,82.8,,0,0,
9403,,0,82.8,,0,0,
9404,,0,82.8,,0,0,
9405,,0,82.8,,0,0,
9406,,0,82.8,,0,0,
9407,,0,82.8,,0,0,
9408,,0,81,Blanche,4.6,0,
9409,,0,81,Blanche,4.6,0,
9410,,0,81,Blanche,4.6,0,
9411,,0,81,Blanche,4.6,0,
9412,,0,81,Blanche,4.6,0,
9413,,0,81,Blanche,4.6,0,
9414,,0,81,Blanche,4.6,0,
9415,,0,81,Blanche,4.6,0,
9416,,0,88.9,Blanche,0,0,
9417,,0,88.9,Blanche,0,0,
9418,,0,87.3,Blanche,0,0,
9425,,0,73,Blanche,9.3,0,
9427,,0,79.5,Blanche,0,0,
9468,,9.7,74.6,Blanche,0,0,
9486,,0,91.4,Blanche,0,0,
9487,,0,85.4,Blanche,0,0,
9498,,0,83.2,Blanche,0,0,
9499,,0,84.6,Blanche,0,0,
9500,,0,84.8,Blanche,0,0,
9517,,0,84.6,Blanche,0,0,
9520,,0,74.2,Blanche,0,0,
9522,,0,85.9,Blanche,0,0,
9525,,0,83.6,Blanche,0,0,
9563,,0,35.1,Blanche,0,0,
9564,,0,37.7,Blanche,0,0,
9565,,0,41.6,Blanche,0,0,
9566,,0,32,Blanche,0,0,
9570,,0,33.4,Blanche,0,0,
9572,,0,79.7,Blanche,0,0,
