id,abime,cannabidiol,cannabinol,couleur,delta9_tetrahydrocannabinol,epaisseur,etiquette,hauteur,largeur,longueur,masse,presentation,taux_cbd,taux_cbn,visqueux
4185,False,0,0,,34.3,0,False,0,0,0,0,Morceaux,1.7,0,False
4187,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
4188,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
4189,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
4190,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
4191,False,0,0,,21,0,False,0,0,0,0,Sommités,0,0,False
4192,False,0,0,,33.5,0,False,0,0,0,0,Morceaux,2.3,0.7,False
4193,False,0,0,,33.5,0,False,0,0,0,0,Morceaux,2.3,0.7,False
4194,False,0,0,,33.5,0,False,0,0,0,0,Morceaux,2.3,0.7,False
4195,False,0,0,,33.5,0,False,0,0,0,0,Morceaux,2.3,0.7,False
4196,False,0,0,,29.6,0,False,0,0,0,0,Morceaux,2.1,0.6,False
4197,False,0,0,,29.6,0,False,0,0,0,0,Morceaux,2.1,0.6,False
4198,False,0,0,,29.6,0,False,0,0,0,0,Morceaux,2.1,0.6,False
4199,False,0,0,,29.6,0,False,0,0,0,0,Morceaux,2.1,0.6,False
4224,False,0,0,,19,26,True,0,53.4,94.2,94.83,Plaquette,1.3,1,False
4225,False,0,0,,19,26,True,0,53.4,94.2,94.83,Plaquette,1.3,1,False
4226,False,0,0,,19,26,True,0,53.4,94.2,94.83,Plaquette,1.3,1,False
4227,False,0,0,,23,27.6,True,0,55.9,99.3,94.17,Plaquette,0.7,0.6,False
4228,False,0,0,,23,27.6,True,0,55.9,99.3,94.17,Plaquette,0.7,0.6,False
4229,False,0,0,,33,0,False,0,0,0,0,Morceaux,2.1,2.3,False
4233,False,0,0,,46,0,False,0,0,0,0,Morceaux,0,1,False
4234,False,0,0,,1,0,False,0,0,0,0,Sommités,15,0,False
4235,False,0,0,,0.7,0,False,0,0,0,0,Morceaux,19,0,False
4236,False,0,0,,33.9,22,False,0,58,0,0,Plaquette,1,0,False
4237,False,0,0,,41.9,26,False,0,58,0,0,Plaquette,0,0,False
4238,False,0,0,,32.2,0,False,0,0,0,0,Morceaux,1.6,0,False
4239,False,0,0,,32.2,0,False,0,0,0,0,Morceaux,1.6,0,False
4240,False,0,0,,32.2,0,False,0,0,0,0,Morceaux,1.6,0,False
4250,False,0,0,,15.9,0,False,0,0,0,0,Sommités,0,0,False
4257,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
4258,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
4259,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
4260,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
4261,False,0,0,,20,0,False,0,0,0,0,Sommités,0,0,False
4262,False,0,0,,20,0,False,0,0,0,0,Sommités,0,0,False
4263,False,0,0,,23,0,False,0,0,0,0,Sommités,0,0,False
4264,False,0,0,,14.2,0,False,0,0,0,0,Sommités,0,0,False
4265,False,0,0,,16.3,0,False,0,0,0,0,Morceaux,8.1,1.3,False
4266,False,0,0,,16.3,0,False,0,0,0,0,Morceaux,8.1,1.3,False
4267,False,0,0,,16.3,0,False,0,0,0,0,Morceaux,8.1,1.3,False
4268,False,0,0,,16.3,0,False,0,0,0,0,Morceaux,8.1,1.3,False
4269,False,0,0,,16.3,0,False,0,0,0,0,Morceaux,8.1,1.3,False
4270,False,0,0,,16.3,0,False,0,0,0,0,Morceaux,8.1,1.3,False
4271,False,0,0,,27.8,0,False,0,0,0,0,Morceaux,1.9,1.7,False
4272,False,0,0,,27.8,0,False,0,0,0,0,Morceaux,1.9,1.7,False
4273,False,0,0,,27.8,0,False,0,0,0,0,Morceaux,1.9,1.7,False
4274,False,0,0,,27.8,0,False,0,0,0,0,Morceaux,1.9,1.7,False
4275,False,0,0,,27.8,0,False,0,0,0,0,Morceaux,1.9,1.7,False
4276,False,0,0,,27.8,0,False,0,0,0,0,Morceaux,1.9,1.7,False
4277,False,0,0,,27.8,0,False,0,0,0,0,Morceaux,1.9,1.7,False
4278,False,0,0,,27.8,0,False,0,0,0,0,Morceaux,1.9,1.7,False
4279,False,0,0,,27.8,0,False,0,0,0,0,Morceaux,1.9,1.7,False
4280,False,0,0,,27.8,0,False,0,0,0,0,Morceaux,1.9,1.7,False
4281,False,0,0,,27.8,0,False,0,0,0,0,Morceaux,1.9,1.7,False
4282,False,0,0,,31.2,0,False,0,0,0,0,Morceaux,2.4,1.7,False
4283,False,0,0,,31.2,0,False,0,0,0,0,Morceaux,2.4,1.7,False
4284,False,0,0,,31.2,0,False,0,0,0,0,Morceaux,2.4,1.7,False
4285,False,0,0,,3.9,0,False,0,0,0,0,Sommités,4.5,0,False
4297,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
4298,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
4299,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
4300,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
4301,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
4302,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
4303,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
4304,False,0,0,,21,0,False,0,0,0,0,Sommités,0,0,False
4305,False,0,0,,21,0,False,0,0,0,0,Sommités,0,0,False
4306,False,0,0,,15,0,False,0,0,0,0,Sommités,0,0,False
4307,False,0,0,,15,0,False,0,0,0,0,Sommités,0,0,False
4308,False,0,0,,15,0,False,0,0,0,0,Sommités,0,0,False
4309,False,0,0,,15,0,False,0,0,0,0,Sommités,0,0,False
4310,False,0,0,,15,0,False,0,0,0,0,Sommités,0,0,False
4311,False,0,0,,27,0,False,0,0,0,0,Sommités,0,0,False
4312,False,0,0,,20.3,0,False,0,0,0,0,Sommités,0,0,False
4320,False,0,0,,16.8,0,False,0,0,0,0,,0,0.1,False
4321,False,0,0,,3.6,0,False,0,0,0,0,,0,0,False
4322,False,0,0,,19.4,0,False,0,0,0,0,,0,0.1,False
4323,False,0,0,,3.8,0,False,0,0,0,0,,0,0,False
4324,False,0,0,,33.4,0,False,0,0,0,0,Morceaux,2.1,1.4,False
4325,False,0,0,,39,0,False,0,0,0,0,Morceaux,0.3,0.6,False
4336,False,0,0,,29.8,24,True,0,53,107,99.3,Plaquette,1.3,0,False
4337,False,0,0,,30.3,0,False,0,0,0,0,Morceaux,1.3,0,False
4338,False,0,0,,13.8,0,False,0,0,0,0,Sommités,0,0,False
4339,False,0,0,,6.4,0,False,0,0,0,0,Sommités,0,0,False
4340,False,0,0,,32.7,0,False,0,0,0,0,Morceaux,1.9,2.3,False
4350,False,0,0,,32.5,21,True,0,50,99,95.7,Plaquette,1.6,1.7,False
4351,False,0,0,,29.9,24,True,0,58,0,51.9,Plaquette,2.6,1.5,False
4352,False,0,0,,21.4,18,True,0,61,0,27.5,Plaquette,1.7,3.2,False
4353,False,0,0,,11,0,False,0,0,0,0,Sommités,0,0,False
4354,False,0,0,,11,0,False,0,0,0,0,Sommités,0,0,False
4355,False,0,0,,11,0,False,0,0,0,0,Sommités,0,0,False
4356,False,0,0,,14,0,False,0,0,0,0,,0,0,False
4357,False,0,0,,14,0,False,0,0,0,0,,0,0,False
4358,False,0,0,,14,0,False,0,0,0,0,,0,0,False
4359,False,0,0,,8,0,False,0,0,0,0,Morceaux,2,9,False
4360,False,0,0,,8,0,False,0,0,0,0,Morceaux,2,9,False
4361,False,0,0,,8,0,False,0,0,0,0,Morceaux,2,9,False
4362,False,0,0,,11.8,0,False,0,0,0,0,Sommités,0,0,False
4363,False,0,0,,11.8,0,False,0,0,0,0,Sommités,0,0,False
4364,False,0,0,,27,0,False,0,0,0,0,Morceaux,2,5,False
4365,False,0,0,,27,0,False,0,0,0,0,Morceaux,2,5,False
4366,False,0,0,,27,0,False,0,0,0,0,Morceaux,2,5,False
4367,False,0,0,,20,0,False,0,0,0,0,Morceaux,2,8,False
4368,False,0,0,,8,0,False,0,0,0,0,Morceaux,1,2,False
4369,False,0,0,,22,0,False,0,0,0,0,Morceaux,1,3,False
4386,False,0,0,,41.5,19,True,0,50,105,93.4,Plaquette,0,0,False
4389,False,0,0,,0.5,0,False,0,0,0,0,Sommités,20.1,0,False
4390,False,0,0,,0.5,0,False,0,0,0,0,,13.8,0,False
4391,False,0,0,,0.4,0,False,0,0,0,0,Morceaux,12.1,0,False
4392,False,0,0,,36.2,0,False,0,0,0,0,Morceaux,1.5,0,False
4393,False,0,0,,0.4,0,False,0,0,0,0,Débris végétaux,9.4,0,False
4398,False,0,0,,32.4,0,False,0,0,0,0,Morceaux,1.8,1.6,False
4401,False,0,0,,32.4,0,False,0,0,0,0,Morceaux,1.8,1.6,False
4402,False,0,0,,32.4,0,False,0,0,0,0,Morceaux,1.8,1.6,False
4403,False,0,0,,32.4,0,False,0,0,0,0,Morceaux,1.8,1.6,False
4404,False,0,0,,34.7,22,True,0,59,0,89.6,Plaquette,2.4,1.1,False
4405,False,0,0,,33.5,29,False,0,53,89,95.1,Plaquette,2,1.1,False
4406,False,0,0,,22.3,20,True,0,57,105,96.2,Plaquette,2.2,2.6,False
4407,False,0,0,,22.1,18,True,0,60,104,95.4,Plaquette,2.4,2.3,False
4408,False,0,0,,42.1,18,True,0,0,44,0,Ovule,0,0,False
4409,False,0,0,,30.6,22,True,0,55,0,41.1,Plaquette,2.2,0,False
4410,False,0,0,,33.7,20,False,0,55,0,51.4,Plaquette,1.8,1.2,False
4411,False,0,0,,22.1,29,True,0,58,0,49,Plaquette,2.2,2.6,False
4412,False,0,0,,0.6,0,False,0,0,0,0,Sommités,15.6,0,False
4413,False,0,0,,14.8,0,False,0,0,0,0,Sommités,0,0,False
4414,False,0,0,,14.8,0,False,0,0,0,0,Sommités,0,0,False
4415,False,0,0,,14.8,0,False,0,0,0,0,Sommités,0,0,False
4417,False,0,0,,14.8,0,False,0,0,0,0,Sommités,0,0,False
4418,False,0,0,,14.8,0,False,0,0,0,0,Sommités,0,0,False
4419,False,0,0,,14.8,0,False,0,0,0,0,Sommités,0,0,False
4445,False,0,0,,18.4,25.8,True,0,54.4,102,101.1,Plaquette,0.8,0.9,False
4446,False,0,0,,18.4,25.8,True,0,54.4,102,101.1,Plaquette,0.8,0.9,False
4447,False,0,0,,18.4,25.8,True,0,54.4,102,101.1,Plaquette,0.8,0.9,False
4448,False,0,0,,18.4,25.8,True,0,54.4,102,101.1,Plaquette,0.8,0.9,False
4449,False,0,0,,12.7,0,False,0,0,0,0,Sommités,0,0,False
4450,False,0,0,,7.3,0,False,0,0,0,0,Débris végétaux,0,0,False
4451,False,0,0,,7.3,0,False,0,0,0,0,Débris végétaux,0,0,False
4452,False,0,0,,33.5,0,True,0,0,0,0,Morceaux,1.1,0.9,False
4453,False,0,0,,33.5,0,True,0,0,0,0,Morceaux,1.1,0.9,False
4454,False,0,0,,33.5,0,True,0,0,0,0,Morceaux,1.1,0.9,False
4455,False,0,0,,16.3,0,False,0,0,0,0,Sommités,0,0,False
4456,False,0,0,,16.3,0,False,0,0,0,0,Sommités,0,0,False
4457,False,0,0,,16.3,0,False,0,0,0,0,Sommités,0,0,False
4464,False,0,0,,39,0,False,0,0,0,0,Morceaux,0.3,0.9,False
4465,False,0,0,,8,0,False,0,0,0,0,Sommités,0,0,False
4466,False,0,0,,20,0,False,0,0,0,0,Sommités,0,0,False
4467,False,0,0,,13,0,False,0,0,0,0,Sommités,0,0,False
4468,False,0,0,,13,0,False,0,0,0,0,Sommités,0,0,False
4469,False,0,0,,13,0,False,0,0,0,0,Sommités,0,0,False
4470,False,0,0,,13,0,False,0,0,0,0,Sommités,0,0,False
4471,False,0,0,,13,0,False,0,0,0,0,Sommités,0,0,False
4472,False,0,0,,21.9,0,False,0,0,0,0,Morceaux,2,2,False
4473,False,0,0,,32.9,0,False,0,0,0,0,Morceaux,1,1.4,False
4474,False,0,0,,32.9,0,False,0,0,0,0,Morceaux,1,1.4,False
4475,False,0,0,,14.3,0,False,0,0,0,0,Sommités,0,1,False
4476,False,0,0,,14.3,0,False,0,0,0,0,Sommités,0,1,False
4486,False,0,0,,19,0,False,0,0,0,0,,0,0,False
4489,False,0,0,,33.8,0,True,0,0,0,0,Morceaux,2.2,0,False
4490,False,0,0,,16.1,0,False,0,0,0,0,Sommités,0,0,False
4492,False,0,0,,34,0,True,0,0,0,0,Morceaux,0,3,False
4493,False,0,0,,34,0,True,0,0,0,0,Morceaux,0,3,False
4494,False,0,0,,34,0,True,0,0,0,0,Morceaux,0,3,False
4495,False,0,0,,39,0,True,0,0,0,0,Morceaux,0,1,False
4496,False,0,0,,39,0,True,0,0,0,0,Morceaux,0,1,False
4497,False,0,0,,39,0,True,0,0,0,0,Morceaux,0,1,False
4498,False,0,0,,39,0,True,0,0,0,0,Morceaux,0,1,False
4500,False,0,0,,12,0,False,0,0,0,0,Sommités,0,0,False
4501,False,0,0,,12,0,False,0,0,0,0,Sommités,0,0,False
4502,False,0,0,,12,0,False,0,0,0,0,Sommités,0,0,False
4503,False,0,0,,33,0,False,0,0,0,0,Morceaux,2.3,0,False
4505,False,0,0,,19,0,False,0,0,0,0,Sommités,0,0,False
4506,False,0,0,Marron,69.5,0,False,0,0,0,0,,0,0,False
4507,False,0,0,,33.3,0,False,0,0,0,0,Morceaux,1.9,1,False
4513,False,0,0,,20.1,0,False,0,0,0,0,Sommités,0,0,False
4514,False,0,0,,20.1,0,False,0,0,0,0,Sommités,0,0,False
4522,False,0,0,,0.8,0,False,0,0,0,0,Morceaux,19.8,0,False
4523,False,0,0,,0.3,0,False,0,0,0,0,Morceaux,11.6,0,False
4524,False,0,0,,19.8,0,False,0,0,0,0,Morceaux,14.2,0,False
4535,False,0,0,,19.9,0,False,0,0,0,0,Sommités,0,0,False
4536,False,0,0,,19.9,0,False,0,0,0,0,Sommités,0,0,False
4537,False,0,0,,19.9,0,False,0,0,0,0,Sommités,0,0,False
4538,False,0,0,,19.9,0,False,0,0,0,0,Sommités,0,0,False
4539,False,0,0,,12.1,0,False,0,0,0,0,Sommités,0,0,False
4540,False,0,0,,19,0,False,0,0,0,0,Sommités,0,0,False
4541,False,0,0,,10.1,0,False,0,0,0,0,Sommités,0,0,False
4542,False,0,0,,12.4,0,False,0,0,0,0,Sommités,0,0,False
4543,False,0,0,,0.8,0,False,0,0,0,0,Sommités,20.6,0,False
4544,False,0,0,,0.8,0,False,0,0,0,0,Morceaux,22.1,0,False
4545,False,0,0,,35.7,0,False,0,0,0,0,Morceaux,1.3,2.4,False
4546,False,0,0,,40.9,0,False,0,0,0,0,Morceaux,0,1.7,False
4547,False,0,0,,7.7,0,False,0,0,0,0,Sommités,1.2,0,False
4548,False,0,0,,12.7,0,False,0,0,0,0,Sommités,0,0,False
4557,False,0,0,,33,0,False,0,0,0,0,Morceaux,0.7,0.5,False
4558,False,0,0,,11,0,False,0,0,0,0,Sommités,0,0,False
4559,False,0,0,,17,0,False,0,0,0,0,Sommités,0,0,False
4560,False,0,0,,23,0,False,0,0,0,0,Sommités,0,0,False
4561,False,0,0,,0,0,False,0,0,0,0,Morceaux,0,0.5,False
4562,False,0,0,,0,0,False,0,0,0,0,Morceaux,0,0.5,False
4563,False,0,0,,0,0,False,0,0,0,0,Morceaux,0,0.5,False
4574,False,0,0,,27.6,0,False,0,0,0,0,Sommités,1.2,1.1,False
4575,False,0,0,,11.3,0,False,0,0,0,0,Morceaux,0,0,False
4582,False,0,0,,35,0,False,0,0,0,0,Morceaux,2,2,False
4583,False,0,0,,0.1,0,False,0,0,0,0,Sommités,0,0,False
4584,False,0,0,,0.5,0,False,0,0,0,0,,11,0,False
4585,False,0,0,,6,0,False,0,0,0,0,Débris végétaux,0,0,False
4586,False,0,0,,0.7,0,False,0,0,0,0,Sommités,10,0,False
4587,False,0,0,,21,0,False,0,0,0,0,Sommités,0,0,False
4603,False,0,0,,28,10.5,True,0,59.3,80.7,46.4,Plaquette,1.6,1.6,False
4604,False,0,0,,28,10.5,True,0,59.3,80.7,46.4,Plaquette,1.6,1.6,False
4607,False,0,0,,10,0,False,0,0,0,0,Sommités,0,0,False
4608,False,0,0,,20,0,False,0,0,0,0,Sommités,0,0,False
4609,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
4610,False,0,0,,10,0,False,0,0,0,0,Sommités,0,0,False
4611,False,0,0,,16,19.5,True,0,56.5,91.1,90.61,Plaquette,4,6,False
4612,False,0,0,,13,0,False,0,0,0,0,Morceaux,4,7,False
4613,False,0,0,,17,0,True,0,0,0,0,Morceaux,4,5.8,False
4614,False,0,0,,16,0,True,0,0,0,0,Morceaux,4,5.8,False
4615,False,0,0,,27,0,False,0,0,0,0,Morceaux,2.3,4,False
4620,False,0,0,,26.7,0,False,0,0,0,0,Morceaux,0,5.2,False
4623,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
4624,False,0,0,,0.1,0,False,0,0,0,0,Sommités,0,0,False
4625,False,0,0,,0.1,0,False,0,0,0,0,Sommités,2.2,0,False
4626,False,0,0,,0.1,0,False,0,0,0,0,Sommités,2.2,0,False
4627,False,0,0,,0.1,0,False,0,0,0,0,Sommités,2.2,0,False
4628,False,0,0,,0.1,0,False,0,0,0,0,Sommités,2.2,0,False
4629,False,0,0,,0.1,0,False,0,0,0,0,Sommités,2.2,0,False
4630,False,0,0,,0.1,0,False,0,0,0,0,Sommités,2.2,0,False
4632,False,0,0,,0.1,0,False,0,0,0,0,Sommités,2.3,0,False
4633,False,0,0,,0.1,0,False,0,0,0,0,Sommités,2.3,0,False
4634,False,0,0,,0.1,0,False,0,0,0,0,Sommités,2.3,0,False
4644,False,0,0,,10,0,False,0,0,0,0,Sommités,0,0,False
4645,False,0,0,,20,0,False,0,0,0,0,Sommités,0,0,False
4646,False,0,0,,13,0,False,0,0,0,0,Sommités,0,0,False
4647,False,0,0,,11,0,False,0,0,0,0,Sommités,0,0,False
4648,False,0,0,,11,0,False,0,0,0,0,Sommités,0,0,False
4649,False,0,0,,12,0,False,0,0,0,0,Sommités,0,0,False
4650,False,0,0,,1,18,False,0,0,33.4,0,Ovule,34,0,False
4651,False,0,0,,1,0,False,0,0,0,0,Morceaux,34,0,False
4652,False,0,0,,1,0,False,0,0,0,0,Morceaux,34,0,False
4653,False,0,0,,28.2,0,False,0,0,0,0,Morceaux,1.5,4.5,False
4654,False,0,0,,10.4,0,False,0,0,0,0,Sommités,0,0,False
4655,False,0,0,,35.1,0,False,0,0,0,0,Sommités,0,0,False
4656,False,0,0,,32.9,23,True,0,57,92,79.2,Plaquette,1.6,0,False
4657,False,0,0,Blanc Cassé,0,0,False,0,0,0,0,,88,0,False
4659,False,0,0,,0.5,0,False,0,0,0,0,,10.6,0,False
4660,False,0,0,,0.5,0,False,0,0,0,0,Sommités,6.3,0,False
4661,False,0,0,,0.8,0,False,0,0,0,0,Sommités,10.8,0,False
4662,False,0,0,,0.1,0,False,0,0,0,0,Sommités,0.9,0,False
4663,False,0,0,,33,0,False,0,0,0,0,Morceaux,1.4,0.9,False
4664,False,0,0,,33,0,False,0,0,0,0,Morceaux,1.4,0.9,False
4665,False,0,0,,33,0,False,0,0,0,0,Morceaux,1.4,0.9,False
4666,False,0,0,,33,0,False,0,0,0,0,Morceaux,1.4,0.9,False
4667,False,0,0,,33,0,False,0,0,0,0,Morceaux,1.4,0.9,False
4668,False,0,0,,33,0,False,0,0,0,0,Morceaux,1.4,0.9,False
4669,False,0,0,,33,0,False,0,0,0,0,Morceaux,1.4,0.9,False
4670,False,0,0,,33,0,False,0,0,0,0,Morceaux,1.4,0.9,False
4671,False,0,0,,27,0,False,0,0,0,0,Morceaux,2.7,2.2,False
4672,False,0,0,,37,0,False,0,0,0,0,Morceaux,2.2,1.2,False
4673,False,0,0,,37,0,False,0,0,0,0,Morceaux,2.2,1.2,False
4674,False,0,0,,37,0,False,0,0,0,0,Morceaux,2.2,1.2,False
4675,False,0,0,,37,0,False,0,0,0,0,Morceaux,2.2,1.2,False
4676,False,0,0,,37,0,False,0,0,0,0,Morceaux,2.2,1.2,False
4677,False,0,0,,37,0,False,0,0,0,0,Morceaux,2.2,1.2,False
4678,False,0,0,,37,0,False,0,0,0,0,Morceaux,2.2,1.2,False
4694,False,0,0,,17.2,0,False,0,0,0,0,Sommités,0,0,False
4695,False,0,0,,34.3,0,False,0,0,0,0,Morceaux,1.4,0,False
4696,False,0,0,,32,20.2,True,0,49.8,99,96,Plaquette,1.5,0.9,False
4697,False,0,0,,32,20.2,True,0,49.8,99,96,Plaquette,1.5,0.9,False
4698,False,0,0,,32,20.2,True,0,49.8,99,96,Plaquette,1.5,0.9,False
4699,False,0,0,,11,0,False,0,0,0,0,Sommités,0,0,False
4700,False,0,0,,48,17.7,True,0,0,43.1,0,Ovule,0.8,0.6,False
4701,False,0,0,,49,17.5,True,0,0,43.8,0,Ovule,0.8,0.6,False
4717,False,0,0,,8.8,0,False,0,0,0,0,Sommités,0,0,False
4719,False,0,0,,15.7,0,False,0,0,0,0,Sommités,0,0,False
4720,False,0,0,,23.8,0,False,0,0,0,0,Morceaux,1.6,1.9,False
4722,False,0,0,,34.4,21,False,0,61,105,97.2,Plaquette,2,1.5,False
4723,False,0,0,,27.8,25,False,0,59,0,36.7,Plaquette,1.2,1,False
4724,False,0,0,,15,0,False,0,0,0,0,Sommités,0,0,False
4725,False,0,0,Marron,23.3,0,False,0,0,0,0,,0,0,False
4727,False,0,0,,31,0,False,0,0,0,0,Morceaux,1.8,0,False
4728,False,0,0,,14,0,False,0,0,0,0,Sommités,0,0,False
4729,False,0,0,,14,0,False,0,0,0,0,Sommités,0,0,False
4730,False,0,0,,14,0,False,0,0,0,0,Sommités,0,0,False
4740,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
4742,False,0,0,,15,0,True,0,0,0,0,Morceaux,2.1,2,False
4743,False,0,0,,17,0,True,0,0,0,0,Morceaux,2.3,2,False
4744,False,0,0,,17,0,True,0,0,0,0,Morceaux,2.3,2,False
4745,False,0,0,,23,0,True,0,0,0,0,Morceaux,1.5,1.7,False
4746,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4747,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4748,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4749,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4750,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4751,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4752,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4753,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4754,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4755,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4756,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4757,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4758,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4759,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4760,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4761,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4762,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4763,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4764,False,0,0,,19,0,True,0,0,0,0,Morceaux,1.9,2,False
4765,False,0,0,,32,0,True,0,0,0,0,Morceaux,1.6,1.2,False
4766,False,0,0,,32,0,True,0,0,0,0,Morceaux,1.6,1.2,False
4767,False,0,0,,32,0,True,0,0,0,0,Morceaux,1.6,1.2,False
4768,False,0,0,,32,0,True,0,0,0,0,Morceaux,1.6,1.2,False
4769,False,0,0,,32,0,True,0,0,0,0,Morceaux,1.6,1.2,False
4770,False,0,0,,32,0,True,0,0,0,0,Morceaux,1.6,1.2,False
4771,False,0,0,,32,0,True,0,0,0,0,Morceaux,1.6,1.2,False
4772,False,0,0,,32,0,True,0,0,0,0,Morceaux,1.6,1.2,False
4773,False,0,0,,32,0,True,0,0,0,0,Morceaux,1.6,1.2,False
4774,False,0,0,,32,0,True,0,0,0,0,Morceaux,1.6,1.2,False
4775,False,0,0,,20,0,False,0,0,0,0,Sommités,0,0,False
4776,False,0,0,,20,0,False,0,0,0,0,Sommités,0,0,False
4777,False,0,0,,20,0,False,0,0,0,0,Sommités,0,0,False
4778,False,0,0,,15,0,False,0,0,0,0,Sommités,0,0,False
4779,False,0,0,,34.2,0,False,0,0,0,0,Morceaux,1.5,0,False
4780,False,0,0,,34,0,True,0,0,0,0,Morceaux,1.5,0,False
4781,False,0,0,,36.2,0,True,0,0,0,0,Morceaux,1.5,0,False
4782,False,0,0,,38.7,0,False,0,0,0,0,Morceaux,1.3,0,False
4783,False,0,0,,30.7,24,True,0,56,105,100.4,Plaquette,2.5,0,False
4784,False,0,0,,0.6,0,False,0,0,0,0,Sommités,12.4,0,False
4785,False,0,0,,0.6,0,False,0,0,0,0,Sommités,12.4,0,False
4786,False,0,0,,0.6,0,False,0,0,0,0,Sommités,12.4,0,False
4787,False,0,0,,0.8,0,False,0,0,0,0,Sommités,14,0,False
4794,False,0,0,,11.4,24,True,0,59,100,98.1,Plaquette,2,0,False
4796,False,0,0,,21.7,0,False,0,0,0,0,Morceaux,3.1,2.9,False
4799,False,0,0,,15.3,0,False,0,0,0,0,Sommités,0,0,False
4801,False,0,0,,18.2,0,False,0,0,0,0,Sommités,0,0,False
4802,False,0,0,,17.6,0,False,0,0,0,0,Sommités,0,0,False
4805,False,0,0,,3.6,0,False,0,0,0,0,Sommités,5.2,0,False
4806,False,0,0,,12.7,0,False,0,0,0,0,Sommités,0,0,False
4807,False,0,0,,7.9,0,False,0,0,0,0,Sommités,0,0,False
4813,False,0,0,,6.2,0,False,0,0,0,0,Morceaux,11.6,0,False
4817,False,0,0,,32.4,0,False,0,0,0,0,Morceaux,1.1,3.3,False
4818,False,0,0,,32.4,0,False,0,0,0,0,Morceaux,1.1,3.3,False
4819,False,0,0,,4.4,0,False,0,0,0,0,Sommités,0,0,False
4820,False,0,0,,13.4,0,False,0,0,0,0,Plantes,0,1.6,False
4821,False,0,0,,20,28.5,True,0,50.2,98,99.19,Plaquette,0.5,0.7,False
4822,False,0,0,,17,0,False,0,0,0,0,Sommités,0,0,False
4823,False,0,0,,9,0,False,0,0,0,0,Sommités,0,0,False
4824,False,0,0,,15,0,False,0,0,0,0,Sommités,0,0,False
4825,False,0,0,,32,20.2,False,0,58.4,86.5,99.2,Plaquette,1.9,0.6,False
4826,False,0,0,,32.6,0,False,0,0,0,0,Morceaux,2.4,0,False
4827,False,0,0,,0,0,False,0,0,0,0,Débris végétaux,91.7,0,False
4828,False,0,0,,40.4,19,True,0,52,104,96,Plaquette,0,0,False
4829,False,0,0,,18.7,0,False,0,0,0,0,Sommités,0,0,False
4830,False,0,0,,18.7,0,False,0,0,0,0,Sommités,0,0,False
4831,False,0,0,,21.7,0,False,0,0,0,0,Sommités,0,0,False
4832,False,0,0,,21.8,0,False,0,0,0,0,Sommités,0,0,False
4834,False,0,0,,25.1,0,False,0,0,0,0,Morceaux,2.2,1.5,False
4838,False,0,0,,17,0,False,0,0,0,0,Sommités,0,0,False
4843,False,0,0,,41,18,True,0,0,43.5,0,Ovule,0.5,0.4,False
4844,False,0,0,,34,23.2,True,0,59.7,108.8,97.83,Plaquette,1.5,0.6,False
4845,False,0,0,,14.5,0,False,0,0,0,0,Débris végétaux,0,0,False
