id,abime,cannabidiol,cannabinol,couleur,delta9_tetrahydrocannabinol,epaisseur,etiquette,hauteur,largeur,longueur,masse,presentation,taux_cbd,taux_cbn,visqueux
3,False,0,0,,8,0,False,0,0,0,0,Sommités,0,0,False
29,False,0,0,,13.5,0,False,0,0,0,0,Sommités,0,0,False
30,False,0,0,,13.5,0,False,0,0,0,0,Sommités,0,0,False
32,False,0,0,,20.4,0,False,0,0,0,5.2,Morceaux,1.6,1.4,False
33,False,0,0,,30.7,0,False,0,0,0,3.1,Morceaux,1.5,0,False
42,False,0,0,,12.6,0,False,0,0,0,0,Sommités,0,0,False
49,False,0,0,,7,0,False,0,0,0,0,Sommités,0,0,False
50,False,0,0,,34.7,0,False,0,0,0,3.8,Morceaux,2.5,1.5,False
52,False,0,0,,33.3,22,True,0,56,111,98.2,Plaquette,2.3,0,False
53,False,0,0,,33.3,22,True,0,56,111,98.2,Plaquette,2.3,0,False
54,False,0,0,,15.6,0,False,0,0,0,0,Sommités,0,0,False
55,False,0,0,,15.6,0,False,0,0,0,0,Sommités,0,0,False
56,False,0,0,,11.3,0,False,0,0,0,0,Sommités,0,0,False
57,False,0,0,,22.8,0,False,0,0,0,0,Sommités,0,0,False
81,False,0,0,,26,21,False,0,56,126,190.4,Plaquette,2.1,1.1,False
82,False,0,0,,26,21,False,0,56,126,190.4,Plaquette,2.1,1.1,False
83,False,0,0,,19.5,23,True,0,61,106,98.2,Plaquette,0,0,False
84,False,0,0,,19.5,23,True,0,61,106,98.2,Plaquette,0,0,False
85,False,0,0,,27,23,True,0,55,118,98.9,Plaquette,1.8,0,False
86,False,0,0,,27,23,True,0,55,118,98.9,Plaquette,1.8,0,False
87,False,0,0,,27,23,True,0,55,118,98.9,Plaquette,1.8,0,False
88,False,0,0,,0,24,False,0,56,98,91.8,Plaquette,12,0,False
89,False,0,0,,0,24,False,0,56,97,93.1,Plaquette,15.3,0,False
90,False,0,0,,15.4,0,False,0,0,0,0,,0,0,False
92,False,0,0,,27.8,0,False,0,0,0,0.9,Morceaux,1.6,0,False
93,False,0,0,,0,0,False,0,0,0,0,Sommités,5.5,0,False
94,False,0,0,,36.7,31,True,0,47,90,86.5,Plaquette,1.7,0,False
95,False,0,0,,36.7,31,True,0,47,90,86.5,Plaquette,1.7,0,False
96,False,0,0,,11.8,0,False,0,0,0,0,Sommités,0,0,False
97,False,0,0,,38.2,31,True,0,49,83,96.5,Plaquette,1.4,0,False
98,False,0,0,,38.2,31,True,0,49,83,96.5,Plaquette,1.4,0,False
99,False,0,0,,32.7,17,True,0,50,65,44.9,Plaquette,1.2,1.1,False
100,False,0,0,,29,0,False,0,0,0,0.5,Morceaux,1.8,1.2,False
101,False,0,0,,28.7,24,True,0,61,105,99,Plaquette,1.7,1.1,False
122,False,0,0,,7.1,0,False,0,0,0,0,Sommités,0,0,False
123,False,0,0,,7.1,0,False,0,0,0,0,Sommités,0,0,False
124,False,0,0,,13.8,0,False,0,0,0,1.9,Morceaux,6.7,4.2,False
125,False,0,0,,0,0,False,0,0,0,29.6,Morceaux,15.9,0,False
126,False,0,0,,0,0,False,0,0,0,29.6,Morceaux,15.9,0,False
127,False,0,0,,0,0,False,0,0,0,29.6,Morceaux,15.9,0,False
128,False,0,0,,34.9,0,False,0,0,0,2.7,Morceaux,1.8,0,False
129,False,0,0,,34.9,0,False,0,0,0,2.7,Morceaux,1.8,0,False
130,False,0,0,,0,0,False,0,0,0,0,Sommités,11.1,0,False
131,False,0,0,,35,0,False,0,0,0,4.9,Morceaux,1.6,0,False
132,False,0,0,,35,0,False,0,0,0,4.9,Morceaux,1.6,0,False
133,False,0,0,,35,0,False,0,0,0,4.9,Morceaux,1.6,0,False
154,False,0,0,,15.6,0,False,0,0,0,0,Sommités,0,0,False
155,False,0,0,,29.1,24,True,0,45,87,94.7,Plaquette,1.3,4,False
156,False,0,0,,29.9,25,True,0,59,92,98.7,Plaquette,1.5,0,False
180,False,0,0,,1,0,False,0,0,0,10.9,Morceaux,19.5,0,False
181,False,0,0,,1,0,False,0,0,0,10.9,Morceaux,19.5,0,False
182,False,0,0,,0,0,False,0,0,0,0,Sommités,9.3,0,False
183,False,0,0,,26.7,0,False,0,0,0,14.8,Morceaux,1.6,0,False
184,False,0,0,,26.7,0,False,0,0,0,14.8,Morceaux,1.6,0,False
220,False,0,0,,13.1,0,False,0,0,0,0,Sommités,0,0,False
221,False,0,0,,13.1,0,False,0,0,0,0,Sommités,0,0,False
222,False,0,0,,33.3,29,True,0,54,84,94.7,Plaquette,2.2,0,False
223,False,0,0,,32.5,0,False,0,0,0,9.7,Morceaux,2.2,0,False
224,False,0,0,,23.8,0,False,0,0,0,7.8,Morceaux,1.2,1.1,False
225,False,0,0,,19.1,0,False,0,0,0,0,Sommités,0,1,False
226,False,0,0,,19.1,0,False,0,0,0,0,Sommités,0,1,False
229,False,0,0,,0,0,False,0,0,0,0,Sommités,4.7,0,False
230,False,0,0,,0,0,False,0,0,0,0,Sommités,4.7,0,False
231,False,0,0,,0,0,False,0,0,0,0,Sommités,4.7,0,False
232,False,0,0,,0,0,False,0,0,0,0,Sommités,4.7,0,False
233,False,0,0,,0,0,False,0,0,0,0,Sommités,3,0,False
235,False,0,0,,36.6,0,False,0,0,0,4.1,Morceaux,1.2,0,False
236,False,0,0,,36.6,0,False,0,0,0,4.1,Morceaux,1.2,0,False
237,False,0,0,,36.6,0,False,0,0,0,4.1,Morceaux,1.2,0,False
238,False,0,0,,36.4,0,False,0,0,0,4.1,Morceaux,1.2,0,False
239,False,0,0,,36.4,0,False,0,0,0,4.1,Morceaux,1.2,0,False
240,False,0,0,,36.4,0,False,0,0,0,4.1,Morceaux,1.2,0,False
241,False,0,0,,26.8,38,False,0,61,125,194.5,Plaquette,2.1,1.1,False
242,False,0,0,,26.8,38,False,0,61,125,194.5,Plaquette,2.1,1.1,False
243,False,0,0,,26.8,38,False,0,61,125,194.5,Plaquette,2.1,1.1,False
267,False,0,0,,0,0,False,0,0,0,0,Morceaux,3,4,False
268,False,0,0,,0,0,False,0,0,0,0,Morceaux,3,4,False
287,False,0,0,,17,0,False,0,0,0,0,Sommités,0,0,False
288,False,0,0,,35,0,False,0,0,0,0,Morceaux,1.5,0,False
309,False,0,0,,0,0,False,0,0,0,0,Sommités,13.2,0,False
310,False,0,0,,0,0,False,0,0,0,3.5,Morceaux,18.6,0,False
311,False,0,0,,29.7,0,False,0,0,0,2.7,Autre,1.8,0,False
312,False,0,0,,22.7,0,False,0,0,0,0,Sommités,0,0,False
313,False,0,0,,20,0,False,0,0,0,0,,0,0,False
314,False,0,0,,0,25,True,0,56,97,92.7,Plaquette,19.4,0,False
315,False,0,0,,0,26,True,0,56,99,98.6,Plaquette,15.7,0,False
316,False,0,0,,0,26,True,0,56,99,98.6,Plaquette,15.7,0,False
317,False,0,0,,0,25,False,0,55,95,96.2,Plaquette,16.3,0,False
318,False,0,0,,0,28,False,0,55,98,94.6,Plaquette,13.5,0,False
319,False,0,0,,0,28,False,0,55,98,94.6,Plaquette,13.5,0,False
327,False,0,0,,32.6,0,False,0,0,0,2.9,Morceaux,0,0,False
329,False,0,0,,11.6,0,False,0,0,0,0,Sommités,0,0,False
330,False,0,0,,18.2,0,False,0,0,0,0,Sommités,0,0,False
331,False,0,0,Jaune,0,0,False,0,0,0,0,,0,0,True
332,False,0,0,Marron,0,0,False,0,0,0,0,,0,0,True
333,False,0,0,,0,0,False,0,0,0,0,Sommités,8.3,0,False
334,False,0,0,Marron,0,0,False,0,0,0,0,,0,0,True
338,False,0,0,,16.1,0,False,0,0,0,0,,0,0,False
339,False,0,0,,16.1,0,False,0,0,0,0,,0,0,False
380,False,0,0,,24.9,29,True,0,50,103,92.7,Plaquette,0,6.2,False
381,False,0,0,,18.6,0,False,0,0,0,0,Sommités,0,0,False
382,False,0,0,,30.9,46.33,False,0,76.27,131.17,191.4,Plaquette,1.7,0,False
383,False,0,0,,30.9,46.33,False,0,76.27,131.17,191.4,Plaquette,1.7,0,False
384,False,0,0,,30.9,46.33,False,0,76.27,131.17,191.4,Plaquette,1.7,0,False
385,False,0,0,,18.6,0,False,0,0,0,0.5,Morceaux,2.6,6.5,False
387,False,0,0,,16.2,0,False,0,0,0,0,Sommités,0,0,False
388,False,0,0,,29,0,False,0,0,0,1.6,Morceaux,2.3,1.7,False
389,False,0,0,,29,0,False,0,0,0,1.6,Morceaux,2.3,1.7,False
390,False,0,0,,29,0,False,0,0,0,1.6,Morceaux,2.3,1.7,False
391,False,0,0,,12,0,False,0,0,0,0,Sommités,0,0,False
392,False,0,0,,12,0,False,0,0,0,0,Sommités,0,0,False
393,False,0,0,,12,0,False,0,0,0,0,Sommités,0,0,False
394,False,0,0,,1,0,False,0,0,0,0,Sommités,11,0,False
444,False,0,0,,20.1,27,True,0,57,99,99.5,Plaquette,1.6,0,False
445,False,0,0,,28.5,22,True,0,54,108,97.3,Plaquette,1,0,False
448,False,0,0,,31.7,28,True,0,51,97,99,Plaquette,1.7,0,False
449,False,0,0,,26.7,26,True,0,60,86,100.7,Plaquette,1.5,0,False
450,False,0,0,,23.6,25,True,0,61,89,100.6,Plaquette,1.6,0,False
451,False,0,0,,30.6,28,True,0,48,105,100.8,Plaquette,1.6,0,False
452,False,0,0,,18.5,29,True,0,49,98,99.5,Plaquette,1.4,0,False
453,False,0,0,,35.1,26,True,0,55,87,97.3,Plaquette,1.9,0,False
462,False,0,0,,28.4,22,True,0,61,103,97.7,Plaquette,2.6,1.9,False
463,False,0,0,,28.6,0,False,0,0,0,4.6,Morceaux,2.5,1.9,False
464,False,0,0,,28.6,0,False,0,0,0,4.6,Morceaux,2.5,1.9,False
465,False,0,0,,28.6,0,False,0,0,0,4.6,Morceaux,2.5,1.9,False
466,False,0,0,,28.6,0,False,0,0,0,4.6,Morceaux,2.5,1.9,False
467,False,0,0,,28.6,0,False,0,0,0,4.6,Morceaux,2.5,1.9,False
468,False,0,0,,28.6,0,False,0,0,0,4.6,Morceaux,2.5,1.9,False
469,False,0,0,,28.6,0,False,0,0,0,4.6,Morceaux,2.5,1.9,False
472,False,0,0,,20.1,0,False,0,0,0,0,Sommités,0,0,False
473,False,0,0,,20.1,0,False,0,0,0,0,Sommités,0,0,False
474,False,0,0,,29,30.1,True,0,53.8,86.6,95.2,Plaquette,2,1,False
475,False,0,0,,17.7,0,False,0,0,0,1.6,Morceaux,2.9,1.5,False
476,False,0,0,,0,0,False,0,0,0,0,Sommités,13.6,0,False
477,False,0,0,,0,0,False,0,0,0,0,Sommités,13.6,0,False
478,False,0,0,,29.5,0,False,0,0,0,2,Morceaux,1,0,False
485,False,0,0,,14,0,False,0,0,0,0,Sommités,0,0,False
486,False,0,0,,12,0,False,0,0,0,0,Sommités,0,0,False
487,False,0,0,,15,0,False,0,0,0,0,Sommités,0,0,False
488,False,0,0,,12,0,False,0,0,0,0,Sommités,0,0,False
489,False,0,0,,28.7,23,True,0,52,104,97.4,Plaquette,2.1,0,False
492,False,0,0,,13.4,0,False,0,0,0,0,Sommités,0,0,False
493,False,0,0,,13.4,0,False,0,0,0,0,Sommités,0,0,False
494,False,0,0,,13.4,0,False,0,0,0,0,Sommités,0,0,False
495,False,0,0,,13.4,0,False,0,0,0,0,Sommités,0,0,False
496,False,0,0,,15,0,False,0,0,0,7.8,Morceaux,0,0,False
508,False,0,0,,14,0,False,0,0,0,0,Sommités,0,0,False
509,False,0,0,,29,24.6,True,0,61.5,85.9,96.5,Plaquette,1,0,False
510,False,0,0,,23,27.7,True,0,55.7,87.2,98.5,Plaquette,1,0,False
511,False,0,0,,24,25.7,True,0,57,109.5,96.8,Plaquette,1,0,False
512,False,0,0,,32,22.3,True,0,50.5,88.9,96.6,Plaquette,1,0,False
513,False,0,0,,25,23.6,True,0,50.8,89.8,97.8,Plaquette,1,1,False
514,False,0,0,,31,24.3,True,0,51,87.9,96.7,Plaquette,1,1,False
515,False,0,0,,26,23.9,True,0,56.6,102.6,94.9,Plaquette,2,1,False
516,False,0,0,,18,28.8,True,0,53.8,97,99.9,Plaquette,3,2,False
517,False,0,0,,13,18.9,False,0,52.4,104.1,96.9,Plaquette,3,1,False
528,False,0,0,,36,0,False,0,0,0,0,Morceaux,0,0,False
529,False,0,0,,36,0,False,0,0,0,0,Morceaux,0,0,False
530,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
531,False,0,0,,0.4,0,False,0,0,0,0,Sommités,13,0,False
537,False,0,0,,17.9,25,True,0,53,96,95.9,Plaquette,2.8,1.6,False
545,False,0,0,,14,0,False,0,0,0,2.7,Morceaux,0,0,False
546,False,0,0,,19.5,0,False,0,0,0,0,Sommités,0,0,False
547,False,0,0,,18.5,0,False,0,0,0,0,Sommités,0,0,False
550,False,0,0,,0,16,False,0,53,53,50.5,Plaquette,12.9,0,False
551,False,0,0,,12.1,0,False,0,0,0,0,Sommités,0,0,False
552,False,0,0,,7.8,0,False,0,0,0,0,,0,0,False
553,False,0,0,,23.8,23,True,0,58,92,96.1,Plaquette,1.6,2.6,False
554,False,0,0,,29.7,0,False,0,0,0,0.2,Morceaux,2.2,1.2,False
555,False,0,0,,0,0,False,0,0,0,0.2,Morceaux,14.1,0,False
588,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
589,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
590,False,0,0,,14.4,0,False,0,0,0,0,Sommités,0,0,False
591,False,0,0,,8.4,0,False,0,0,0,0,Sommités,0,0,False
592,False,0,0,,12.1,0,False,0,0,0,0,Sommités,0,0,False
593,False,0,0,,12.1,0,False,0,0,0,0,Sommités,0,0,False
594,False,0,0,,12.1,0,False,0,0,0,0,Sommités,0,0,False
595,False,0,0,,12.1,0,False,0,0,0,0,Sommités,0,0,False
596,False,0,0,,0,24,False,0,52,0,55.8,Plaquette,14.6,0,False
597,False,0,0,,0,0,False,0,0,0,0,Sommités,7.1,0,False
606,False,0,0,,6.9,0,False,0,0,0,0,Débris végétaux,2,0,False
607,False,0,0,,16.7,0,False,0,0,0,0,Sommités,0,0,False
608,False,0,0,,0,0,False,0,0,0,1.1,Morceaux,9.1,0,False
609,False,0,0,,6.4,24,True,0,60,84,96.6,Plaquette,0,0,False
610,False,0,0,,34.2,0,False,0,0,0,10.2,Morceaux,1.8,0,False
611,False,0,0,,8,0,False,0,0,0,6.5,Morceaux,1.1,0,False
622,False,0,0,,28.4,27,True,0,53,101,97.4,Plaquette,0,0,False
629,False,0,0,,7.1,0,False,0,0,0,0,Sommités,0,0,False
630,False,0,0,,4.7,0,False,0,0,0,0,Sommités,4.1,0,False
631,False,0,0,,7.5,0,False,0,0,0,0,Sommités,0,0,False
634,False,0,0,,10.7,0,False,0,0,0,0,Sommités,0,0,False
635,False,0,0,,27.5,21,True,0,54,103,96.4,Plaquette,1.8,0,False
636,False,0,0,,26.3,17,True,0,58,105,92.5,Plaquette,1.8,3.1,False
637,False,0,0,,19.6,0,False,0,0,0,28.5,Morceaux,1.4,0,False
642,False,0,0,,33,21.1,True,0,52.3,109.5,95.43,Plaquette,1,1,False
643,False,0,0,,30,24,True,0,64.8,86.5,94.88,Plaquette,1,1,False
644,False,0,0,,19,0,False,0,0,0,1.2,Morceaux,1,4,False
645,False,0,0,,25,23.5,True,0,57.8,100.3,97.6,Plaquette,1,1,False
648,False,0,0,,9,0,False,0,0,0,0,Sommités,0,0,False
650,False,0,0,,3,0,False,0,0,0,0,Sommités,0,0,False
651,False,0,0,,3,0,False,0,0,0,0,Sommités,0,0,False
654,False,0,0,,0,25,False,0,52,101,92.7,Plaquette,15.5,0,False
655,False,0,0,,5.2,0,False,0,0,0,0,Sommités,0,0,False
656,False,0,0,,7.2,0,False,0,0,0,0,Sommités,0,0,False
657,False,0,0,,10.9,0,False,0,0,0,0,Sommités,0,0,False
658,False,0,0,,5,0,False,0,0,0,0,,0,0,False
659,False,0,0,,18.3,23,True,0,56,106,95.8,Plaquette,1.1,1.2,False
660,False,0,0,,18.8,0,False,0,0,0,1.1,Morceaux,1.1,1.2,False
661,False,0,0,,18.8,0,False,0,0,0,1.7,Morceaux,1.1,1.1,False
662,False,0,0,,18.6,0,False,0,0,0,0.6,Morceaux,1.1,1.2,False
663,False,0,0,,6,0,False,0,0,0,0,Sommités,0,0,False
664,False,0,0,,6,0,False,0,0,0,0,Sommités,0,0,False
665,False,0,0,,18.8,0,False,0,0,0,1.1,Morceaux,1.1,1.2,False
666,False,0,0,,18.8,0,False,0,0,0,1.1,Morceaux,1.1,1.2,False
667,False,0,0,,0.3,0,False,0,0,0,0,Débris végétaux,10,0,False
668,False,0,0,,32,0,False,0,0,0,0,Morceaux,2,0,False
673,False,0,0,,12,0,False,0,0,0,0,Sommités,0,0,False
674,False,0,0,,12,0,False,0,0,0,0,Sommités,0,0,False
675,False,0,0,,12,0,False,0,0,0,0,Sommités,0,0,False
677,False,0,0,,15,0,False,0,0,0,0,Sommités,0,0,False
678,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
685,False,0,0,,0.4,0,False,0,0,0,0,Sommités,9,0,False
686,False,0,0,,15.4,0,False,0,0,0,0,Sommités,0,0,False
687,False,0,0,,15.4,0,False,0,0,0,0,Sommités,0,0,False
688,False,0,0,,0.1,0,False,0,0,0,0,Sommités,2,0,False
689,False,0,0,,0.1,0,False,0,0,0,0,Sommités,2,0,False
690,False,0,0,,22,0,False,0,0,0,29.1,Morceaux,0.5,0.7,False
691,False,0,0,,22,0,False,0,0,0,29.1,Morceaux,0.5,0.7,False
692,False,0,0,,30,0,False,0,0,0,17.36,Morceaux,1.2,0.5,False
693,False,0,0,,30,0,False,0,0,0,17.36,Morceaux,1.2,0.5,False
694,False,0,0,,35,0,False,0,0,0,75.3,Morceaux,0.5,0.6,False
695,False,0,0,,29,0,True,0,0,0,43.59,Morceaux,1.9,0.7,False
697,False,0,0,,35,0,False,0,0,0,75.3,Morceaux,0.5,0.6,False
698,False,0,0,,34,0,False,0,0,0,34.1,Morceaux,0.9,0.6,False
699,False,0,0,,33,0,False,0,0,0,22.88,Morceaux,0.8,1.1,False
700,False,0,0,,30,25.8,False,0,45.7,88.3,95.95,Plaquette,1,0.8,False
701,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
702,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
706,False,0,0,,37,0,False,0,0,0,0,Morceaux,2,0,False
707,False,0,0,,37,0,False,0,0,0,0,Morceaux,2,0,False
708,False,0,0,,37,0,False,0,0,0,0,Morceaux,2,0,False
715,False,0,0,,20.4,0,False,0,0,0,0,Sommités,0,0,False
716,False,0,0,,20.4,0,False,0,0,0,0,Sommités,0,0,False
717,False,0,0,,20.4,0,False,0,0,0,0,Sommités,0,0,False
718,False,0,0,,14.2,0,False,0,0,0,0,Débris végétaux,0,0,False
719,False,0,0,,14.2,0,False,0,0,0,0,Débris végétaux,0,0,False
720,False,0,0,,10.4,0,False,0,0,0,0,Sommités,0,0,False
726,False,0,0,,13.4,0,False,0,0,0,0,Sommités,0,0,False
727,False,0,0,,10.4,0,False,0,0,0,0,Sommités,0,0,False
728,False,0,0,,12.1,0,False,0,0,0,0,Débris végétaux,0,0,False
729,False,0,0,,16.7,0,False,0,0,0,0,Débris végétaux,0,0,False
730,False,0,0,,30.3,0,False,0,0,0,2.4,Morceaux,1.5,1.5,False
742,False,0,0,,19.2,32,True,0,51,94,100.9,Plaquette,0,0,False
743,False,0,0,,27.5,27,True,0,50,107,97.5,Plaquette,0,0,False
744,False,0,0,,28.9,28,True,0,55,105,99.4,Plaquette,1.3,1,False
745,False,0,0,,28.9,28,True,0,55,105,99.4,Plaquette,1.3,1,False
746,False,0,0,,28.9,28,True,0,55,105,99.4,Plaquette,1.3,1,False
758,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
759,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
760,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
785,False,0,0,,29,0,False,0,0,0,0,Morceaux,1,0,False
786,False,0,0,,16,0,False,0,0,0,0,Sommités,0,0,False
797,False,0,0,,30.7,25,True,0,58,101,99,Plaquette,1.6,0,False
798,False,0,0,,0,0,False,0,0,0,11.3,Morceaux,16.9,0,False
799,False,0,0,,0,0,False,0,0,0,11.3,Morceaux,16.9,0,False
800,False,0,0,,0,0,False,0,0,0,11.3,Morceaux,16.9,0,False
821,False,0,0,,32,0,False,0,0,0,1.8,Morceaux,1.3,1.6,False
858,False,0,0,,0,0,False,0,0,0,0,Sommités,16.2,0,False
860,False,0,0,,0,0,False,0,0,0,0,Sommités,6.7,0,False
861,False,0,0,,0,0,False,0,0,0,0,Sommités,12.9,0,False
862,False,0,0,,0,0,False,0,0,0,0,,11,0,False
863,False,0,0,,0,0,False,0,0,0,0,Sommités,12.2,0,False
864,False,0,0,,0,0,False,0,0,0,0,Sommités,13.9,0,False
865,False,0,0,,0,0,False,0,0,0,0,Sommités,9.2,0,False
866,False,0,0,,0,0,False,0,0,0,0,Sommités,10.7,0,False
867,False,0,0,,0,0,False,0,0,0,0,Sommités,7.5,0,False
868,False,0,0,,0,0,False,0,0,0,0,Sommités,4.4,0,False
869,False,0,0,,0,0,False,0,0,0,5.2,Morceaux,5.1,0,False
870,False,0,0,,0,0,False,0,0,0,5.2,Morceaux,5.1,0,False
871,False,0,0,,0,0,False,0,0,0,5.2,Morceaux,5.1,0,False
872,False,0,0,,0,0,False,0,0,0,5.2,Morceaux,5.1,0,False
873,False,0,0,,0,0,False,0,0,0,5.2,Morceaux,5.1,0,False
874,False,0,0,,0,0,False,0,0,0,1.1,Morceaux,4,0,False
875,False,0,0,,19.3,0,False,0,0,0,0,Sommités,0,0,False
876,False,0,0,,19.3,0,False,0,0,0,0,Sommités,0,0,False
877,False,0,0,,19.3,0,False,0,0,0,0,Sommités,0,0,False
918,False,0,0,,31.1,0,False,0,0,0,0,Morceaux,1.9,0,False
919,False,0,0,,31.1,0,False,0,0,0,0,Morceaux,1.9,0,False
920,False,0,0,,31.1,0,False,0,0,0,0,Morceaux,1.9,0,False
921,False,0,0,,0.5,0,False,0,0,0,0,Sommités,14.7,0,False
922,False,0,0,,0.5,0,False,0,0,0,0,Sommités,14.7,0,False
923,False,0,0,,0.5,0,False,0,0,0,0,Sommités,14.7,0,False
924,False,0,0,,0.5,0,False,0,0,0,0,Sommités,14.7,0,False
925,False,0,0,,0.5,0,False,0,0,0,0,Sommités,14.7,0,False
931,False,0,0,,14.5,18,False,0,66,96,91.5,Plaquette,1.9,6.4,False
932,False,0,0,,14.5,18,False,0,66,96,91.5,Plaquette,1.9,6.4,False
933,False,0,0,,14.5,18,False,0,66,96,91.5,Plaquette,1.9,6.4,False
940,False,0,0,,9.2,28,False,0,54,86,96.7,Plaquette,4.6,7.9,False
941,False,0,0,,9.2,28,False,0,54,86,96.7,Plaquette,4.6,7.9,False
942,False,0,0,,1.1,22,False,0,59,88,95.3,Plaquette,3.7,11.9,False
943,False,0,0,,12.3,29,False,0,52,90,98,Plaquette,4.3,6.5,False
944,False,0,0,,13.5,0,False,0,0,0,0,Sommités,0,0,False
945,False,0,0,,13.5,0,False,0,0,0,0,Sommités,0,0,False
946,False,0,0,,15.3,0,False,0,0,0,0,Sommités,0,0,False
947,False,0,0,,18.7,0,False,0,0,0,0,Sommités,0,0,False
948,False,0,0,,18.7,0,False,0,0,0,0,Sommités,0,0,False
949,False,0,0,,31.6,0,False,0,0,0,47.4,Morceaux,1.4,1,False
950,False,0,0,,24.5,0,False,0,0,0,58.9,Morceaux,1.6,1,False
951,False,0,0,,23.9,0,False,0,0,0,9.3,Morceaux,1.4,1.2,False
952,False,0,0,,16.4,0,False,0,0,0,0,Sommités,0,0,False
953,False,0,0,,16.4,0,False,0,0,0,0,Sommités,0,0,False
954,False,0,0,,16.4,0,False,0,0,0,0,Sommités,0,0,False
955,False,0,0,,0,0,False,0,0,0,0,Sommités,8,0,False
956,False,0,0,,0,0,False,0,0,0,0,Sommités,8,0,False
957,False,0,0,,0,0,False,0,0,0,0,Sommités,8,0,False
958,False,0,0,,0,0,False,0,0,0,0,Sommités,8,0,False
965,False,0,0,,27.1,26,True,0,55,101,98,Plaquette,2,1,False
966,False,0,0,,7.4,0,False,0,0,0,0,Sommités,0,0,False
967,False,0,0,,33.4,28,True,0,49,83,97.8,Plaquette,1.6,0,False
968,False,0,0,,36.1,28,True,0,51,115,99.7,Plaquette,1.1,0,False
969,False,0,0,,33.3,29,True,0,51,94,97.1,Plaquette,1.5,0,False
970,False,0,0,,36.7,28,True,0,49,86,95.5,Plaquette,1.3,0,False
1011,False,0,0,,13.9,0,False,0,0,0,0,Sommités,2.1,0,False
1012,False,0,0,,5.1,0,False,0,0,0,0,Sommités,6.1,0,False
1013,False,0,0,,18,0,False,0,0,0,0,Sommités,0,0,False
1014,False,0,0,,0.9,0,False,0,0,0,0,Sommités,12.8,0,False
1015,False,0,0,,20.9,0,False,0,0,0,0,Sommités,0,0,False
1016,False,0,0,,12.8,0,False,0,0,0,0,Sommités,0,0,False
1017,False,0,0,,36.1,29.5,True,0,50.5,87,98,Plaquette,1.5,0,False
1018,False,0,0,,36.1,29.5,True,0,50.5,87,98,Plaquette,1.5,0,False
1019,False,0,0,,36.1,29.5,True,0,50.5,87,98,Plaquette,1.5,0,False
1020,False,0,0,,36.1,29.5,True,0,50.5,87,98,Plaquette,1.5,0,False
1021,False,0,0,,36.1,29.5,True,0,50.5,87,98,Plaquette,1.5,0,False
1022,False,0,0,,36.1,29.5,True,0,50.5,87,98,Plaquette,1.5,0,False
1023,False,0,0,,34.7,28,True,0,48,81,98,Plaquette,1.5,0,False
1024,False,0,0,,34.7,28,True,0,48,81,98,Plaquette,1.5,0,False
1025,False,0,0,,34.7,28,True,0,48,81,98,Plaquette,1.5,0,False
1026,False,0,0,,35.7,0,False,0,0,0,0.13,Morceaux,1.7,1.6,False
1040,False,0,0,,16.6,0,False,0,0,0,0,Sommités,0,0,False
1041,False,0,0,,26.2,0,False,0,0,0,7.8,Morceaux,2,1.2,False
1042,False,0,0,,29.2,0,False,0,0,0,2.3,Morceaux,1.2,1,False
1043,False,0,0,,15.3,0,False,0,0,0,0,Sommités,0,1,False
1044,False,0,0,,13.5,0,False,0,0,0,0,Sommités,0,0,False
1046,False,0,0,,3.8,0,False,0,0,0,2.7,Morceaux,4.8,5.2,False
1047,False,0,0,,11.9,0,False,0,0,0,0,Sommités,0,0,False
1048,False,0,0,,0,0,False,0,0,0,0,Sommités,9.8,0,False
1050,False,0,0,,38,16,False,0,59,0,40.8,Plaquette,0,0,False
1053,False,0,0,,0,0,False,0,0,0,3.86,Morceaux,0.5,0,False
1059,False,0,0,,26.3,0,False,0,0,0,2.4,Morceaux,1.6,1.2,False
1065,False,0,0,,13,0,False,0,0,0,0,Sommités,0,0,False
1066,False,0,0,,13,0,False,0,0,0,0,Sommités,0,0,False
1067,False,0,0,,13,0,False,0,0,0,0,Sommités,0,0,False
1068,False,0,0,,13,0,False,0,0,0,0,Sommités,0,0,False
1096,False,0,0,,0,0,False,0,0,0,0,Plantes,0,0,False
1097,False,0,0,,0,0,False,0,0,0,0,Plantes,0,0,False
1100,False,0,0,,1.7,0,False,0,0,0,0,Plantes,0,0,False
1122,False,0,0,,5.4,0,False,0,0,0,0,Plantes,0,0,False
1123,False,0,0,,5.4,0,False,0,0,0,0,Plantes,0,0,False
1124,False,0,0,,9.6,0,False,0,0,0,0,Plantes,0,0,False
1125,False,0,0,,2.4,0,False,0,0,0,0,Plantes,0,0,False
1155,False,0,0,,7.3,0,False,0,0,0,0,Sommités,0,0,False
1178,False,0,0,,26,0,False,0,0,0,5.6,Morceaux,2.9,3.4,False
